player_id,player_name,match_id,goals,assists,minutes,team_goals
282,David De Gea,371,0,0,90,4
282,David De Gea,370,0,0,90,4
282,David De Gea,355,0,0,90,2
282,David De Gea,344,0,0,90,2
282,David De Gea,331,0,0,90,4
282,David De Gea,326,0,0,90,1
282,David De Gea,318,0,0,90,4
282,David De Gea,310,0,0,90,0
282,David De Gea,298,0,0,90,1
282,David De Gea,290,0,0,90,1
282,David De Gea,272,0,0,90,0
282,David De Gea,263,0,0,90,4
282,David De Gea,258,0,0,90,1
282,David De Gea,248,0,0,90,4
282,David De Gea,233,0,0,90,3
282,David De Gea,221,0,0,90,1
282,David De Gea,213,0,0,90,1
282,David De Gea,203,0,0,90,2
282,David De Gea,191,0,0,90,2
282,David De Gea,186,0,0,90,2
282,David De Gea,174,0,0,90,0
282,David De Gea,167,0,0,90,2
282,David De Gea,151,0,0,90,3
282,David De Gea,148,0,0,90,1
282,David De Gea,131,0,0,90,0
282,David De Gea,126,0,0,90,2
282,David De Gea,113,0,0,90,0
282,David De Gea,102,0,0,90,2
282,David De Gea,91,0,0,90,3
282,David De Gea,90,0,0,90,2
282,David De Gea,74,0,0,90,2
282,David De Gea,59,0,0,90,3
282,David De Gea,48,0,0,90,0
282,David De Gea,45,0,0,90,2
282,David De Gea,28,0,0,90,2
282,David De Gea,26,0,0,90,0
282,David De Gea,11,0,0,90,0
282,David De Gea,6,0,0,0,1
282,David De Gea,752,0,0,90,3
282,David De Gea,750,0,0,90,2
282,David De Gea,740,0,0,90,1
282,David De Gea,723,0,0,90,1
282,David De Gea,711,0,0,90,1
282,David De Gea,703,0,0,90,4
282,David De Gea,691,0,0,90,1
282,David De Gea,681,0,0,90,0
282,David De Gea,672,0,0,90,0
282,David De Gea,665,0,0,90,0
282,David De Gea,654,0,0,90,3
282,David De Gea,643,0,0,90,1
282,David De Gea,633,0,0,90,1
282,David De Gea,623,0,0,90,1
282,David De Gea,612,0,0,90,1
282,David De Gea,604,0,0,90,2
282,David De Gea,600,0,0,90,2
282,David De Gea,588,0,0,90,3
282,David De Gea,576,0,0,90,2
282,David De Gea,570,0,0,90,2
282,David De Gea,552,0,0,90,1
282,David De Gea,548,0,0,90,1
282,David De Gea,532,0,0,90,0
282,David De Gea,522,0,0,90,3
282,David De Gea,515,0,0,90,2
282,David De Gea,496,0,0,90,1
282,David De Gea,478,0,0,90,3
282,David De Gea,475,0,0,90,0
282,David De Gea,467,0,0,90,1
282,David De Gea,449,0,0,0,3
282,David De Gea,440,0,0,90,2
282,David De Gea,432,0,0,90,2
282,David De Gea,427,0,0,90,0
282,David De Gea,418,0,0,90,1
282,David De Gea,409,0,0,90,0
282,David De Gea,398,0,0,90,1
282,David De Gea,392,0,0,0,0
282,David De Gea,387,0,0,0,2
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
282,David De Gea,0,0,0,0,0
