player_id,player_name,match_id,goals,assists,minutes,team_goals
372,Harry Kane,372,0,0,90,2
372,Harry Kane,362,0,0,90,1
372,Harry Kane,351,0,0,90,1
372,Harry Kane,347,2,0,84,3
372,Harry Kane,333,0,0,90,0
372,Harry Kane,330,2,0,88,3
372,Harry Kane,320,2,0,86,4
372,Harry Kane,305,0,0,84,1
372,Harry Kane,291,2,1,87,4
372,Harry Kane,290,0,0,0,0
372,Harry Kane,274,0,0,76,1
372,Harry Kane,270,0,0,74,0
372,Harry Kane,255,1,0,90,1
372,Harry Kane,249,1,0,90,1
372,Harry Kane,235,0,0,90,1
372,Harry Kane,225,2,0,90,5
372,Harry Kane,212,0,0,90,2
372,Harry Kane,204,0,0,90,1
372,Harry Kane,192,3,0,90,3
372,Harry Kane,190,3,0,90,5
372,Harry Kane,165,0,0,22,2
372,Harry Kane,161,0,0,90,1
372,Harry Kane,154,2,0,90,4
372,Harry Kane,142,1,0,90,1
372,Harry Kane,131,0,0,90,2
372,Harry Kane,122,1,0,90,2
372,Harry Kane,120,1,0,90,1
372,Harry Kane,103,1,0,90,1
372,Harry Kane,96,0,1,90,2
372,Harry Kane,82,0,0,33,4
372,Harry Kane,67,0,0,16,3
372,Harry Kane,62,0,0,90,2
372,Harry Kane,50,0,0,90,1
372,Harry Kane,46,1,0,84,1
372,Harry Kane,27,1,0,90,2
372,Harry Kane,21,0,0,90,0
372,Harry Kane,12,1,0,90,1
372,Harry Kane,2,2,0,90,5
372,Harry Kane,757,0,0,90,1
372,Harry Kane,746,0,1,89,1
372,Harry Kane,733,0,0,82,1
372,Harry Kane,728,1,0,72,4
372,Harry Kane,714,1,0,86,1
372,Harry Kane,706,0,0,0,2
372,Harry Kane,693,0,0,0,2
372,Harry Kane,689,0,0,0,1
372,Harry Kane,673,0,0,0,0
372,Harry Kane,667,0,0,0,1
372,Harry Kane,651,1,0,72,1
372,Harry Kane,650,2,0,90,3
372,Harry Kane,640,0,0,90,1
372,Harry Kane,628,2,0,86,5
372,Harry Kane,612,0,0,90,0
372,Harry Kane,607,0,0,73,3
372,Harry Kane,594,0,0,90,2
372,Harry Kane,581,1,0,88,4
372,Harry Kane,571,2,1,76,4
372,Harry Kane,561,0,0,90,2
372,Harry Kane,553,3,0,89,4
372,Harry Kane,550,0,1,90,2
372,Harry Kane,538,0,0,90,0
372,Harry Kane,530,1,0,90,1
372,Harry Kane,520,0,0,90,0
372,Harry Kane,504,3,1,85,4
372,Harry Kane,494,2,0,89,3
372,Harry Kane,479,0,0,0,2
372,Harry Kane,471,0,0,0,2
372,Harry Kane,461,0,0,0,3
372,Harry Kane,451,0,0,30,4
372,Harry Kane,441,1,1,78,4
372,Harry Kane,430,0,1,90,1
372,Harry Kane,421,1,0,90,2
372,Harry Kane,416,0,0,90,0
372,Harry Kane,398,1,0,90,2
372,Harry Kane,391,4,1,90,6
372,Harry Kane,384,3,0,78,7
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
372,Harry Kane,0,0,0,0,0
23,Pierre-Emerick Aubameyang,124,1,0,90,5
23,Pierre-Emerick Aubameyang,120,0,0,90,0
23,Pierre-Emerick Aubameyang,101,0,0,90,0
23,Pierre-Emerick Aubameyang,93,1,0,90,1
23,Pierre-Emerick Aubameyang,83,1,1,90,3
23,Pierre-Emerick Aubameyang,68,2,0,90,3
23,Pierre-Emerick Aubameyang,58,1,0,70,3
23,Pierre-Emerick Aubameyang,49,0,1,90,1
23,Pierre-Emerick Aubameyang,40,0,1,20,4
23,Pierre-Emerick Aubameyang,28,0,0,90,1
23,Pierre-Emerick Aubameyang,18,2,1,90,5
23,Pierre-Emerick Aubameyang,14,1,0,90,1
23,Pierre-Emerick Aubameyang,8,1,0,66,1
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
23,Pierre-Emerick Aubameyang,0,0,0,0,0
