season,absence/suspension,competition,from,until,days,games,player,url
2122,No eligibility,Europa League,2021-09-03,2021-12-10,98,6,James Justin,/james-justin/profil/spieler/413220
2122,special leave,Community Shield,2021-07-12,2021-08-08,27,1,Ederson,/ederson/profil/spieler/238223
2122,Called up to national team,Premier League,2022-01-03,2022-02-06,34,4,Frank Onyeka,/frank-onyeka/profil/spieler/421637
2122,Called up to national team, ,2022-01-03,2022-02-06,34,4,Mohamed Elneny,/mohamed-elneny/profil/spieler/160438
2122,Called up to national team, ,2022-01-03,2022-02-08,36,7,Edouard Mendy,/edouard-mendy/profil/spieler/442531
2122,Red card suspension,Premier League,2021-08-28,2021-09-12,15,1,Reece James,/reece-james/profil/spieler/472423
2122,Called up to national team,Premier League,2022-01-03,2022-02-06,34,2,Riyad Mahrez,/riyad-mahrez/profil/spieler/171424
2122,Yellow card suspension,Premier League,2022-01-04,2022-01-16,12,1,Luke Shaw,/luke-shaw/profil/spieler/183288
2122,Red card suspension,Premier League,2021-11-07,2021-11-26,19,1,Robert Sánchez,/robert-sanchez/profil/spieler/403151
2122,Red card suspension,Premier League,2021-11-21,2021-11-29,8,1,Harry Maguire,/harry-maguire/profil/spieler/177907
2122,Suspended, ,2022-01-30,,105,18,Mason Greenwood,/mason-greenwood/profil/spieler/532826
2122,special leave,Community Shield,2021-07-12,2021-08-08,27,1,Kyle Walker,/kyle-walker/profil/spieler/95424
2122,Yellow card suspension,World Cup qualification Playoffs,2022-03-28,2022-03-30,2,1,Mateusz Klich,/mateusz-klich/profil/spieler/92738
2122,Yellow card suspension,Premier League,2021-11-28,2021-12-01,3,1,Jamaal Lascelles,/jamaal-lascelles/profil/spieler/183318
2122,Called up to national team,Premier League,2022-01-03,2022-02-06,34,2,Wilfried Zaha,/wilfried-zaha/profil/spieler/145988
2122,Yellow card suspension,Europa League,2022-03-21,2022-04-11,21,1,Manuel Lanzini,/manuel-lanzini/profil/spieler/135853
2122,Called up to national team,Premier League,2022-01-03,2022-01-19,16,,Thomas Partey,/thomas-partey/profil/spieler/230784
2122,Suspended, ,2021-08-26,,262,54,Benjamin Mendy,/benjamin-mendy/profil/spieler/157495
2122,Called up to national team,Premier League,2022-01-03,2022-02-06,34,2,Cheikhou Kouyaté,/cheikhou-kouyate/profil/spieler/66934
2122,Yellow card suspension,Premier League,2021-12-28,2021-12-31,3,1,Bruno Fernandes,/bruno-fernandes/profil/spieler/240306
2122,visa issues, ,2021-10-15,2021-10-17,2,1,Nicolas N'Koulou,/nicolas-nkoulou/profil/spieler/60577
2122,Called up to national team,Premier League,2022-01-03,2022-01-20,17,1,Jordan Ayew,/jordan-ayew/profil/spieler/108354
2122,Red card suspension,Premier League,2021-08-28,2021-09-26,29,2,Granit Xhaka,/granit-xhaka/profil/spieler/111455
2122,Yellow card suspension,European Qualifiers,2021-11-12,2021-11-15,3,1,Antonio Rüdiger,/antonio-rudiger/profil/spieler/86202
2122,Yellow card suspension,Liga Portugal,2021-10-21,2021-10-25,4,1,Chiquinho,/chiquinho/profil/spieler/695454
2122,Yellow card suspension, ,2021-12-28,2022-01-16,19,1,Javier Manquillo,/javier-manquillo/profil/spieler/162029
2122,special leave, ,2022-04-18,2022-04-22,4,1,Cristiano Ronaldo,/cristiano-ronaldo/profil/spieler/8198
2122,Yellow card suspension,World Cup qualification Europe,2021-09-02,2021-09-08,6,1,Cristiano Ronaldo,/cristiano-ronaldo/profil/spieler/8198
2122,Called up to national team,Premier League,2022-01-03,2022-02-06,34,3,Saïd Benrahma,/said-benrahma/profil/spieler/290532
2122,Indirect card suspension,Premier League,2021-09-11,2021-09-20,9,1,Michail Antonio,/michail-antonio/profil/spieler/104124
2122,Called up to national team, ,2022-01-03,2022-02-06,34,6,Sadio Mané,/sadio-mane/profil/spieler/200512
2122,Indirect card suspension,Premier League,2021-09-12,2021-09-19,7,1,Japhet Tanganga,/japhet-tanganga/profil/spieler/346478
2122,Suspension through sports court,World Cup qualification South America,2022-02-14,2022-03-31,45,2,Emiliano Martínez,/emiliano-martinez/profil/spieler/111873
2122,Yellow card suspension,UEFA Champions League,2022-04-14,2022-04-28,14,1,João Cancelo,/joao-cancelo/profil/spieler/182712
2122,Yellow card suspension,Africa Cup of Nations,2022-01-19,2022-01-25,6,1,Naby Keïta,/naby-keita/profil/spieler/302215
2122,Called up to national team, ,2022-01-03,2022-02-06,34,6,Naby Keïta,/naby-keita/profil/spieler/302215
2122,Suspension through sports court,World Cup qualification South America,2022-02-14,2022-03-31,45,1,Emiliano Buendía,/emiliano-buendia/profil/spieler/321247
2122,Indirect card suspension,Premier League,2022-02-11,2022-02-19,8,1,Gabriel Martinelli,/gabriel-martinelli/profil/spieler/655488
2122,Yellow card suspension,Premier League,2021-11-21,2021-11-21,0,1,Oliver Skipp,/oliver-skipp/profil/spieler/406638
2122,Called up to national team, ,2022-01-03,2022-02-06,34,4,Wilfred Ndidi,/wilfred-ndidi/profil/spieler/274839
2122,Called up to national team, ,2022-01-02,2022-01-27,25,5,Eric Bailly,/eric-bailly/profil/spieler/286384
2122,Yellow card suspension,World Cup qualification Europe,2021-10-12,2021-11-12,31,1,Kai Havertz,/kai-havertz/profil/spieler/309400
2122,Yellow card suspension,World Cup qualification Europe,2021-10-12,2021-11-11,30,1,Juraj Kucka,/juraj-kucka/profil/spieler/74943
2122,Called up to national team, ,2022-01-03,2022-02-07,35,4,Ismaïla Sarr,/ismaila-sarr/profil/spieler/410225
2122,Called up to national team,Premier League,2022-01-03,2022-01-20,17,1,Daniel Amartey,/daniel-amartey/profil/spieler/214056
2122,Called up to national team, ,2022-01-03,2022-01-30,27,3,Hannibal Mejbri,/hannibal-mejbri/profil/spieler/607224
2122,Called up to national team, ,2021-11-24,2021-12-19,25,2,Hannibal Mejbri,/hannibal-mejbri/profil/spieler/607224
2122,No eligibility,Europa League Qualifying,2021-08-18,2021-08-27,9,2,Zanka,/zanka/profil/spieler/52059
2122,No eligibility,Süper Lig,2021-07-01,2021-08-31,61,,Zanka,/zanka/profil/spieler/52059
2122,Called up to national team,Premier League,2022-01-04,2022-02-06,33,2,Romain Saïss,/romain-saiss/profil/spieler/204198
2122,special leave,Community Shield,2021-07-12,2021-08-08,27,1,Raheem Sterling,/raheem-sterling/profil/spieler/134425
