season,absence/suspension,competition,from,until,days,games,player,url
2021,In training camp with first team,Premier League 2,2020-09-12,2020-09-26,14,3,Harvey Elliott,/harvey-elliott/profil/spieler/565822
2021,Yellow card suspension,Liga Portugal,2021-04-27,2021-05-01,4,1,Nicolás Otamendi,/nicolas-otamendi/profil/spieler/54781
2021,Yellow card suspension,Liga Portugal,2021-02-27,2021-03-02,3,1,Nicolás Otamendi,/nicolas-otamendi/profil/spieler/54781
2021,Yellow card suspension, ,2020-12-31,2021-01-04,4,1,Nicolás Otamendi,/nicolas-otamendi/profil/spieler/54781
2021,Red card suspension,Europa League,2020-11-24,2020-11-27,3,1,Nicolás Otamendi,/nicolas-otamendi/profil/spieler/54781
2021,Yellow card suspension,World Cup qualification South America,2020-11-19,2021-06-05,198,1,Nicolás Otamendi,/nicolas-otamendi/profil/spieler/54781
2021,Red card suspension,Premier League,2020-10-26,2020-11-02,7,1,Lucas Digne,/lucas-digne/profil/spieler/126664
2021,Indirect card suspension,Premier League,2020-12-17,2020-12-19,2,1,Gabriel,/gabriel/profil/spieler/435338
2021,Yellow card suspension,Europa League,2020-08-07,2020-08-12,5,1,Daniel Podence,/daniel-podence/profil/spieler/256977
2021,Suspended,FA Cup,2021-01-09,2021-01-11,2,1,Mathew Ryan,/mathew-ryan/profil/spieler/128969
2021,Suspended,Premier League,2020-12-15,2021-01-17,33,7,Mathew Ryan,/mathew-ryan/profil/spieler/128969
2021,Indirect card suspension,Premier League,2021-03-15,2021-03-22,7,1,Erik Lamela,/erik-lamela/profil/spieler/111630
2021,No eligibility,Premier League,2020-10-20,2021-01-02,74,12,Stefan Johansen,/stefan-johansen/profil/spieler/62008
2021,No eligibility,Premier League,2020-10-17,2021-01-01,76,12,Yannick Bolasie,/yannick-bolasie/profil/spieler/75471
2021,Called up to national team,EFL Cup,2020-09-01,2020-09-10,9,1,Oliver Skipp,/oliver-skipp/profil/spieler/406638
2021,No eligibility,Europa League,2021-02-18,2021-04-16,57,6,Sébastien Haller,/sebastien-haller/profil/spieler/181375
2021,special leave,,2021-05-30,2021-06-03,4,,Kai Havertz,/kai-havertz/profil/spieler/309400
2021,Indirect card suspension,Premier League,2020-12-27,2020-12-28,1,1,Tyrone Mings,/tyrone-mings/profil/spieler/253677
2021,Suspension through sports court,Süper Lig,2021-05-14,2021-05-16,2,1,Cenk Tosun,/cenk-tosun/profil/spieler/45671
2021,Yellow card suspension,Premier League,2021-01-16,2021-01-21,5,1,Bobby Reid,/bobby-reid/profil/spieler/186186
2021,Red card suspension,Premier League 2,2020-11-28,2020-12-06,8,1,Hannibal Mejbri,/hannibal-mejbri/profil/spieler/607224
2021,No eligibility,Premier League,2020-10-20,2021-01-02,74,12,Jean Michaël Seri,/jean-michael-seri/profil/spieler/178614
2021,No eligibility,Championship,2020-10-16,2020-10-21,5,2,Kiernan Dewsbury-Hall,/kiernan-dewsbury-hall/profil/spieler/475188
2021,Suspended,Premier League 2,2020-09-13,2020-10-03,20,4,Kiernan Dewsbury-Hall,/kiernan-dewsbury-hall/profil/spieler/475188
2021,Suspended,EFL Trophy,2020-09-07,2020-10-07,30,2,Kiernan Dewsbury-Hall,/kiernan-dewsbury-hall/profil/spieler/475188
2021,Yellow card suspension,Premier League,2021-01-21,2021-01-24,3,1,John McGinn,/john-mcginn/profil/spieler/193116
2021,Red card suspension,EURO 2020,2021-06-21,2021-06-27,6,1,Ethan Ampadu,/ethan-ampadu/profil/spieler/392771
2021,special leave,,2021-05-30,2021-06-03,4,,Ilkay Gündogan,/ilkay-gundogan/profil/spieler/53622
