season,absence/suspension,competition,from,until,days,games,player,url
1617,Red card suspension,LaLiga2,2017-04-16,2017-05-07,21,3,Pablo Maffeo,/pablo-maffeo/profil/spieler/251876
1617,Yellow card suspension,Premier League,2016-12-01,2016-12-05,4,1,Wayne Rooney,/wayne-rooney/profil/spieler/3332
1617,Doping ban,Premier League,2016-11-03,2016-12-29,56,8,Saido Berahino,/saido-berahino/profil/spieler/128897
1617,Yellow card suspension,World Cup qualification Europe,2016-11-14,2017-03-27,133,1,Gary Cahill,/gary-cahill/profil/spieler/27511
1617,Yellow card suspension,Premier League,2016-12-29,2017-01-02,4,1,Kyle Walker,/kyle-walker/profil/spieler/95424
1617,Yellow card suspension,Premier League,2016-12-27,2017-01-01,5,1,Jeff Hendrick,/jeff-hendrick/profil/spieler/148262
1617,Suspension through sports court, ,2017-01-27,2017-02-26,30,4,Papy Djilobodji,/papy-djilobodji/profil/spieler/136610
1617,Indirect card suspension,Premier League,2016-11-20,2016-11-27,7,1,Papy Djilobodji,/papy-djilobodji/profil/spieler/136610
1617,Red card suspension,Premier League 2,2016-11-09,2016-11-28,19,2,Joel Taylor,/joel-taylor/profil/spieler/258310
1617,Red card suspension,Premier League,2017-02-12,2017-02-26,14,1,Sam Clucas,/sam-clucas/profil/spieler/122223
1617,Red card suspension,Championship,2016-11-21,2016-11-28,7,1,Martin Olsson,/martin-olsson/profil/spieler/38073
1617,Yellow card suspension,Jupiler Pro League,2017-02-20,2017-02-27,7,1,Cristian Cuevas,/cristian-cuevas/profil/spieler/186863
1617,Red card suspension,Premier League,2016-08-14,2016-08-21,7,1,Ben Watson,/ben-watson/profil/spieler/14081
1617,Red card suspension,Premier League,2016-12-18,2017-01-03,16,3,Jamie Vardy,/jamie-vardy/profil/spieler/197838
1617,Yellow card suspension,World Cup qualification Europe,2016-11-12,2017-03-26,134,1,Paul Pogba,/paul-pogba/profil/spieler/122153
1617,Red card suspension,Serie A,2016-10-24,2016-10-30,6,2,Manolo Gabbiadini,/manolo-gabbiadini/profil/spieler/112343
1617,Called up to national team, ,2017-01-03,2017-01-23,20,4,Didier Ndong,/didier-ndong/profil/spieler/210081
1617,Red card suspension,Ligue 1,2016-08-21,2016-08-26,5,1,Didier Ndong,/didier-ndong/profil/spieler/210081
1617,Called up to national team, ,2017-01-03,2017-01-29,26,7,Sadio Mané,/sadio-mane/profil/spieler/200512
1617,Called up to national team, ,2017-01-03,2017-01-30,27,6,Dieumerci Mbokani,/dieumerci-mbokani/profil/spieler/44624
1617,Red card suspension, ,2016-08-01,2016-08-10,9,1,Enes Ünal,/enes-unal/profil/spieler/251106
1617,No eligibility,Premier League,2016-09-01,2017-01-30,151,19,Giedrius Arlauskis,/giedrius-arlauskis/profil/spieler/69001
1617,No eligibility,UEFA Champions League,2016-09-01,2017-02-01,153,6,Yaya Touré,/yaya-toure/profil/spieler/13091
1617,Indirect card suspension,Premier League,2017-02-26,2017-03-05,7,1,Ashley Barnes,/ashley-barnes/profil/spieler/63200
1617,Yellow card suspension,Championship,2017-02-15,2017-02-27,12,2,Tom Lawrence,/tom-lawrence/profil/spieler/229970
1617,Called up to national team, ,2017-01-03,2017-02-05,33,5,André Ayew,/andre-ayew/profil/spieler/45403
1617,Yellow card suspension,Serie B,2017-05-02,2017-05-08,6,1,Bruno Zuculini,/bruno-zuculini/profil/spieler/115507
1617,Red card suspension,Premier League,2016-12-04,2016-12-27,23,4,Sergio Agüero,/sergio-aguero/profil/spieler/26399
1617,Suspension through sports court,EFL Cup,2016-09-05,2016-09-22,17,1,Sergio Agüero,/sergio-aguero/profil/spieler/26399
1617,Suspension through sports court,Premier League,2016-09-05,2016-09-17,12,2,Sergio Agüero,/sergio-aguero/profil/spieler/26399
1617,Red card suspension, ,2017-01-09,2017-02-01,23,3,Daniel Ayala,/daniel-ayala/profil/spieler/78966
1617,Yellow card suspension,Allsvenskan,2016-09-26,2016-09-26,0,1,Mathias Ranégie,/mathias-ranegie/profil/spieler/46477
1617,No eligibility,Europa League,2016-07-01,2017-02-01,215,6,Bastian Schweinsteiger,/bastian-schweinsteiger/profil/spieler/2514
1617,Red card suspension,Premier League,2017-04-10,2017-04-27,17,3,Sebastian Larsson,/sebastian-larsson/profil/spieler/31720
1617,Called up to national team, ,2017-01-02,2017-01-25,23,4,Max Gradel,/max-gradel/profil/spieler/28140
1617,Yellow card suspension,LaLiga,2017-04-03,2017-04-06,3,1,Joselu,/joselu/profil/spieler/81999
1617,Yellow card suspension,Premier League,2016-11-28,2016-12-04,6,1,Valon Behrami,/valon-behrami/profil/spieler/21905
1617,Yellow card suspension,World Cup qualification Europe,2016-10-09,2016-10-11,2,1,Valon Behrami,/valon-behrami/profil/spieler/21905
1617,Red card suspension,UEFA Champions League,2016-10-20,2016-11-02,13,1,Claudio Bravo,/claudio-bravo/profil/spieler/40423
1617,Suspension through sports court,Premier League,2017-03-09,2017-04-10,32,5,Tyrone Mings,/tyrone-mings/profil/spieler/253677
1617,Called up to national team, ,2017-01-04,2017-01-29,25,3,Mame Diouf,/mame-diouf/profil/spieler/62049
1617,Yellow card suspension,Premier League,2016-12-29,2017-01-02,4,1,Jan Vertonghen,/jan-vertonghen/profil/spieler/43250
1617,Red card suspension,Europa League,2017-05-12,2017-05-25,13,1,Eric Bailly,/eric-bailly/profil/spieler/286384
1617,Indirect card suspension,Europa League,2017-02-24,2017-03-10,14,1,Eric Bailly,/eric-bailly/profil/spieler/286384
1617,Called up to national team,Africa Cup of Nations,2017-01-02,2017-01-26,24,6,Eric Bailly,/eric-bailly/profil/spieler/286384
1617,Suspension through sports court,FA Cup,2017-03-09,2017-04-02,24,1,Zlatan Ibrahimovic,/zlatan-ibrahimovic/profil/spieler/3455
1617,Suspension through sports court,Premier League,2017-03-09,2017-04-02,24,2,Zlatan Ibrahimovic,/zlatan-ibrahimovic/profil/spieler/3455
1617,Yellow card suspension,Premier League,2016-11-07,2016-11-21,14,1,Zlatan Ibrahimovic,/zlatan-ibrahimovic/profil/spieler/3455
1617,No eligibility,Premier League,2016-09-01,2017-06-30,302,35,Brice Dja Djedje,/brice-dja-djedje/profil/spieler/93690
1617,Yellow card suspension,Premier League,2016-11-07,2016-11-20,13,1,Jose Cholevas,/jose-cholevas/profil/spieler/41112
1617,Yellow card suspension,2017 European Under-21 Football Championship,2017-06-21,2017-06-24,3,1,Marko Grujic,/marko-grujic/profil/spieler/222813
1617,Yellow card suspension,LaLiga,2017-03-03,2017-03-07,4,1,Samir Nasri,/samir-nasri/profil/spieler/18935
1617,Yellow card suspension,Premier League,2016-11-20,2016-11-28,8,1,Joe Allen,/joe-allen/profil/spieler/51452
1617,Called up to national team,LaLiga,2016-12-26,2017-02-01,37,4,Victorien Angban,/victorien-angban/profil/spieler/178314
1617,Red card suspension, ,2017-01-04,2017-01-22,18,3,Simon Francis,/simon-francis/profil/spieler/13573
1617,Yellow card suspension,LaLiga,2017-04-26,2017-04-30,4,1,Simone Zaza,/simone-zaza/profil/spieler/96828
1617,Indirect card suspension,World Cup qualification South America,2016-09-02,2016-09-08,6,1,Juan Carlos Paredes,/juan-carlos-paredes/profil/spieler/100507
1617,No eligibility,Premier League,2016-09-01,2017-01-30,151,19,Juan Carlos Paredes,/juan-carlos-paredes/profil/spieler/100507
1617,Suspension through sports court,Premier League,2016-10-28,2016-11-20,23,3,Adama Diomande,/adama-diomande/profil/spieler/93145
1617,Red card suspension, ,2016-12-31,2017-01-16,16,3,Robbie Brady,/robbie-brady/profil/spieler/128229
1617,Yellow card suspension,World Cup qualification Europe,2016-11-13,2017-03-25,132,,Robbie Brady,/robbie-brady/profil/spieler/128229
1617,Yellow card suspension,World Cup qualification South America,2016-11-17,2017-03-23,126,1,Ramiro Funes Mori,/ramiro-funes-mori/profil/spieler/11111
1617,Red card suspension,Premier League,2017-01-09,2017-01-15,6,1,John Terry,/john-terry/profil/spieler/3160
1617,Red card suspension, ,2017-01-23,2017-02-12,20,4,Granit Xhaka,/granit-xhaka/profil/spieler/111455
1617,Red card suspension, ,2016-10-16,2016-10-30,14,3,Granit Xhaka,/granit-xhaka/profil/spieler/111455
1617,Indirect card suspension,World Cup qualification Europe,2016-10-06,2016-10-08,2,1,Granit Xhaka,/granit-xhaka/profil/spieler/111455
1617,Yellow card suspension,LaLiga,2017-04-23,2017-04-27,4,1,Eliaquim Mangala,/eliaquim-mangala/profil/spieler/90681
1617,Red card suspension,LaLiga,2017-03-20,2017-04-03,14,1,Eliaquim Mangala,/eliaquim-mangala/profil/spieler/90681
1617,Yellow card suspension,LaLiga,2017-01-10,2017-01-16,6,1,Eliaquim Mangala,/eliaquim-mangala/profil/spieler/90681
1617,Olympic games,,2016-07-17,2016-08-15,29,,Jonathan Calleri,/jonathan-calleri/profil/spieler/284727
1617,Yellow card suspension,World Cup qualification Europe,2017-03-25,2017-06-12,79,1,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
1617,Red card suspension,Premier League,2016-12-15,2017-01-02,18,3,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
1617,Yellow card suspension,Premier League,2016-10-31,2016-11-07,7,1,Marko Arnautovic,/marko-arnautovic/profil/spieler/41384
1617,special leave,Süper Lig,2017-03-11,2017-03-18,7,1,Jeremain Lens,/jeremain-lens/profil/spieler/38497
1617,Yellow card suspension,Süper Lig,2017-02-11,2017-02-20,9,1,Jeremain Lens,/jeremain-lens/profil/spieler/38497
1617,Suspension through sports court,,2017-04-26,2018-05-31,400,,Joey Barton,/joey-barton/profil/spieler/3292
1617,Suspension through sports court,Scottish Premiership,2016-11-17,2017-01-30,74,,Joey Barton,/joey-barton/profil/spieler/3292
1617,special leave,,2016-11-03,2016-11-10,7,,Joey Barton,/joey-barton/profil/spieler/3292
1617,Suspended, ,2016-09-15,2016-11-03,49,6,Joey Barton,/joey-barton/profil/spieler/3292
1617,Red card suspension,World Cup qualification Europe,2015-10-12,2016-10-10,364,3,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
1617,Called up to national team, ,2017-01-03,2017-01-25,22,4,Lamine Koné,/lamine-kone/profil/spieler/57420
1617,Called up to national team, ,2017-01-01,2017-01-27,26,3,Molla Wagué,/molla-wague/profil/spieler/129893
1617,Yellow card suspension,Premier League 2,2016-11-18,2016-11-22,4,1,Marcus Browne,/marcus-browne/profil/spieler/391470
1617,Yellow card suspension,Premier League,2017-01-01,2017-01-04,3,1,Jordi Amat,/jordi-amat/profil/spieler/85289
1617,Called up to national team, ,2017-01-03,2017-01-29,26,3,Cheikhou Kouyaté,/cheikhou-kouyate/profil/spieler/66934
1617,Indirect card suspension,Premier League,2017-02-26,2017-03-07,9,1,Michail Antonio,/michail-antonio/profil/spieler/104124
1617,Called up to national team, ,2017-01-04,2017-01-25,21,4,Wilfried Zaha,/wilfried-zaha/profil/spieler/145988
1617,Called up to national team, ,2017-01-03,2017-01-09,6,1,Sofiane Boufal,/sofiane-boufal/profil/spieler/232271
1617,Suspended,Premier League,2016-08-12,2017-02-01,173,,Marvin Emnes,/marvin-emnes/profil/spieler/37787
1617,Yellow card suspension,Süper Lig,2017-05-22,2017-05-30,8,1,Kenneth Omeruo,/kenneth-omeruo/profil/spieler/131708
1617,Red card suspension,Süper Lig,2017-04-29,2017-05-07,8,1,Kenneth Omeruo,/kenneth-omeruo/profil/spieler/131708
1617,Yellow card suspension,Süper Lig,2017-01-14,2017-01-24,10,1,Kenneth Omeruo,/kenneth-omeruo/profil/spieler/131708
1617,Yellow card suspension,Premier League,2016-12-27,2017-01-01,5,1,Pedro,/pedro/profil/spieler/65278
1617,Yellow card suspension,Premier League,2017-04-09,2017-04-23,14,2,Mark Noble,/mark-noble/profil/spieler/31835
1617,Yellow card suspension,Premier League,2016-11-06,2016-11-20,14,1,Mark Noble,/mark-noble/profil/spieler/31835
1617,Called up to national team,Eredivisie,2016-12-31,2017-02-06,37,4,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
1617,Red card suspension,Premier League,2017-04-27,2017-05-14,17,3,Marouane Fellaini,/marouane-fellaini/profil/spieler/39679
1617,Yellow card suspension,World Cup qualification Europe,2016-10-10,2016-10-13,3,1,Marouane Fellaini,/marouane-fellaini/profil/spieler/39679
1617,Called up to national team, ,2017-01-02,2017-02-05,34,6,Ramadan Sobhi,/ramadan-sobhi/profil/spieler/312017
1617,No eligibility,Europa League,2017-01-20,2017-05-25,125,8,Memphis Depay,/memphis-depay/profil/spieler/167850
1617,Yellow card suspension,Premier League,2016-12-27,2017-01-02,6,1,Damien Delaney,/damien-delaney/profil/spieler/36861
1617,Indirect card suspension,Premier League,2017-04-23,2017-04-27,4,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
1617,Yellow card suspension,Premier League,2016-10-30,2016-11-06,7,1,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
1617,Indirect card suspension,Premier League,2016-05-22,2016-08-15,85,1,Chris Smalling,/chris-smalling/profil/spieler/103427
1617,Red card suspension,Premier League,2017-05-22,2017-08-21,91,2,Laurent Koscielny,/laurent-koscielny/profil/spieler/76277
1617,Red card suspension,Community Shield,2017-05-22,2017-08-07,77,1,Laurent Koscielny,/laurent-koscielny/profil/spieler/76277
1617,Red card suspension,FA Cup,2017-05-22,2017-05-29,7,1,Laurent Koscielny,/laurent-koscielny/profil/spieler/76277
1617,Suspended,DFB-Pokal,2017-05-25,2017-06-30,36,,Guillermo Varela,/guillermo-varela/profil/spieler/188862
1617,Indirect card suspension, ,2016-09-20,2016-09-25,5,1,Marcin Wasilewski,/marcin-wasilewski/profil/spieler/16947
1617,Yellow card suspension,LaLiga2,2017-04-09,2017-04-16,7,1,Angeliño,/angelino/profil/spieler/277179
1617,Called up to national team, ,2017-01-03,2017-02-03,31,6,Nordin Amrabat,/nordin-amrabat/profil/spieler/55619
1617,Called up to national team, ,2017-01-02,2017-02-05,34,7,Mohamed Elneny,/mohamed-elneny/profil/spieler/160438
1617,Indirect card suspension,Championship,2017-02-15,2017-02-20,5,1,Craig Gardner,/craig-gardner/profil/spieler/37171
1617,Red card suspension,Premier League,2016-09-17,2016-10-03,16,3,Nolito,/nolito/profil/spieler/70934
1617,Suspension through sports court,Chinese Super League,2017-06-22,2017-08-11,50,8,Oscar,/oscar/profil/spieler/85314
1617,Red card suspension,World Cup qualification South America,2016-07-01,2016-09-02,63,1,Marcos Rojo,/marcos-rojo/profil/spieler/93176
1617,Yellow card suspension,Premier League,2017-01-01,2017-01-03,2,1,Dean Marney,/dean-marney/profil/spieler/4055
1617,Yellow card suspension,Premier League,2016-10-30,2016-11-07,8,1,James McClean,/james-mcclean/profil/spieler/85935
1617,Yellow card suspension,Premier League,2016-12-19,2016-12-27,8,1,Matthew Lowton,/matthew-lowton/profil/spieler/102258
1617,Called up to national team, ,2017-01-03,2017-02-05,33,8,Ahmed Elmohamady,/ahmed-elmohamady/profil/spieler/66333
1617,Red card suspension,Premier League,2016-09-25,2016-10-02,7,1,Ahmed Elmohamady,/ahmed-elmohamady/profil/spieler/66333
1617,Indirect card suspension,2017 European Under-21 Football Championship,2016-10-10,2017-06-19,252,1,Joel Asoro,/joel-asoro/profil/spieler/375391
1617,Called up to national team, ,2017-01-02,2017-01-30,28,4,Idrissa Gueye,/idrissa-gueye/profil/spieler/126665
1617,Yellow card suspension,Premier League,2016-10-31,2016-11-07,7,1,Idrissa Gueye,/idrissa-gueye/profil/spieler/126665
1617,Yellow card suspension,World Cup qualification Europe,2016-10-10,2016-11-12,33,1,Aleksandar Kolarov,/aleksandar-kolarov/profil/spieler/46156
1617,Indirect card suspension,World Cup qualification Europe,2015-10-12,2016-09-08,332,1,Aleksandar Kolarov,/aleksandar-kolarov/profil/spieler/46156
1617,Yellow card suspension,World Cup qualification South America,2016-10-08,2016-10-12,4,1,Pablo Zabaleta,/pablo-zabaleta/profil/spieler/20007
1617,Yellow card suspension,Premier League,2017-01-23,2017-01-30,7,1,Leroy Fer,/leroy-fer/profil/spieler/63342
1617,Suspension through sports court,Premier League,2016-11-24,2016-12-11,17,3,Danny Drinkwater,/danny-drinkwater/profil/spieler/73491
1617,Red card suspension,Championship,2017-04-10,2017-04-25,15,3,Alex Baptiste,/alex-baptiste/profil/spieler/16660
1617,Yellow card suspension,Premier League,2016-11-27,2016-12-04,7,1,Yohan Cabaye,/yohan-cabaye/profil/spieler/29434
1617,Red card suspension,Bundesliga,2016-08-29,2016-09-19,21,2,Michael Hector,/michael-hector/profil/spieler/157490
1617,Indirect card suspension,DFB-Pokal,2016-08-22,2016-10-27,66,1,Michael Hector,/michael-hector/profil/spieler/157490
1617,Called up to national team, ,2017-01-03,2017-01-24,21,3,Islam Slimani,/islam-slimani/profil/spieler/174915
1617,Suspension through sports court,Premier League,2017-03-20,2017-04-01,12,1,Ander Herrera,/ander-herrera/profil/spieler/99343
1617,Indirect card suspension,Premier League,2017-03-16,2017-03-20,4,1,Ander Herrera,/ander-herrera/profil/spieler/99343
1617,Indirect card suspension,Premier League,2017-03-14,2017-03-19,5,1,Ander Herrera,/ander-herrera/profil/spieler/99343
1617,Yellow card suspension,Europa League,2017-02-17,2017-02-24,7,1,Ander Herrera,/ander-herrera/profil/spieler/99343
1617,Indirect card suspension,Premier League,2016-10-31,2016-11-07,7,1,Ander Herrera,/ander-herrera/profil/spieler/99343
1617,Yellow card suspension,UEFA Champions League,2017-04-13,2017-04-19,6,1,Robert Huth,/robert-huth/profil/spieler/2998
1617,Yellow card suspension,Premier League,2016-12-18,2016-12-27,9,1,Robert Huth,/robert-huth/profil/spieler/2998
1617,Yellow card suspension,Premier League,2016-11-20,2016-11-27,7,1,Danny Rose,/danny-rose/profil/spieler/50174
1617,Indirect card suspension,Premier League,2017-03-20,2017-04-03,14,1,Phil Bardsley,/phil-bardsley/profil/spieler/15773
1617,Yellow card suspension,Bundesliga,2017-04-03,2017-04-06,3,1,Nabil Bentaleb,/nabil-bentaleb/profil/spieler/245537
1617,Called up to national team,Africa Cup of Nations,2017-01-02,2017-01-26,24,1,Nabil Bentaleb,/nabil-bentaleb/profil/spieler/245537
1617,Yellow card suspension,Bundesliga,2016-12-22,2017-01-23,32,1,Nabil Bentaleb,/nabil-bentaleb/profil/spieler/245537
1617,Yellow card suspension,Premier League,2016-12-18,2016-12-27,9,1,Diego Costa,/diego-costa/profil/spieler/44779
1617,Red card suspension,Championship Play-Offs,2017-05-08,2017-05-15,7,1,Danny Ward,/danny-ward/profil/spieler/203026
1617,No eligibility,EFL Cup,2016-09-20,2017-02-26,159,1,Matej Vydra,/matej-vydra/profil/spieler/101500
1617,Called up to national team, ,2017-01-03,2017-01-29,26,4,Wahbi Khazri,/wahbi-khazri/profil/spieler/103565
1617,Indirect card suspension,Premier League 2,2016-09-25,2016-09-27,2,1,Ryan Sweeney,/ryan-sweeney/profil/spieler/347666
1617,Indirect card suspension,Premier League,2016-10-17,2016-10-24,7,1,Aaron Cresswell,/aaron-cresswell/profil/spieler/92571
1617,Red card suspension,Eredivisie,2017-01-15,2017-01-22,7,1,Lewis Baker,/lewis-baker/profil/spieler/198589
1617,Indirect card suspension,Championship,2016-08-29,2016-09-12,14,1,David Jones,/david-jones/profil/spieler/24634
1617,Called up to national team, ,2017-01-04,2017-01-24,20,3,Adlène Guédioura,/adlene-guedioura/profil/spieler/74768
1617,Called up to national team,,2017-01-03,2017-02-05,33,,Jordan Ayew,/jordan-ayew/profil/spieler/108354
1617,Yellow card suspension,Championship,2016-10-31,2016-11-07,7,1,Jordan Ayew,/jordan-ayew/profil/spieler/108354
1617,Yellow card suspension,Premier League,2016-10-16,2016-10-23,7,1,Jonny Evans,/jonny-evans/profil/spieler/42412
1617,Suspension through sports court, ,2016-10-24,2016-11-07,14,3,Moussa Sissoko,/moussa-sissoko/profil/spieler/46001
1617,Red card suspension,Premier League,2016-12-29,2017-01-01,3,1,Nathan Redmond,/nathan-redmond/profil/spieler/129078
1617,Indirect card suspension,U-20 World Cup 2017,2017-06-06,2017-06-09,3,1,Josh Onomah,/josh-onomah/profil/spieler/243589
1617,Yellow card suspension,Premier League,2016-11-06,2016-11-20,14,1,Gareth Barry,/gareth-barry/profil/spieler/3291
1617,Yellow card suspension,LaLiga,2017-04-22,2017-04-26,4,1,Andreas Pereira,/andreas-pereira/profil/spieler/203394
1617,Yellow card suspension,LaLiga,2017-01-22,2017-01-29,7,1,Andreas Pereira,/andreas-pereira/profil/spieler/203394
1617,Indirect card suspension,Premier League,2016-11-06,2016-11-20,14,1,Steven Pienaar,/steven-pienaar/profil/spieler/4321
1617,Olympic games, ,2016-07-18,2016-08-21,34,2,Heung-min Son,/heung-min-son/profil/spieler/91845
1617,Yellow card suspension,Serie A,2017-04-10,2017-04-16,6,1,Mario Pasalic,/mario-pasalic/profil/spieler/205938
1617,Red card suspension, ,2017-01-03,2017-02-02,30,4,Fernandinho,/fernandinho/profil/spieler/26267
1617,Red card suspension,Premier League,2016-12-05,2016-12-19,14,3,Fernandinho,/fernandinho/profil/spieler/26267
1617,Indirect card suspension,UEFA Champions League,2016-11-24,2016-12-08,14,1,Fernandinho,/fernandinho/profil/spieler/26267
1617,Yellow card suspension,Premier League,2016-12-27,2017-01-01,5,1,Antonio Barragán,/antonio-barragan/profil/spieler/32522
