player_id,player_name,match_id,goals,assists,minutes,team_goals
113,César Azpilicueta,378,0,0,90,2
113,César Azpilicueta,362,0,0,90,2
113,César Azpilicueta,354,0,1,90,2
113,César Azpilicueta,346,0,1,90,2
113,César Azpilicueta,332,0,0,90,0
113,César Azpilicueta,325,0,2,90,4
113,César Azpilicueta,314,0,0,90,0
113,César Azpilicueta,308,0,0,90,1
113,César Azpilicueta,299,1,0,90,4
113,César Azpilicueta,284,0,0,90,1
113,César Azpilicueta,272,0,1,90,1
113,César Azpilicueta,264,0,0,90,4
113,César Azpilicueta,254,0,0,90,1
113,César Azpilicueta,244,0,0,0,1
113,César Azpilicueta,240,0,0,90,3
113,César Azpilicueta,230,0,0,90,0
113,César Azpilicueta,218,0,0,90,3
113,César Azpilicueta,207,0,0,90,1
113,César Azpilicueta,199,0,0,90,0
113,César Azpilicueta,188,0,1,90,2
113,César Azpilicueta,179,0,0,90,5
113,César Azpilicueta,162,0,0,90,2
113,César Azpilicueta,160,0,0,90,0
113,César Azpilicueta,150,0,0,90,4
113,César Azpilicueta,137,0,0,90,0
113,César Azpilicueta,121,0,0,90,1
113,César Azpilicueta,111,0,0,90,3
113,César Azpilicueta,102,0,0,90,1
113,César Azpilicueta,92,0,0,90,0
113,César Azpilicueta,84,0,0,90,2
113,César Azpilicueta,67,0,0,90,1
113,César Azpilicueta,57,1,0,90,1
113,César Azpilicueta,56,0,0,90,3
113,César Azpilicueta,44,0,0,90,2
113,César Azpilicueta,30,0,0,90,1
113,César Azpilicueta,17,0,0,90,1
113,César Azpilicueta,15,0,0,90,1
113,César Azpilicueta,5,0,0,90,0
113,César Azpilicueta,751,0,1,90,2
113,César Azpilicueta,747,0,0,90,2
113,César Azpilicueta,734,0,0,90,3
113,César Azpilicueta,722,0,0,90,2
113,César Azpilicueta,720,0,0,90,1
113,César Azpilicueta,710,0,0,90,0
113,César Azpilicueta,696,0,0,90,2
113,César Azpilicueta,684,0,0,90,3
113,César Azpilicueta,672,0,0,90,4
113,César Azpilicueta,663,0,0,90,2
113,César Azpilicueta,660,0,0,90,5
113,César Azpilicueta,642,0,0,90,1
113,César Azpilicueta,640,0,0,90,2
113,César Azpilicueta,624,0,0,90,3
113,César Azpilicueta,611,0,0,90,1
113,César Azpilicueta,602,0,0,90,1
113,César Azpilicueta,595,0,1,90,1
113,César Azpilicueta,586,0,0,90,3
113,César Azpilicueta,574,0,0,90,4
113,César Azpilicueta,561,0,0,90,0
113,César Azpilicueta,560,0,0,90,3
113,César Azpilicueta,543,0,0,90,2
113,César Azpilicueta,540,0,0,90,1
113,César Azpilicueta,523,0,0,90,3
113,César Azpilicueta,512,0,0,90,1
113,César Azpilicueta,505,0,0,90,3
113,César Azpilicueta,493,0,0,90,2
113,César Azpilicueta,484,0,0,90,2
113,César Azpilicueta,472,0,0,90,1
113,César Azpilicueta,462,0,1,90,2
113,César Azpilicueta,457,0,0,90,3
113,César Azpilicueta,440,0,0,90,0
113,César Azpilicueta,431,0,0,90,4
113,César Azpilicueta,419,0,0,90,3
113,César Azpilicueta,407,0,1,90,3
113,César Azpilicueta,405,0,1,90,1
113,César Azpilicueta,395,1,0,90,4
113,César Azpilicueta,383,0,0,90,5
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
113,César Azpilicueta,0,0,0,0,0
115,Marcos Alonso,378,0,0,90,2
115,Marcos Alonso,362,2,0,90,2
115,Marcos Alonso,354,0,0,90,2
115,Marcos Alonso,346,0,0,90,2
115,Marcos Alonso,332,0,0,90,0
115,Marcos Alonso,325,0,0,58,4
115,Marcos Alonso,314,0,0,90,0
115,Marcos Alonso,308,0,0,90,1
115,Marcos Alonso,299,0,0,67,4
115,Marcos Alonso,284,0,0,90,1
115,Marcos Alonso,272,0,0,90,1
115,Marcos Alonso,264,1,0,90,4
115,Marcos Alonso,254,0,0,90,1
115,Marcos Alonso,244,0,0,90,1
115,Marcos Alonso,240,0,0,90,3
115,Marcos Alonso,230,0,0,54,0
115,Marcos Alonso,218,0,1,90,3
115,Marcos Alonso,207,1,0,90,1
115,Marcos Alonso,199,0,0,90,0
115,Marcos Alonso,188,1,0,90,2
115,Marcos Alonso,179,0,0,90,5
115,Marcos Alonso,162,1,0,90,2
115,Marcos Alonso,160,0,0,90,0
115,Marcos Alonso,150,0,0,74,4
115,Marcos Alonso,137,0,0,90,0
115,Marcos Alonso,121,0,0,0,1
115,Marcos Alonso,111,0,0,0,3
115,Marcos Alonso,102,0,0,90,1
115,Marcos Alonso,92,0,0,90,0
115,Marcos Alonso,84,0,0,90,2
115,Marcos Alonso,67,0,0,82,1
115,Marcos Alonso,57,0,0,90,1
115,Marcos Alonso,56,0,1,90,3
115,Marcos Alonso,44,0,0,0,2
115,Marcos Alonso,30,0,0,0,1
115,Marcos Alonso,17,0,0,90,1
115,Marcos Alonso,15,1,0,90,1
115,Marcos Alonso,5,0,0,0,0
115,Marcos Alonso,722,0,0,0,2
115,Marcos Alonso,720,0,0,0,1
115,Marcos Alonso,710,0,0,36,0
115,Marcos Alonso,696,0,0,90,2
115,Marcos Alonso,684,0,0,90,3
115,Marcos Alonso,672,0,1,90,4
115,Marcos Alonso,663,0,0,90,2
115,Marcos Alonso,660,1,0,90,5
115,Marcos Alonso,642,0,0,90,1
115,Marcos Alonso,640,0,0,90,2
115,Marcos Alonso,624,0,1,90,3
115,Marcos Alonso,611,0,0,90,1
115,Marcos Alonso,602,0,0,90,1
115,Marcos Alonso,595,0,0,90,1
115,Marcos Alonso,586,0,0,90,3
115,Marcos Alonso,574,0,1,90,4
115,Marcos Alonso,561,0,0,64,0
115,Marcos Alonso,560,2,0,90,3
115,Marcos Alonso,543,0,0,90,2
115,Marcos Alonso,540,0,0,90,1
115,Marcos Alonso,523,1,0,90,3
115,Marcos Alonso,512,0,0,90,1
115,Marcos Alonso,505,0,0,90,3
115,Marcos Alonso,493,0,0,90,2
115,Marcos Alonso,484,0,1,90,2
115,Marcos Alonso,472,0,0,73,1
115,Marcos Alonso,462,0,0,90,2
115,Marcos Alonso,457,1,0,90,3
115,Marcos Alonso,440,0,0,0,0
115,Marcos Alonso,431,0,1,90,4
115,Marcos Alonso,419,0,0,90,3
115,Marcos Alonso,407,1,0,90,3
115,Marcos Alonso,405,0,0,90,1
115,Marcos Alonso,395,0,0,0,4
115,Marcos Alonso,383,0,0,90,5
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
115,Marcos Alonso,0,0,0,0,0
264,Nicolás Otamendi,373,0,0,90,2
264,Nicolás Otamendi,361,0,0,90,1
264,Nicolás Otamendi,360,0,0,90,2
264,Nicolás Otamendi,350,0,0,70,5
264,Nicolás Otamendi,335,1,0,90,6
264,Nicolás Otamendi,327,0,0,90,5
264,Nicolás Otamendi,314,0,0,90,1
264,Nicolás Otamendi,307,0,0,90,7
264,Nicolás Otamendi,297,1,0,90,3
264,Nicolás Otamendi,285,0,0,90,3
264,Nicolás Otamendi,273,0,0,90,3
264,Nicolás Otamendi,266,0,0,0,2
264,Nicolás Otamendi,251,0,0,90,2
264,Nicolás Otamendi,242,0,0,90,2
264,Nicolás Otamendi,231,1,0,90,2
264,Nicolás Otamendi,221,1,0,90,2
264,Nicolás Otamendi,215,0,0,90,4
264,Nicolás Otamendi,204,0,0,90,4
264,Nicolás Otamendi,197,0,0,90,4
264,Nicolás Otamendi,182,0,0,90,1
264,Nicolás Otamendi,173,0,0,90,0
264,Nicolás Otamendi,163,0,0,90,3
264,Nicolás Otamendi,152,0,0,90,3
264,Nicolás Otamendi,143,0,0,90,3
264,Nicolás Otamendi,133,0,0,90,3
264,Nicolás Otamendi,130,0,0,90,1
264,Nicolás Otamendi,115,0,0,80,5
264,Nicolás Otamendi,101,0,0,90,3
264,Nicolás Otamendi,92,0,0,90,1
264,Nicolás Otamendi,81,0,0,90,2
264,Nicolás Otamendi,69,0,0,90,3
264,Nicolás Otamendi,59,0,0,90,2
264,Nicolás Otamendi,50,0,0,26,3
264,Nicolás Otamendi,38,0,0,0,5
264,Nicolás Otamendi,29,0,0,90,4
264,Nicolás Otamendi,19,0,0,90,0
264,Nicolás Otamendi,13,0,0,0,3
264,Nicolás Otamendi,4,0,0,0,1
264,Nicolás Otamendi,760,0,0,0,2
264,Nicolás Otamendi,743,0,1,90,4
264,Nicolás Otamendi,732,0,0,90,3
