season,details,from,until,days,games,reason,player,url
1516,Transferred to Rennes,2015-07-01,2015-08-27,,,Transfer,Ola Toivonen,/ola-toivonen/profil/spieler/36500
1516,Transferred to Rennes,2016-06-30,2016-06-30,,,Transfer,Ola Toivonen,/ola-toivonen/profil/spieler/36500
1516,Transferred to Marseille,2015-07-01,2015-08-18,,,Transfer,Florian Thauvin,/florian-thauvin/profil/spieler/184892
1516,Transferred to Marseille,2016-01-31,2016-06-29,,,Transfer,Florian Thauvin,/florian-thauvin/profil/spieler/184892
1516,Transferred to FC Nantes,2015-07-01,2015-07-30,,,Transfer,Jordan Veretout,/jordan-veretout/profil/spieler/164771
1516,Hamstring Injury,2015-08-19,2015-09-19,31,4,injury,Mauro Zárate,/mauro-zarate/profil/spieler/26456
1516,Transferred to Fiorentina,2016-01-21,2016-06-30,,,Transfer,Mauro Zárate,/mauro-zarate/profil/spieler/26456
1516,Hamstring Injury,2016-04-10,2016-04-22,12,3,injury,Phil Jagielka,/phil-jagielka/profil/spieler/13520
1516,Ruptured intraarticular ligament initiation in knee,2015-10-24,2015-12-31,68,12,injury,Phil Jagielka,/phil-jagielka/profil/spieler/13520
1516,Transferred to Burton Albion,2015-07-30,2016-01-30,,,Transfer,Jerome Binnom-Williams,/jerome-binnom-williams/profil/spieler/245334
1516,Transferred to Leyton Orient,2016-02-01,2016-05-30,,,Transfer,Jerome Binnom-Williams,/jerome-binnom-williams/profil/spieler/245334
1516,Ill,2015-12-27,2015-12-29,2,1,injury,Cesc Fàbregas,/cesc-fabregas/profil/spieler/8806
1516,Transferred to Dinamo Zagreb,2015-07-01,2016-01-07,,,Transfer,Ivo Pinto,/ivo-pinto/profil/spieler/82281
1516,Cruciate Ligament Injury,2015-10-12,2016-06-02,234,52,injury,Joe Gomez,/joe-gomez/profil/spieler/256178
1516,Knock,2016-03-16,2016-04-29,44,7,injury,Mathieu Flamini,/mathieu-flamini/profil/spieler/17396
1516,Knock,2016-01-07,2016-01-21,14,3,injury,Fernandinho,/fernandinho/profil/spieler/26267
1516,Transferred to Brighton,2016-01-25,2016-06-29,,,Transfer,Steve Sidwell,/steve-sidwell/profil/spieler/13427
1516,Transferred to Leyton Orient,2015-08-28,2015-09-27,,,Transfer,Joe Maguire,/joe-maguire/profil/spieler/263556
1516,Transferred to Barcelona,2015-07-01,2015-08-19,,,Transfer,Pedro,/pedro/profil/spieler/65278
1516,Transferred to FC Lorient,2015-07-01,2015-07-26,,,Transfer,Jordan Ayew,/jordan-ayew/profil/spieler/108354
1516,Transferred to FC Porto,2015-07-01,2016-01-31,,,Transfer,Giannelli Imbula,/giannelli-imbula/profil/spieler/130756
1516,Transferred to Doncaster,2015-09-28,2015-10-25,,,Transfer,James Horsfield,/james-horsfield/profil/spieler/210202
1516,Transferred to Without Club,2015-07-01,2015-12-22,,,Transfer,Luke Simpson,/luke-simpson/profil/spieler/223790
1516,Ankle Injury,2016-01-29,2016-03-06,37,9,injury,Callum McManaman,/callum-mcmanaman/profil/spieler/61711
1516,Ankle problems,2016-04-07,2016-04-19,12,2,injury,Alessandro Diamanti,/alessandro-diamanti/profil/spieler/23197
1516,Sprained ankle,2015-09-17,2015-11-23,67,9,injury,Karl Darlow,/karl-darlow/profil/spieler/99397
1516,Muscle Injury,2016-02-13,2016-03-20,36,5,injury,Cheik Tioté,/cheik-tiote/profil/spieler/33478
1516,Knee Injury,2015-09-05,2015-10-03,28,5,injury,Cheik Tioté,/cheik-tiote/profil/spieler/33478
1516,Transferred to Barnsley FC,2015-10-24,2016-05-30,,,Transfer,Lloyd Isgrove,/lloyd-isgrove/profil/spieler/226965
1516,Transferred to Bristol City,2015-08-07,2016-01-02,,,Transfer,Callum Robinson,/callum-robinson/profil/spieler/183299
1516,Transferred to Preston,2016-01-05,2016-06-29,,,Transfer,Callum Robinson,/callum-robinson/profil/spieler/183299
1516,Finger Injury,2015-07-30,2015-09-20,52,7,injury,Julián Speroni,/julian-speroni/profil/spieler/12814
1516,Yellow card suspension,2015-12-29,2016-01-03,5,1,suspension,Ashley Westwood,/ashley-westwood/profil/spieler/91317
1516,Transferred to FC Basel,2015-07-01,2016-01-13,,,Transfer,Mohamed Elneny,/mohamed-elneny/profil/spieler/160438
1516,Knock,2016-02-22,2016-03-23,30,9,injury,Cameron Borthwick-Jackson,/cameron-borthwick-jackson/profil/spieler/258879
1516,Transferred to Atlético Madrid,2015-07-01,2015-07-07,,,Transfer,Toby Alderweireld,/toby-alderweireld/profil/spieler/42710
1516,Transferred to Reading,2016-01-20,2016-06-30,,,Transfer,Yann Kermorgant,/yann-kermorgant/profil/spieler/57410
1516,Ankle Injury,2016-02-14,2016-03-10,25,4,injury,Enner Valencia,/enner-valencia/profil/spieler/139503
1516,Ankle Injury,2015-11-09,2015-12-10,31,3,injury,Enner Valencia,/enner-valencia/profil/spieler/139503
1516,Calf Injury,2015-07-31,2015-10-16,77,10,injury,Enner Valencia,/enner-valencia/profil/spieler/139503
1516,Transferred to FC Porto,2015-08-31,2016-06-29,,,Transfer,Miguel Layún,/miguel-layun/profil/spieler/58576
1516,Transferred to Birmingham,2015-07-01,2016-01-03,,,Transfer,Demarai Gray,/demarai-gray/profil/spieler/292417
1516,Cartilage Damage,2016-05-09,2017-01-02,238,29,injury,Danny Welbeck,/danny-welbeck/profil/spieler/67063
1516,Knee Surgery,2015-09-03,2016-02-04,154,30,injury,Danny Welbeck,/danny-welbeck/profil/spieler/67063
1516,Transferred to Southend United,2016-01-22,2016-05-30,,,Transfer,Glen Kamara,/glen-kamara/profil/spieler/242632
1516,Thigh Problems,2015-12-08,2016-01-03,26,2,injury,Emanuele Giaccherini,/emanuele-giaccherini/profil/spieler/84835
1516,Torn Muscle,2015-09-29,2015-10-20,21,2,injury,Emanuele Giaccherini,/emanuele-giaccherini/profil/spieler/84835
1516,Strain,2015-09-17,2015-09-27,10,3,injury,Emanuele Giaccherini,/emanuele-giaccherini/profil/spieler/84835
1516,Transferred to Bologna,2015-08-31,2016-06-29,,,Transfer,Emanuele Giaccherini,/emanuele-giaccherini/profil/spieler/84835
1516,Thigh Problems,2016-04-18,2016-04-21,3,1,injury,Samir Nasri,/samir-nasri/profil/spieler/18935
1516,Groin Injury,2015-12-22,2016-01-08,17,3,injury,Cédric Soares,/cedric-soares/profil/spieler/112988
1516,Transferred to Kidderminster,2015-07-01,2016-01-01,,,Transfer,Alex Palmer,/alex-palmer/profil/spieler/245625
1516,Knee Injury,2015-11-20,2015-12-05,15,3,injury,Darren Randolph,/darren-randolph/profil/spieler/51321
1516,Transferred to Middlesbrough,2015-07-31,2016-01-03,,,Transfer,Jack Stephens,/jack-stephens/profil/spieler/163744
1516,Transferred to Coventry,2016-02-01,2016-05-30,,,Transfer,Jack Stephens,/jack-stephens/profil/spieler/163744
1516,Transferred to Fluminense,2015-07-01,2015-08-21,,,Transfer,Kenedy,/kenedy/profil/spieler/281404
1516,Minor Knock,2016-06-16,2016-06-16,0,,injury,Joe Ledley,/joe-ledley/profil/spieler/34409
1516,Fibula Fracture,2016-05-09,2016-06-02,24,2,injury,Joe Ledley,/joe-ledley/profil/spieler/34409
1516,Thigh Problems,2015-09-03,2015-09-21,18,2,injury,Joe Ledley,/joe-ledley/profil/spieler/34409
1516,Red card suspension,2015-08-31,2015-09-21,21,2,suspension,Aleksandar Mitrović,/aleksandar-mitrovi%C4%87/profil/spieler/51152
1516,Transferred to RSC Anderlecht,2015-07-01,2015-07-20,,,Transfer,Aleksandar Mitrović,/aleksandar-mitrovi%C4%87/profil/spieler/51152
1516,Hamstring Injury,2016-03-05,2016-04-09,35,5,injury,Paul Dummett,/paul-dummett/profil/spieler/170321
1516,Hamstring Injury,2015-08-27,2015-10-18,52,7,injury,Paul Dummett,/paul-dummett/profil/spieler/170321
1516,Transferred to Cardiff,2015-07-07,2016-05-30,,,Transfer,Sammy Ameobi,/sammy-ameobi/profil/spieler/92381
1516,Knee Surgery,2015-06-26,2015-09-20,86,10,injury,Ryan Bertrand,/ryan-bertrand/profil/spieler/40611
1516,Transferred to Reading,2015-07-01,2015-08-31,,,Transfer,Michael Hector,/michael-hector/profil/spieler/157490
1516,Transferred to Reading,2015-09-02,2016-04-27,,,Transfer,Michael Hector,/michael-hector/profil/spieler/157490
1516,Groin Strain,2015-09-28,2015-10-17,19,3,injury,Jonas Olsson,/jonas-olsson/profil/spieler/25248
1516,Transferred to Hartlepool,2015-11-13,2016-01-02,,,Transfer,Mikael Mandron,/mikael-mandron/profil/spieler/218144
1516,Unknown Injury,2016-03-01,2016-03-20,19,4,injury,Papiss Cissé,/papiss-cisse/profil/spieler/33952
1516,Groin Strain,2015-12-19,2016-01-16,28,7,injury,Papiss Cissé,/papiss-cisse/profil/spieler/33952
1516,Torn Meniscus,2015-07-15,2016-01-12,181,24,injury,Emmanuel Rivière,/emmanuel-riviere/profil/spieler/61637
1516,Ankle Injury,2016-02-07,2016-04-01,54,6,injury,Jack Grealish,/jack-grealish/profil/spieler/203460
1516,Tonsillitis,2016-01-07,2016-01-22,15,4,injury,Jack Grealish,/jack-grealish/profil/spieler/203460
1516,Achilles tendon problems,2015-07-15,2015-08-16,32,2,injury,Jack Grealish,/jack-grealish/profil/spieler/203460
1516,Suspension through sports court,2016-04-28,2016-05-16,18,3,suspension,Dele Alli,/dele-alli/profil/spieler/207929
1516,Yellow card suspension,2015-11-23,2015-11-30,7,1,suspension,Dele Alli,/dele-alli/profil/spieler/207929
1516,Knee Surgery,2015-08-15,2015-11-22,99,19,injury,Nick Powell,/nick-powell/profil/spieler/134424
1516,Transferred to Hull City,2016-02-01,2016-05-30,,,Transfer,Nick Powell,/nick-powell/profil/spieler/134424
1516,Unknown Injury,2016-04-13,2016-04-25,12,4,injury,Jason Denayer,/jason-denayer/profil/spieler/277114
1516,Calf Strain,2016-03-29,2016-04-06,8,1,injury,Jason Denayer,/jason-denayer/profil/spieler/277114
1516,Hip problems,2016-01-23,2016-02-04,12,3,injury,Jason Denayer,/jason-denayer/profil/spieler/277114
1516,Thigh Muscle Strain,2015-11-25,2016-01-04,40,9,injury,Jason Denayer,/jason-denayer/profil/spieler/277114
1516,Rest,2015-10-12,2015-10-22,10,2,injury,Jason Denayer,/jason-denayer/profil/spieler/277114
1516,Transferred to Galatasaray,2015-08-31,2016-06-29,,,Transfer,Jason Denayer,/jason-denayer/profil/spieler/277114
1516,Transferred to Rochdale,2015-10-16,2016-01-02,,,Transfer,Joel Pereira,/joel-pereira/profil/spieler/192611
1516,Transferred to Celtic,2015-07-01,2015-08-31,,,Transfer,Virgil van Dijk,/virgil-van-dijk/profil/spieler/139208
1516,Red card suspension,2016-01-04,2016-01-11,7,1,suspension,Simon Francis,/simon-francis/profil/spieler/13573
1516,Hamstring Injury,2016-02-11,2016-03-03,21,6,injury,Marouane Fellaini,/marouane-fellaini/profil/spieler/39679
1516,Suspension through sports court,2016-05-05,2016-05-16,11,3,suspension,Marouane Fellaini,/marouane-fellaini/profil/spieler/39679
1516,Red card suspension,2015-05-25,2015-08-24,91,3,suspension,Marouane Fellaini,/marouane-fellaini/profil/spieler/39679
1516,Ankle Injury,2016-01-01,2016-02-03,33,8,injury,Ryan Mason,/ryan-mason/profil/spieler/61834
1516,Ankle Injury,2015-11-29,2015-12-19,20,5,injury,Ryan Mason,/ryan-mason/profil/spieler/61834
1516,Bruised Knee,2015-09-13,2015-10-17,34,8,injury,Ryan Mason,/ryan-mason/profil/spieler/61834
1516,Transferred to AS Roma,2015-07-01,2015-08-09,,,Transfer,Seydou Doumbia,/seydou-doumbia/profil/spieler/75287
1516,Transferred to CSKA Moscow,2015-08-10,2015-12-30,,,Transfer,Seydou Doumbia,/seydou-doumbia/profil/spieler/75287
1516,Transferred to AS Roma,2015-12-31,2016-01-31,,,Transfer,Seydou Doumbia,/seydou-doumbia/profil/spieler/75287
1516,Transferred to AS Roma,2016-06-30,2016-06-30,,,Transfer,Seydou Doumbia,/seydou-doumbia/profil/spieler/75287
1516,Transferred to Biggleswade Town,2015-07-01,2015-12-02,,,Transfer,Keinan Davis,/keinan-davis/profil/spieler/412660
1516,Leg Injury,2016-05-27,2016-06-05,9,,injury,Riyad Mahrez,/riyad-mahrez/profil/spieler/171424
1516,Transferred to Blackburn,2015-08-21,2016-01-30,,,Transfer,Tom Lawrence,/tom-lawrence/profil/spieler/229970
1516,Transferred to Cardiff,2016-02-01,2016-05-30,,,Transfer,Tom Lawrence,/tom-lawrence/profil/spieler/229970
1516,Transferred to Crawley Town,2015-07-29,2015-10-10,,,Transfer,Freddie Woodman,/freddie-woodman/profil/spieler/226049
1516,Transferred to Fenerbahce,2015-07-01,2015-08-04,,,Transfer,Emmanuel Emenike,/emmanuel-emenike/profil/spieler/120630
