name,full_name,season,team_id
ARS,Arsenal,2627,1
AVL,Aston Villa,2627,2
BOU,Bournemouth,2627,3
BRE,Brentford,2627,4
BHA,Brighton,2627,5
CHE,Chelsea,2627,6
COV,Coventry City,2627,7
CRY,Crystal Palace,2627,8
EVE,Everton,2627,9
FUL,Fulham,2627,10
HUL,Hull City,2627,11
IPS,Ipswich Town,2627,12
LEE,Leeds,2627,13
LIV,Liverpool,2627,14
MCI,Man City,2627,15
MUN,Man Utd,2627,16
NEW,Newcastle,2627,17
NFO,Nott'm Forest,2627,18
TOT,Spurs,2627,19
SUN,Sunderland,2627,20
