season,injury,from,until,days,games,player,url
1516,Calf Injury,2016-03-21,2016-04-04,14,1,Joe Hart,/joe-hart/profil/spieler/40204
1516,Thigh Problems,2015-11-26,2015-12-03,7,2,Joe Hart,/joe-hart/profil/spieler/40204
1516,Ankle Injury,2016-02-07,2016-04-01,54,6,Jack Grealish,/jack-grealish/profil/spieler/203460
1516,Tonsillitis,2016-01-07,2016-01-22,15,4,Jack Grealish,/jack-grealish/profil/spieler/203460
1516,Achilles tendon problems,2015-07-15,2015-08-16,32,2,Jack Grealish,/jack-grealish/profil/spieler/203460
1516,Ankle Injury,2015-09-06,2016-02-06,153,4,Alex Pritchard,/alex-pritchard/profil/spieler/200777
1516,Knee Injury,2015-11-20,2015-12-05,15,3,Darren Randolph,/darren-randolph/profil/spieler/51321
1516,Hamstring Injury,2016-01-25,2016-02-19,25,3,Janoi Donacien,/janoi-donacien/profil/spieler/197791
1516,Ruptured ankle aigament,2015-11-16,2015-11-20,4,1,Janoi Donacien,/janoi-donacien/profil/spieler/197791
1516,groin strain,2016-03-07,2016-03-07,0,,Alexandre Pato,/alexandre-pato/profil/spieler/37579
1516,Fitness,2016-01-30,2016-03-13,43,11,Alexandre Pato,/alexandre-pato/profil/spieler/37579
1516,Ankle Injury,2016-02-08,2016-04-04,56,12,Phil Jones,/phil-jones/profil/spieler/117996
1516,Sprained Ankle,2016-01-04,2016-02-03,30,6,Phil Jones,/phil-jones/profil/spieler/117996
1516,Sprained Ankle,2015-11-23,2015-12-10,17,4,Phil Jones,/phil-jones/profil/spieler/117996
1516,Venous occlusion,2015-08-06,2015-09-24,49,10,Phil Jones,/phil-jones/profil/spieler/117996
1516,Calf Injury,2016-01-04,2016-02-26,53,12,Wilfried Bony,/wilfried-bony/profil/spieler/81808
1516,Knock,2015-11-09,2015-11-27,18,2,Wilfried Bony,/wilfried-bony/profil/spieler/81808
1516,Cut,2015-08-28,2015-09-11,14,1,Wilfried Bony,/wilfried-bony/profil/spieler/81808
1516,Knee Problems,2016-02-15,2016-04-07,52,11,Wayne Rooney,/wayne-rooney/profil/spieler/3332
1516,Ankle Injury,2015-12-03,2015-12-17,14,3,Wayne Rooney,/wayne-rooney/profil/spieler/3332
1516,Ill,2015-11-19,2015-11-23,4,1,Wayne Rooney,/wayne-rooney/profil/spieler/3332
1516,Thigh Problems,2015-09-14,2015-09-17,3,1,Wayne Rooney,/wayne-rooney/profil/spieler/3332
1516,Knee Injury,2016-01-04,2016-01-11,7,2,Mamadou Sakho,/mamadou-sakho/profil/spieler/47713
1516,Ruptured intraarticular ligament initiation in knee,2015-11-09,2015-12-17,38,7,Mamadou Sakho,/mamadou-sakho/profil/spieler/47713
1516,Ankle Injury,2015-10-30,2016-01-02,64,10,Rolando Aarons,/rolando-aarons/profil/spieler/258188
1516,Calf Injury,2015-09-22,2015-10-18,26,4,Rolando Aarons,/rolando-aarons/profil/spieler/258188
1516,Calf Strain,2015-12-19,2016-01-11,23,5,Connor Wickham,/connor-wickham/profil/spieler/95435
1516,Calf Injury,2015-09-09,2015-11-08,60,10,Connor Wickham,/connor-wickham/profil/spieler/95435
1516,Bruised Rib,2015-08-21,2015-08-26,5,2,Connor Wickham,/connor-wickham/profil/spieler/95435
1516,Hamstring Injury,2015-10-27,2015-11-27,31,4,Marc Muniesa,/marc-muniesa/profil/spieler/74228
1516,Achilles tendon problems,2016-05-30,2016-06-06,7,,Jonathan Walters,/jonathan-walters/profil/spieler/3306
1516,Knee Injury,2016-03-21,2016-04-28,38,4,Jonathan Walters,/jonathan-walters/profil/spieler/3306
1516,Ankle Injury,2016-01-22,2016-03-22,60,8,Ivan Toney,/ivan-toney/profil/spieler/251664
1516,Knock,2016-02-15,2016-02-26,11,,Gabriel Agbonlahor,/gabriel-agbonlahor/profil/spieler/37148
1516,Calf Injury,2015-11-02,2015-12-03,31,4,Gabriel Agbonlahor,/gabriel-agbonlahor/profil/spieler/37148
1516,Calf Injury,2015-09-21,2015-10-15,24,3,Gabriel Agbonlahor,/gabriel-agbonlahor/profil/spieler/37148
1516,Ankle Injury,2015-12-30,2016-01-04,5,1,Gary Cahill,/gary-cahill/profil/spieler/27511
1516,Cruciate Ligament Rupture,2015-11-16,2016-06-30,227,29,Jordan Amavi,/jordan-amavi/profil/spieler/241229
1516,Thigh Muscle Strain,2015-09-14,2015-10-17,33,6,Angelo Ogbonna,/angelo-ogbonna/profil/spieler/48002
1516,Torn Meniscus,2015-07-15,2016-01-12,181,24,Emmanuel Rivière,/emmanuel-riviere/profil/spieler/61637
1516,Shin bone bruise,2016-04-18,2016-04-21,3,,Chicharito,/chicharito/profil/spieler/50935
1516,Torn Muscle Fibre,2016-02-10,2016-02-18,8,2,Chicharito,/chicharito/profil/spieler/50935
1516,Collarbone fracture,2015-07-02,2015-08-17,46,2,Chicharito,/chicharito/profil/spieler/50935
1516,Knee Injury,2015-11-29,2015-12-19,20,3,Micah Richards,/micah-richards/profil/spieler/32617
1516,Hamstring Injury,2016-02-27,2016-04-15,48,7,Junior Stanislas,/junior-stanislas/profil/spieler/87672
1516,Groin Injury,2016-01-04,2016-01-14,10,2,Jamie Vardy,/jamie-vardy/profil/spieler/197838
1516,Minor Knock,2015-11-09,2015-11-19,10,,Jamie Vardy,/jamie-vardy/profil/spieler/197838
1516,Torn Muscle Fibre,2016-02-06,2016-02-22,16,2,Christian Atsu,/christian-atsu/profil/spieler/186997
1516,Stress response of the bone,2015-09-23,2015-12-01,69,9,Christian Atsu,/christian-atsu/profil/spieler/186997
1516,Syndesmotic ligament tear,2015-11-08,2016-01-01,54,7,Dimitri Payet,/dimitri-payet/profil/spieler/37647
1516,Ankle Injury,2016-01-23,2016-08-01,191,17,Libor Kozak,/libor-kozak/profil/spieler/63824
1516,Ankle Injury,2015-11-28,2015-12-06,8,2,Adam Federici,/adam-federici/profil/spieler/4233
1516,Ankle Surgery,2015-10-17,2016-03-13,148,25,Jay Rodríguez,/jay-rodriguez/profil/spieler/53360
1516,Knock,2015-12-31,2016-01-12,12,2,Jack Rodwell,/jack-rodwell/profil/spieler/57079
1516,Knee Surgery,2015-08-15,2015-11-22,99,19,Nick Powell,/nick-powell/profil/spieler/134424
1516,Tear in the abductor muscle,2016-02-08,2016-03-01,22,4,Giedrius Arlauskis,/giedrius-arlauskis/profil/spieler/69001
1516,Hamstring Injury,2015-12-03,2016-03-01,89,17,Diafra Sakho,/diafra-sakho/profil/spieler/120610
1516,Unknown Injury,2015-09-11,2015-10-16,35,2,Jeff Reine-Adélaïde,/jeff-reine-adelaide/profil/spieler/326300
1516,Thigh Muscle Strain,2016-04-25,2016-05-02,7,2,Yaya Touré,/yaya-toure/profil/spieler/13091
1516,Knee Injury,2016-03-21,2016-04-07,17,2,Yaya Touré,/yaya-toure/profil/spieler/13091
1516,Minor Knock,2016-03-10,2016-03-14,4,1,Yaya Touré,/yaya-toure/profil/spieler/13091
1516,Minor Knock,2016-02-29,2016-03-03,3,1,Yaya Touré,/yaya-toure/profil/spieler/13091
1516,Rest,2016-02-18,2016-02-22,4,1,Yaya Touré,/yaya-toure/profil/spieler/13091
1516,Rest,2016-01-28,2016-02-01,4,1,Yaya Touré,/yaya-toure/profil/spieler/13091
1516,Rest,2016-01-07,2016-01-11,4,1,Yaya Touré,/yaya-toure/profil/spieler/13091
1516,Minor Knock,2015-11-30,2015-12-07,7,2,Yaya Touré,/yaya-toure/profil/spieler/13091
1516,Minor Knock,2015-10-01,2015-10-05,4,1,Yaya Touré,/yaya-toure/profil/spieler/13091
1516,Unknown Injury,2016-03-01,2016-03-20,19,4,Papiss Demba Cissé,/papiss-demba-cisse/profil/spieler/33952
1516,Groin Strain,2015-12-19,2016-01-16,28,7,Papiss Demba Cissé,/papiss-demba-cisse/profil/spieler/33952
1516,Thigh Problems,2016-01-04,2016-02-15,42,9,Manuel Lanzini,/manuel-lanzini/profil/spieler/135853
1516,Hamstring Injury,2015-12-03,2015-12-24,21,3,Manuel Lanzini,/manuel-lanzini/profil/spieler/135853
1516,Knock,2016-02-22,2016-03-23,30,9,Cameron Borthwick-Jackson,/cameron-borthwick-jackson/profil/spieler/258879
1516,Knee Injury,2015-07-09,2015-08-29,51,4,Kyle Lafferty,/kyle-lafferty/profil/spieler/36884
1516,Cruciate Ligament Injury,2015-10-09,2015-12-10,62,9,Ryan Fraser,/ryan-fraser/profil/spieler/146795
1516,Bruise,2015-10-16,2015-11-04,19,4,Tom Carroll,/tom-carroll/profil/spieler/121279
1516,Hamstring Injury,2016-03-13,2016-04-08,26,2,Xherdan Shaqiri,/xherdan-shaqiri/profil/spieler/86792
1516,Muscle Injury,2015-10-08,2015-10-12,4,,Xherdan Shaqiri,/xherdan-shaqiri/profil/spieler/86792
1516,Ankle Injury,2016-02-15,2016-04-04,49,9,Kevin Stewart,/kevin-stewart/profil/spieler/200782
1516,Hamstring Injury,2016-01-26,2016-12-01,310,,Joel Ekstrand,/joel-ekstrand/profil/spieler/69912
1516,Metatarsal Fracture,2015-08-01,2015-10-31,91,14,Youssouf Mulumbu,/youssouf-mulumbu/profil/spieler/45272
1516,Calf Injury,2015-04-13,2015-08-06,115,6,Michael Carrick,/michael-carrick/profil/spieler/3878
1516,Strain,2016-07-04,2016-07-04,0,,Bastian Schweinsteiger,/bastian-schweinsteiger/profil/spieler/2514
1516,Medial Collateral Ligament Injury,2016-03-22,2016-06-03,73,11,Bastian Schweinsteiger,/bastian-schweinsteiger/profil/spieler/2514
1516,Ruptured intraarticular ligament initiation in knee,2016-01-11,2016-03-07,56,13,Bastian Schweinsteiger,/bastian-schweinsteiger/profil/spieler/2514
1516,Adductor problems,2015-10-08,2015-10-15,7,,Bastian Schweinsteiger,/bastian-schweinsteiger/profil/spieler/2514
1516,Minor Knock,2015-07-23,2015-07-27,4,,Bastian Schweinsteiger,/bastian-schweinsteiger/profil/spieler/2514
1516,Groin Injury,2015-08-01,2015-10-03,63,10,José Crespo,/jose-crespo/profil/spieler/37397
1516,Cruciate Ligament Rupture,2015-09-03,2016-02-25,175,27,Max Gradel,/max-gradel/profil/spieler/28140
1516,Hamstring Injury,2016-01-14,2016-06-01,139,21,James Morrison,/james-morrison/profil/spieler/27614
1516,Hamstring Injury,2016-02-09,2016-03-13,33,7,Joey O'Brien,/joey-obrien/profil/spieler/34672
1516,Calf Problems,2015-07-30,2015-10-25,87,13,Joey O'Brien,/joey-obrien/profil/spieler/34672
1516,Calf muscle strain,2016-05-30,2016-06-10,11,,Valon Behrami,/valon-behrami/profil/spieler/21905
1516,Knee Problems,2015-11-20,2015-12-20,30,5,Valon Behrami,/valon-behrami/profil/spieler/21905
1516,Ankle problems,2015-08-10,2015-10-15,66,10,Jordy Clasie,/jordy-clasie/profil/spieler/104223
1516,Torn Knee Ligament,2015-08-29,2016-09-19,387,46,Tyrone Mings,/tyrone-mings/profil/spieler/253677
1516,Knee inflammation,2015-10-29,2016-01-16,79,14,Shay Given,/shay-given/profil/spieler/3146
1516,Torn Ankle Ligament,2016-06-30,2016-08-12,43,,Jan Vertonghen,/jan-vertonghen/profil/spieler/43250
1516,Knee Injury,2016-01-25,2016-04-14,80,16,Jan Vertonghen,/jan-vertonghen/profil/spieler/43250
1516,Back trouble,2016-06-09,2016-06-13,4,,Wayne Hennessey,/wayne-hennessey/profil/spieler/45494
1516,Hamstring Injury,2015-12-05,2015-12-26,21,4,Stéphane Sessègnon,/stephane-sessegnon/profil/spieler/37157
1516,Knee Injury,2015-12-23,2016-01-09,17,4,Graziano Pellè,/graziano-pelle/profil/spieler/29594
1516,Torn Muscle Fibre,2016-06-20,2016-07-11,21,,Tomas Rosicky,/tomas-rosicky/profil/spieler/132
1516,Muscle Injury,2016-02-01,2016-04-04,63,13,Tomas Rosicky,/tomas-rosicky/profil/spieler/132
1516,Knee Surgery,2015-06-15,2016-01-21,220,32,Tomas Rosicky,/tomas-rosicky/profil/spieler/132
1516,Thigh Problems,2016-04-18,2016-04-21,3,1,Samir Nasri,/samir-nasri/profil/spieler/18935
1516,Knee Injury,2016-02-08,2016-02-25,17,4,Joe Allen,/joe-allen/profil/spieler/51452
1516,Influenza,2015-12-31,2015-12-31,0,,Joe Allen,/joe-allen/profil/spieler/51452
1516,Thigh Problems,2015-08-03,2015-09-17,45,6,Joe Allen,/joe-allen/profil/spieler/51452
1516,Hamstring Injury,2016-04-18,2016-05-16,28,6,Seamus Coleman,/seamus-coleman/profil/spieler/68390
1516,Thigh Muscle Strain,2015-09-14,2015-10-12,28,4,Seamus Coleman,/seamus-coleman/profil/spieler/68390
1516,Groin Injury,2016-03-21,2016-04-18,28,5,Raheem Sterling,/raheem-sterling/profil/spieler/134425
1516,Ankle Injury,2016-03-21,2016-06-01,72,3,Lynden Gooch,/lynden-gooch/profil/spieler/307781
1516,Ankle Injury,2016-02-06,2016-04-15,69,8,Duncan Watmore,/duncan-watmore/profil/spieler/248045
1516,Knock,2016-04-28,2016-05-29,31,4,David Silva,/david-silva/profil/spieler/35518
1516,Ankle Injury,2016-04-14,2016-04-21,7,2,David Silva,/david-silva/profil/spieler/35518
1516,Calf Injury,2015-11-17,2015-12-20,33,5,Sebastian Prödl,/sebastian-prodl/profil/spieler/37981
1516,Finger Injury,2015-07-30,2015-09-20,52,7,Julián Speroni,/julian-speroni/profil/spieler/12814
1516,Achilles tendon problems,2015-11-06,2015-12-12,36,5,Marc Pugh,/marc-pugh/profil/spieler/36939
1516,Strain,2016-03-22,2016-03-27,5,,Juan Carlos Paredes,/juan-carlos-paredes/profil/spieler/100507
1516,Achilles tendon problems,2015-09-18,2016-01-08,112,17,Tommy Elphick,/tommy-elphick/profil/spieler/37152
1516,Groin Strain,2015-09-28,2015-10-17,19,3,Jonas Olsson,/jonas-olsson/profil/spieler/25248
1516,Thigh Muscle Strain,2016-02-15,2016-03-11,25,6,John Terry,/john-terry/profil/spieler/3160
1516,Knock,2016-03-16,2016-04-29,44,7,Mathieu Flamini,/mathieu-flamini/profil/spieler/17396
1516,Ankle Injury,2015-07-21,2015-11-01,103,13,Gary Gardner,/gary-gardner/profil/spieler/110861
1516,Unknown Injury,2016-04-07,2016-05-05,28,6,Adnan Januzaj,/adnan-januzaj/profil/spieler/177847
1516,Hamstring Injury,2016-02-09,2016-02-27,18,4,Adnan Januzaj,/adnan-januzaj/profil/spieler/177847
1516,Unknown Injury,2015-08-27,2015-09-01,5,,Adnan Januzaj,/adnan-januzaj/profil/spieler/177847
1516,Knee Injury,2015-11-02,2017-01-20,445,60,Massadio Haidara,/massadio-haidara/profil/spieler/170929
1516,Knee Injury,2015-09-19,2015-10-18,29,5,Massadio Haidara,/massadio-haidara/profil/spieler/170929
1516,Hamstring Injury,2016-01-06,2016-02-24,49,12,Eliaquim Mangala,/eliaquim-mangala/profil/spieler/90681
1516,Muscle Injury,2015-09-19,2015-10-01,12,4,Eliaquim Mangala,/eliaquim-mangala/profil/spieler/90681
1516,Calf Strain,2016-01-26,2016-03-18,52,9,Charlie Adam,/charlie-adam/profil/spieler/28990
1516,Knee Injury,2016-02-02,2016-03-20,47,8,Andre Wisdom,/andre-wisdom/profil/spieler/128912
1516,Bruised Hip,2015-09-19,2015-09-28,9,3,Kelechi Iheanacho,/kelechi-iheanacho/profil/spieler/295330
1516,Hamstring Injury,2016-03-03,2016-04-11,39,5,James Collins,/james-collins/profil/spieler/12691
1516,Ankle Injury,2016-02-14,2016-03-10,25,4,Enner Valencia,/enner-valencia/profil/spieler/139503
1516,Ankle Injury,2015-11-09,2015-12-10,31,3,Enner Valencia,/enner-valencia/profil/spieler/139503
1516,Calf Injury,2015-07-31,2015-10-16,77,10,Enner Valencia,/enner-valencia/profil/spieler/139503
1516,Inguinal Hernia,2016-02-02,2016-03-05,32,6,Jeremain Lens,/jeremain-lens/profil/spieler/38497
1516,Cruciate Ligament Rupture,2015-09-26,2016-04-02,189,30,Callum Wilson,/callum-wilson/profil/spieler/123682
1516,Knee Injury,2015-09-21,2015-10-15,24,3,John Stones,/john-stones/profil/spieler/186590
1516,Thigh Muscle Strain,2015-11-20,2015-12-12,22,5,Peter Odemwingie,/peter-odemwingie/profil/spieler/12516
1516,Fitness,2016-02-29,2016-03-10,10,3,Antonio Valencia,/antonio-valencia/profil/spieler/33544
1516,Ankle Surgery,2015-10-26,2016-02-29,126,26,Antonio Valencia,/antonio-valencia/profil/spieler/33544
1516,Hamstring Injury,2015-10-01,2016-03-19,170,23,Gabriel Obertan,/gabriel-obertan/profil/spieler/43261
1516,Muscle Injury,2016-03-26,2016-06-05,71,7,Tokelo Rantie,/tokelo-rantie/profil/spieler/198495
1516,Rest,2016-02-02,2016-02-04,2,1,Brown Ideye,/brown-ideye/profil/spieler/64308
1516,Ankle Injury,2016-02-29,2016-08-01,154,11,Alexander Tettey,/alexander-tettey/profil/spieler/12384
1516,Hamstring Injury,2015-11-19,2015-12-03,14,2,Alexander Tettey,/alexander-tettey/profil/spieler/12384
1516,Medial Collateral Ligament Injury,2016-01-30,2016-08-30,213,6,Marc Wilson,/marc-wilson/profil/spieler/30456
1516,Calf Strain,2015-09-22,2015-10-19,27,4,Marc Wilson,/marc-wilson/profil/spieler/30456
1516,Hamstring Injury,2015-08-03,2015-08-30,27,5,Fraizer Campbell,/fraizer-campbell/profil/spieler/42411
1516,Hamstring Injury,2016-02-10,2016-02-25,15,2,Víctor Valdés,/victor-valdes/profil/spieler/7589
1516,Thigh Problems,2015-08-30,2015-09-11,12,1,Jefferson Montero,/jefferson-montero/profil/spieler/77932
1516,Minor Knock,2016-06-16,2016-06-16,0,,Joe Ledley,/joe-ledley/profil/spieler/34409
1516,Fibula Fracture,2016-05-09,2016-06-02,24,2,Joe Ledley,/joe-ledley/profil/spieler/34409
1516,Thigh Problems,2015-09-03,2015-09-21,18,2,Joe Ledley,/joe-ledley/profil/spieler/34409
1516,Ruptured ankle ligament,2015-08-25,2015-10-26,62,9,Adam Matthews,/adam-matthews/profil/spieler/108878
1516,Knock,2016-01-18,2016-03-14,56,13,Ashley Young,/ashley-young/profil/spieler/14086
1516,Knee Injury,2015-09-10,2015-10-17,37,6,Joel Ward,/joel-ward/profil/spieler/92572
1516,Knee Injury,2016-02-13,2016-06-01,109,13,Glen Johnson,/glen-johnson/profil/spieler/3881
1516,Thigh Muscle Strain,2015-08-29,2015-09-19,21,3,Glen Johnson,/glen-johnson/profil/spieler/3881
1516,Calf Injury,2016-05-06,2016-05-16,10,3,Adrián,/adrian/profil/spieler/71271
1516,Ankle Injury,2015-09-05,2015-11-07,63,6,Tom Beadling,/tom-beadling/profil/spieler/258653
1516,Metatarsal Fracture,2015-04-02,2015-09-10,161,13,Darron Gibson,/darron-gibson/profil/spieler/42413
1516,Knee Injury,2015-12-11,2016-04-29,140,28,Clinton N'Jie,/clinton-njie/profil/spieler/241119
1516,Sprained ankle,2015-09-17,2015-11-21,65,9,Karl Darlow,/karl-darlow/profil/spieler/99397
1516,Hip Injury,2015-09-05,2015-09-19,14,3,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
1516,Torn Muscle Fibre,2015-10-08,2015-11-07,30,7,Branislav Ivanovic,/branislav-ivanovic/profil/spieler/36827
1516,Sprained ankle,2015-10-11,2015-11-07,27,5,Shane Long,/shane-long/profil/spieler/37304
1516,Hamstring Injury,2016-02-11,2016-03-03,21,6,Marouane Fellaini,/marouane-fellaini/profil/spieler/39679
1516,Hamstring Injury,2016-01-07,2016-01-11,4,1,Jordon Ibe,/jordon-ibe/profil/spieler/195652
1516,Hamstring Injury,2016-03-05,2016-04-09,35,5,Paul Dummett,/paul-dummett/profil/spieler/170321
1516,Hamstring Injury,2015-08-27,2015-10-18,52,7,Paul Dummett,/paul-dummett/profil/spieler/170321
1516,groin strain,2016-04-04,2016-04-04,0,,Fernando,/fernando/profil/spieler/51174
1516,Hamstring Injury,2015-12-07,2015-12-28,21,4,Fernando,/fernando/profil/spieler/51174
1516,Groin Injury,2015-08-03,2015-09-10,38,4,Fernando,/fernando/profil/spieler/51174
1516,Groin Injury,2015-12-22,2016-01-08,17,3,Cédric Soares,/cedric-soares/profil/spieler/112988
1516,Achilles tendon problems,2016-04-21,2016-06-30,70,,Jon Toral,/jon-toral/profil/spieler/193593
1516,Groin Injury,2015-09-23,2015-10-17,24,4,Damien Delaney,/damien-delaney/profil/spieler/36861
1516,Ankle Injury,2015-08-29,2015-10-17,49,7,Tom Cleverley,/tom-cleverley/profil/spieler/73484
1516,Knee Surgery,2015-07-15,2015-09-25,72,8,Jores Okore,/jores-okore/profil/spieler/129085
1516,Thigh Problems,2015-07-24,2015-09-22,60,10,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
1516,Hamstring Injury,2015-08-19,2015-09-19,31,4,Mauro Zárate,/mauro-zarate/profil/spieler/26456
1516,Knock,2016-02-29,2016-03-14,14,4,Laurent Koscielny,/laurent-koscielny/profil/spieler/76277
