fixture_id,date,gameweek,home_team,away_team,season,tag,player_id
242,2025-02-15T12:30:00Z,25,LEI,ARS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
243,2025-02-15T15:00:00Z,25,AVL,IPS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
244,2025-02-15T15:00:00Z,25,FUL,NFO,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
245,2025-02-15T15:00:00Z,25,MCI,NEW,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
246,2025-02-15T15:00:00Z,25,SOU,BOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
247,2025-02-15T15:00:00Z,25,WHU,BRE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
248,2025-02-15T17:30:00Z,25,CRY,EVE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
249,2025-02-16T14:00:00Z,25,LIV,WOL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
250,2025-02-16T16:30:00Z,25,TOT,MUN,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
251,2025-02-19T19:30:00Z,25,AVL,LIV,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
252,2025-02-21T20:00:00Z,26,LEI,BRE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
253,2025-02-22T12:30:00Z,26,EVE,MUN,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
254,2025-02-22T15:00:00Z,26,ARS,WHU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
255,2025-02-22T15:00:00Z,26,BOU,WOL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
256,2025-02-22T15:00:00Z,26,FUL,CRY,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
257,2025-02-22T15:00:00Z,26,IPS,TOT,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
258,2025-02-22T15:00:00Z,26,SOU,BHA,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
259,2025-02-22T17:30:00Z,26,AVL,CHE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
260,2025-02-23T14:00:00Z,26,NEW,NFO,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
261,2025-02-23T16:30:00Z,26,MCI,LIV,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
262,2025-02-25T19:30:00Z,27,BHA,BOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
263,2025-02-25T19:30:00Z,27,CRY,AVL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
264,2025-02-25T19:30:00Z,27,WOL,FUL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
265,2025-02-25T20:15:00Z,27,CHE,SOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
266,2025-02-26T19:30:00Z,27,BRE,EVE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
267,2025-02-26T19:30:00Z,27,MUN,IPS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
268,2025-02-26T19:30:00Z,27,NFO,ARS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
269,2025-02-26T19:30:00Z,27,TOT,MCI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
270,2025-02-26T20:15:00Z,27,LIV,NEW,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
271,2025-02-27T20:00:00Z,27,WHU,LEI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
272,2025-03-08T12:30:00Z,28,NFO,MCI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
273,2025-03-08T15:00:00Z,28,BHA,FUL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
274,2025-03-08T15:00:00Z,28,CRY,IPS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
275,2025-03-08T15:00:00Z,28,LIV,SOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
276,2025-03-08T17:30:00Z,28,BRE,AVL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
277,2025-03-08T20:00:00Z,28,WOL,EVE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
278,2025-03-09T14:00:00Z,28,CHE,LEI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
279,2025-03-09T14:00:00Z,28,TOT,BOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
280,2025-03-09T16:30:00Z,28,MUN,ARS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
281,2025-03-10T20:00:00Z,28,WHU,NEW,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
282,2025-03-15T15:00:00Z,29,EVE,WHU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
283,2025-03-15T15:00:00Z,29,IPS,NFO,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
284,2025-03-15T15:00:00Z,29,MCI,BHA,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
285,2025-03-15T15:00:00Z,29,SOU,WOL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
286,2025-03-15T17:30:00Z,29,BOU,BRE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
287,2025-03-16T13:30:00Z,29,ARS,CHE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
288,2025-03-16T13:30:00Z,29,FUL,TOT,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
289,2025-03-16T19:00:00Z,29,LEI,MUN,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
290,2025-04-01T18:45:00Z,30,ARS,FUL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
291,2025-04-01T18:45:00Z,30,WOL,WHU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
292,2025-04-01T19:00:00Z,30,NFO,MUN,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
293,2025-04-02T18:45:00Z,30,BOU,IPS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
294,2025-04-02T18:45:00Z,30,BHA,AVL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
295,2025-04-02T18:45:00Z,30,MCI,LEI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
296,2025-04-02T18:45:00Z,30,NEW,BRE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
297,2025-04-02T18:45:00Z,30,SOU,CRY,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
298,2025-04-02T19:00:00Z,30,LIV,EVE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
299,2025-04-03T19:00:00Z,30,CHE,TOT,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
300,2025-04-05T11:30:00Z,31,EVE,ARS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
301,2025-04-05T14:00:00Z,31,CRY,BHA,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
302,2025-04-05T14:00:00Z,31,IPS,WOL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
303,2025-04-05T14:00:00Z,31,WHU,BOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
304,2025-04-05T16:30:00Z,31,AVL,NFO,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
305,2025-04-06T13:00:00Z,31,BRE,CHE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
306,2025-04-06T13:00:00Z,31,FUL,LIV,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
307,2025-04-06T13:00:00Z,31,TOT,SOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
308,2025-04-06T15:30:00Z,31,MUN,MCI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
309,2025-04-07T19:00:00Z,31,LEI,NEW,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
310,2025-04-12T11:30:00Z,32,MCI,CRY,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
311,2025-04-12T14:00:00Z,32,BHA,LEI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
312,2025-04-12T14:00:00Z,32,NFO,EVE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
313,2025-04-12T14:00:00Z,32,SOU,AVL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
314,2025-04-12T16:30:00Z,32,ARS,BRE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
315,2025-04-13T13:00:00Z,32,CHE,IPS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
316,2025-04-13T13:00:00Z,32,LIV,WHU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
317,2025-04-13T13:00:00Z,32,WOL,TOT,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
318,2025-04-13T15:30:00Z,32,NEW,MUN,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
319,2025-04-14T19:00:00Z,32,BOU,FUL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
320,2025-04-16T18:30:00Z,32,NEW,CRY,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
321,2025-04-19T14:00:00Z,33,BRE,BHA,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
322,2025-04-19T14:00:00Z,33,CRY,BOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
323,2025-04-19T14:00:00Z,33,EVE,MCI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
324,2025-04-19T14:00:00Z,33,WHU,SOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
325,2025-04-19T16:30:00Z,33,AVL,NEW,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
326,2025-04-20T13:00:00Z,33,FUL,CHE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
327,2025-04-20T13:00:00Z,33,IPS,ARS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
328,2025-04-20T13:00:00Z,33,MUN,WOL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
329,2025-04-20T15:30:00Z,33,LEI,LIV,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
330,2025-04-21T19:00:00Z,33,TOT,NFO,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
331,2025-04-22T19:00:00Z,33,MCI,AVL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
332,2025-04-23T19:00:00Z,33,ARS,CRY,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
333,2025-04-26T11:30:00Z,34,CHE,EVE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
334,2025-04-26T14:00:00Z,34,BHA,WHU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
335,2025-04-26T14:00:00Z,34,NEW,IPS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
336,2025-04-26T14:00:00Z,34,SOU,FUL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
337,2025-04-26T14:00:00Z,34,WOL,LEI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
338,2025-04-27T13:00:00Z,34,BOU,MUN,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
339,2025-04-27T15:30:00Z,34,LIV,TOT,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
340,2025-05-01T18:30:00Z,34,NFO,BRE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
341,2025-05-02T19:00:00Z,35,MCI,WOL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
342,2025-05-03T11:30:00Z,35,AVL,FUL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
343,2025-05-03T14:00:00Z,35,EVE,IPS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
344,2025-05-03T14:00:00Z,35,LEI,SOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
345,2025-05-03T16:30:00Z,35,ARS,BOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
346,2025-05-04T13:00:00Z,35,BRE,MUN,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
347,2025-05-04T13:00:00Z,35,BHA,NEW,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
348,2025-05-04T13:00:00Z,35,WHU,TOT,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
349,2025-05-04T15:30:00Z,35,CHE,LIV,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
350,2025-05-05T19:00:00Z,35,CRY,NFO,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
351,2025-05-10T14:00:00Z,36,FUL,EVE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
352,2025-05-10T14:00:00Z,36,IPS,BRE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
353,2025-05-10T14:00:00Z,36,SOU,MCI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
354,2025-05-10T14:00:00Z,36,WOL,BHA,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
355,2025-05-10T16:30:00Z,36,BOU,AVL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
356,2025-05-11T11:00:00Z,36,NEW,CHE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
357,2025-05-11T13:15:00Z,36,MUN,WHU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
358,2025-05-11T13:15:00Z,36,NFO,LEI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
359,2025-05-11T13:15:00Z,36,TOT,CRY,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
360,2025-05-11T15:30:00Z,36,LIV,ARS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
361,2025-05-16T18:30:00Z,37,AVL,TOT,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
362,2025-05-16T19:15:00Z,37,CHE,MUN,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
363,2025-05-18T11:00:00Z,37,EVE,SOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
364,2025-05-18T13:15:00Z,37,WHU,NFO,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
365,2025-05-18T14:00:00Z,37,BRE,FUL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
366,2025-05-18T14:00:00Z,37,LEI,IPS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
367,2025-05-18T15:30:00Z,37,ARS,NEW,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
368,2025-05-19T19:00:00Z,37,BHA,LIV,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
369,2025-05-20T19:00:00Z,37,CRY,WOL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
370,2025-05-20T19:00:00Z,37,MCI,BOU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
371,2025-05-25T15:00:00Z,38,BOU,LEI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
372,2025-05-25T15:00:00Z,38,FUL,MCI,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
373,2025-05-25T15:00:00Z,38,IPS,WHU,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
374,2025-05-25T15:00:00Z,38,LIV,CRY,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
375,2025-05-25T15:00:00Z,38,MUN,AVL,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
376,2025-05-25T15:00:00Z,38,NEW,EVE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
377,2025-05-25T15:00:00Z,38,NFO,CHE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
378,2025-05-25T15:00:00Z,38,SOU,ARS,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
379,2025-05-25T15:00:00Z,38,TOT,BHA,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
380,2025-05-25T15:00:00Z,38,WOL,BRE,2425,801cc507-fad4-4263-8d8a-86539b4720ee,
381,2023-08-11T19:00:00Z,1,BUR,MCI,2324,latest,
382,2023-08-12T12:00:00Z,1,ARS,NFO,2324,latest,
383,2023-08-12T14:00:00Z,1,BOU,WHU,2324,latest,
384,2023-08-12T14:00:00Z,1,BHA,LUT,2324,latest,
385,2023-08-12T14:00:00Z,1,EVE,FUL,2324,latest,
386,2023-08-12T14:00:00Z,1,SHU,CRY,2324,latest,
387,2023-08-12T16:30:00Z,1,NEW,AVL,2324,latest,
388,2023-08-13T13:00:00Z,1,BRE,TOT,2324,latest,
389,2023-08-13T15:30:00Z,1,CHE,LIV,2324,latest,
390,2023-08-14T19:00:00Z,1,MUN,WOL,2324,latest,
391,2023-08-18T18:45:00Z,2,NFO,SHU,2324,latest,
392,2023-08-19T14:00:00Z,2,FUL,BRE,2324,latest,
393,2023-08-19T14:00:00Z,2,LIV,BOU,2324,latest,
394,2023-08-19T14:00:00Z,2,WOL,BHA,2324,latest,
395,2023-08-19T16:30:00Z,2,TOT,MUN,2324,latest,
396,2023-08-19T19:00:00Z,2,MCI,NEW,2324,latest,
397,2023-08-20T13:00:00Z,2,AVL,EVE,2324,latest,
398,2023-08-20T15:30:00Z,2,WHU,CHE,2324,latest,
399,2023-08-21T19:00:00Z,2,CRY,ARS,2324,latest,
400,2023-08-25T19:00:00Z,3,CHE,LUT,2324,latest,
401,2023-08-26T11:30:00Z,3,BOU,TOT,2324,latest,
402,2023-08-26T14:00:00Z,3,ARS,FUL,2324,latest,
403,2023-08-26T14:00:00Z,3,BRE,CRY,2324,latest,
404,2023-08-26T14:00:00Z,3,EVE,WOL,2324,latest,
405,2023-08-26T14:00:00Z,3,MUN,NFO,2324,latest,
406,2023-08-26T16:30:00Z,3,BHA,WHU,2324,latest,
407,2023-08-27T13:00:00Z,3,BUR,AVL,2324,latest,
408,2023-08-27T13:00:00Z,3,SHU,MCI,2324,latest,
409,2023-08-27T15:30:00Z,3,NEW,LIV,2324,latest,
410,2023-09-01T19:00:00Z,4,LUT,WHU,2324,latest,
411,2023-09-02T11:30:00Z,4,SHU,EVE,2324,latest,
412,2023-09-02T14:00:00Z,4,BRE,BOU,2324,latest,
413,2023-09-02T14:00:00Z,4,BUR,TOT,2324,latest,
414,2023-09-02T14:00:00Z,4,CHE,NFO,2324,latest,
415,2023-09-02T14:00:00Z,4,MCI,FUL,2324,latest,
416,2023-09-02T16:30:00Z,4,BHA,NEW,2324,latest,
417,2023-09-03T13:00:00Z,4,CRY,WOL,2324,latest,
418,2023-09-03T13:00:00Z,4,LIV,AVL,2324,latest,
419,2023-09-03T15:30:00Z,4,ARS,MUN,2324,latest,
420,2023-09-16T11:30:00Z,5,WOL,LIV,2324,latest,
421,2023-09-16T14:00:00Z,5,AVL,CRY,2324,latest,
422,2023-09-16T14:00:00Z,5,FUL,LUT,2324,latest,
423,2023-09-16T14:00:00Z,5,MUN,BHA,2324,latest,
424,2023-09-16T14:00:00Z,5,TOT,SHU,2324,latest,
425,2023-09-16T14:00:00Z,5,WHU,MCI,2324,latest,
426,2023-09-16T16:30:00Z,5,NEW,BRE,2324,latest,
427,2023-09-17T13:00:00Z,5,BOU,CHE,2324,latest,
428,2023-09-17T15:30:00Z,5,EVE,ARS,2324,latest,
429,2023-09-18T18:45:00Z,5,NFO,BUR,2324,latest,
430,2023-09-23T14:00:00Z,6,CRY,FUL,2324,latest,
431,2023-09-23T14:00:00Z,6,LUT,WOL,2324,latest,
432,2023-09-23T14:00:00Z,6,MCI,NFO,2324,latest,
433,2023-09-23T16:30:00Z,6,BRE,EVE,2324,latest,
434,2023-09-23T19:00:00Z,6,BUR,MUN,2324,latest,
435,2023-09-24T13:00:00Z,6,ARS,TOT,2324,latest,
436,2023-09-24T13:00:00Z,6,BHA,BOU,2324,latest,
437,2023-09-24T13:00:00Z,6,CHE,AVL,2324,latest,
438,2023-09-24T13:00:00Z,6,LIV,WHU,2324,latest,
439,2023-09-24T15:30:00Z,6,SHU,NEW,2324,latest,
440,2023-09-30T11:30:00Z,7,AVL,BHA,2324,latest,
441,2023-09-30T14:00:00Z,7,BOU,ARS,2324,latest,
442,2023-09-30T14:00:00Z,7,EVE,LUT,2324,latest,
443,2023-09-30T14:00:00Z,7,MUN,CRY,2324,latest,
444,2023-09-30T14:00:00Z,7,NEW,BUR,2324,latest,
445,2023-09-30T14:00:00Z,7,WHU,SHU,2324,latest,
446,2023-09-30T14:00:00Z,7,WOL,MCI,2324,latest,
447,2023-09-30T16:30:00Z,7,TOT,LIV,2324,latest,
448,2023-10-01T13:00:00Z,7,NFO,BRE,2324,latest,
449,2023-10-02T19:00:00Z,7,FUL,CHE,2324,latest,
450,2023-10-03T18:30:00Z,7,LUT,BUR,2324,latest,
451,2023-10-07T11:30:00Z,8,LUT,TOT,2324,latest,
452,2023-10-07T14:00:00Z,8,BUR,CHE,2324,latest,
453,2023-10-07T14:00:00Z,8,EVE,BOU,2324,latest,
454,2023-10-07T14:00:00Z,8,FUL,SHU,2324,latest,
455,2023-10-07T14:00:00Z,8,MUN,BRE,2324,latest,
456,2023-10-07T16:30:00Z,8,CRY,NFO,2324,latest,
457,2023-10-08T13:00:00Z,8,BHA,LIV,2324,latest,
458,2023-10-08T13:00:00Z,8,WHU,NEW,2324,latest,
459,2023-10-08T13:00:00Z,8,WOL,AVL,2324,latest,
460,2023-10-08T15:30:00Z,8,ARS,MCI,2324,latest,
461,2023-10-21T11:30:00Z,9,LIV,EVE,2324,latest,
462,2023-10-21T14:00:00Z,9,BOU,WOL,2324,latest,
463,2023-10-21T14:00:00Z,9,BRE,BUR,2324,latest,
464,2023-10-21T14:00:00Z,9,MCI,BHA,2324,latest,
465,2023-10-21T14:00:00Z,9,NEW,CRY,2324,latest,
466,2023-10-21T14:00:00Z,9,NFO,LUT,2324,latest,
467,2023-10-21T16:30:00Z,9,CHE,ARS,2324,latest,
468,2023-10-21T19:00:00Z,9,SHU,MUN,2324,latest,
469,2023-10-22T15:30:00Z,9,AVL,WHU,2324,latest,
470,2023-10-23T19:00:00Z,9,TOT,FUL,2324,latest,
471,2023-10-27T19:00:00Z,10,CRY,TOT,2324,latest,
472,2023-10-28T11:30:00Z,10,CHE,BRE,2324,latest,
473,2023-10-28T14:00:00Z,10,ARS,SHU,2324,latest,
474,2023-10-28T14:00:00Z,10,BOU,BUR,2324,latest,
475,2023-10-28T16:30:00Z,10,WOL,NEW,2324,latest,
476,2023-10-29T13:00:00Z,10,WHU,EVE,2324,latest,
477,2023-10-29T14:00:00Z,10,AVL,LUT,2324,latest,
478,2023-10-29T14:00:00Z,10,BHA,FUL,2324,latest,
479,2023-10-29T14:00:00Z,10,LIV,NFO,2324,latest,
480,2023-10-29T15:30:00Z,10,MUN,MCI,2324,latest,
481,2023-11-04T12:30:00Z,11,FUL,MUN,2324,latest,
482,2023-11-04T15:00:00Z,11,BRE,WHU,2324,latest,
483,2023-11-04T15:00:00Z,11,BUR,CRY,2324,latest,
484,2023-11-04T15:00:00Z,11,EVE,BHA,2324,latest,
485,2023-11-04T15:00:00Z,11,MCI,BOU,2324,latest,
486,2023-11-04T15:00:00Z,11,SHU,WOL,2324,latest,
487,2023-11-04T17:30:00Z,11,NEW,ARS,2324,latest,
488,2023-11-05T14:00:00Z,11,NFO,AVL,2324,latest,
489,2023-11-05T16:30:00Z,11,LUT,LIV,2324,latest,
490,2023-11-06T20:00:00Z,11,TOT,CHE,2324,latest,
491,2023-11-11T12:30:00Z,12,WOL,TOT,2324,latest,
492,2023-11-11T15:00:00Z,12,ARS,BUR,2324,latest,
493,2023-11-11T15:00:00Z,12,CRY,EVE,2324,latest,
494,2023-11-11T15:00:00Z,12,MUN,LUT,2324,latest,
495,2023-11-11T17:30:00Z,12,BOU,NEW,2324,latest,
496,2023-11-12T14:00:00Z,12,AVL,FUL,2324,latest,
497,2023-11-12T14:00:00Z,12,BHA,SHU,2324,latest,
498,2023-11-12T14:00:00Z,12,LIV,BRE,2324,latest,
499,2023-11-12T14:00:00Z,12,WHU,NFO,2324,latest,
500,2023-11-12T16:30:00Z,12,CHE,MCI,2324,latest,
501,2023-11-25T12:30:00Z,13,MCI,LIV,2324,latest,
502,2023-11-25T15:00:00Z,13,BUR,WHU,2324,latest,
503,2023-11-25T15:00:00Z,13,LUT,CRY,2324,latest,
504,2023-11-25T15:00:00Z,13,NEW,CHE,2324,latest,
505,2023-11-25T15:00:00Z,13,NFO,BHA,2324,latest,
506,2023-11-25T15:00:00Z,13,SHU,BOU,2324,latest,
507,2023-11-25T17:30:00Z,13,BRE,ARS,2324,latest,
508,2023-11-26T14:00:00Z,13,TOT,AVL,2324,latest,
509,2023-11-26T16:30:00Z,13,EVE,MUN,2324,latest,
510,2023-11-27T20:00:00Z,13,FUL,WOL,2324,latest,
511,2023-12-02T15:00:00Z,14,ARS,WOL,2324,latest,
512,2023-12-02T15:00:00Z,14,BRE,LUT,2324,latest,
513,2023-12-02T15:00:00Z,14,BUR,SHU,2324,latest,
514,2023-12-02T17:30:00Z,14,NFO,EVE,2324,latest,
515,2023-12-02T20:00:00Z,14,NEW,MUN,2324,latest,
516,2023-12-03T14:00:00Z,14,BOU,AVL,2324,latest,
517,2023-12-03T14:00:00Z,14,CHE,BHA,2324,latest,
518,2023-12-03T14:00:00Z,14,LIV,FUL,2324,latest,
519,2023-12-03T14:00:00Z,14,WHU,CRY,2324,latest,
520,2023-12-03T16:30:00Z,14,MCI,TOT,2324,latest,
521,2023-12-05T19:30:00Z,15,WOL,BUR,2324,latest,
522,2023-12-05T20:15:00Z,15,LUT,ARS,2324,latest,
523,2023-12-06T19:30:00Z,15,BHA,BRE,2324,latest,
524,2023-12-06T19:30:00Z,15,CRY,BOU,2324,latest,
525,2023-12-06T19:30:00Z,15,FUL,NFO,2324,latest,
526,2023-12-06T19:30:00Z,15,SHU,LIV,2324,latest,
527,2023-12-06T20:15:00Z,15,AVL,MCI,2324,latest,
528,2023-12-06T20:15:00Z,15,MUN,CHE,2324,latest,
529,2023-12-07T19:30:00Z,15,EVE,NEW,2324,latest,
530,2023-12-07T20:15:00Z,15,TOT,WHU,2324,latest,
531,2023-12-09T12:30:00Z,16,CRY,LIV,2324,latest,
532,2023-12-09T15:00:00Z,16,BHA,BUR,2324,latest,
533,2023-12-09T15:00:00Z,16,MUN,BOU,2324,latest,
534,2023-12-09T15:00:00Z,16,SHU,BRE,2324,latest,
535,2023-12-09T15:00:00Z,16,WOL,NFO,2324,latest,
536,2023-12-09T17:30:00Z,16,AVL,ARS,2324,latest,
537,2023-12-10T14:00:00Z,16,EVE,CHE,2324,latest,
538,2023-12-10T14:00:00Z,16,FUL,WHU,2324,latest,
539,2023-12-10T14:00:00Z,16,LUT,MCI,2324,latest,
540,2023-12-10T16:30:00Z,16,TOT,NEW,2324,latest,
541,2023-12-15T20:00:00Z,17,NFO,TOT,2324,latest,
542,2023-12-16T15:00:00Z,17,CHE,SHU,2324,latest,
543,2023-12-16T15:00:00Z,17,MCI,CRY,2324,latest,
544,2023-12-16T15:00:00Z,17,NEW,FUL,2324,latest,
545,2023-12-16T17:30:00Z,17,BUR,EVE,2324,latest,
546,2023-12-17T14:00:00Z,17,ARS,BHA,2324,latest,
547,2023-12-17T14:00:00Z,17,BRE,AVL,2324,latest,
548,2023-12-17T14:00:00Z,17,WHU,WOL,2324,latest,
549,2023-12-17T16:30:00Z,17,LIV,MUN,2324,latest,
550,2023-12-21T20:00:00Z,18,CRY,BHA,2324,latest,
551,2023-12-22T20:00:00Z,18,AVL,SHU,2324,latest,
552,2023-12-23T12:30:00Z,18,WHU,MUN,2324,latest,
553,2023-12-23T15:00:00Z,18,FUL,BUR,2324,latest,
554,2023-12-23T15:00:00Z,18,LUT,NEW,2324,latest,
555,2023-12-23T15:00:00Z,18,NFO,BOU,2324,latest,
556,2023-12-23T15:00:00Z,18,TOT,EVE,2324,latest,
557,2023-12-23T17:30:00Z,18,LIV,ARS,2324,latest,
558,2023-12-24T13:00:00Z,18,WOL,CHE,2324,latest,
559,2023-12-26T12:30:00Z,19,NEW,NFO,2324,latest,
560,2023-12-26T15:00:00Z,19,BOU,FUL,2324,latest,
561,2023-12-26T15:00:00Z,19,SHU,LUT,2324,latest,
