season,details,reason,from,until,days,games,player,url
2122,Testicular Cancer,injury,2021-10-18,2022-03-17,150,23,Daniel Barden,/daniel-barden/profil/spieler/504042
2122,Transferred to Livingston FC,Transfer,2021-07-02,2022-05-30,,,Daniel Barden,/daniel-barden/profil/spieler/504042
2122,Knee Problems,injury,2021-09-01,2021-10-29,58,10,Ben Knight,/ben-knight/profil/spieler/568007
2122,Transferred to Man City U23,Transfer,2021-07-01,2021-08-15,,,Ben Knight,/ben-knight/profil/spieler/568007
2122,Transferred to Crewe Alexandra,Transfer,2021-08-16,2022-05-30,,,Ben Knight,/ben-knight/profil/spieler/568007
2122,Transferred to Man City U23,Transfer,2022-05-31,2022-06-30,,,Ben Knight,/ben-knight/profil/spieler/568007
2122,Calf Injury,injury,2022-04-29,2022-05-03,4,1,Kiernan Dewsbury-Hall,/kiernan-dewsbury-hall/profil/spieler/475188
2122,Transferred to Barcelona,Transfer,2022-01-29,2022-06-29,,,Adama Traoré,/adama-traore/profil/spieler/204103
2122,Angina,injury,2022-03-22,2022-04-01,10,,Martin Dúbravka,/martin-dubravka/profil/spieler/74960
2122,Foot Injury,injury,2021-07-13,2021-09-20,69,6,Martin Dúbravka,/martin-dubravka/profil/spieler/74960
2122,Transferred to Burnley U21,Transfer,2021-07-01,2022-06-30,,,Dara Costelloe,/dara-costelloe/profil/spieler/614700
2122,Ankle Injury,injury,2021-10-25,2021-11-15,21,3,Charlie Patino,/charlie-patino/profil/spieler/581674
2122,Transferred to Arsenal U23,Transfer,2021-07-01,2022-06-30,,,Charlie Patino,/charlie-patino/profil/spieler/581674
2122,Bruised Foot,injury,2021-08-14,2021-08-18,4,1,Nikola Vlasic,/nikola-vlasic/profil/spieler/293200
2122,Bruise,injury,2021-07-24,2021-07-27,3,1,Nikola Vlasic,/nikola-vlasic/profil/spieler/293200
2122,Transferred to CSKA Moscow,Transfer,2021-07-01,2021-08-30,,,Nikola Vlasic,/nikola-vlasic/profil/spieler/293200
2122,Transferred to RB Leipzig,Transfer,2021-07-01,2021-08-30,,,Ademola Lookman,/ademola-lookman/profil/spieler/406040
2122,Transferred to RB Leipzig,Transfer,2022-06-30,2022-06-30,,,Ademola Lookman,/ademola-lookman/profil/spieler/406040
2122,Transferred to Leicester U21,Transfer,2021-07-01,2022-06-30,,,Chituru Odunze,/chituru-odunze/profil/spieler/627198
2122,Corona virus,injury,2022-01-01,2022-01-31,30,4,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
2122,Unknown Injury,injury,2021-09-17,2021-10-14,27,5,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
2122,Fitness,injury,2021-07-31,2021-08-08,8,1,Oleksandr Zinchenko,/oleksandr-zinchenko/profil/spieler/203853
2122,Transferred to Man City U23,Transfer,2021-07-01,2022-06-30,,,Oscar Bobb,/oscar-bobb/profil/spieler/661207
2122,Knee Surgery,injury,2022-02-07,,476,71,Ryan Bertrand,/ryan-bertrand/profil/spieler/40611
2122,Knee Problems,injury,2021-12-26,2022-02-06,42,6,Ryan Bertrand,/ryan-bertrand/profil/spieler/40611
2122,Transferred to Palace U21,Transfer,2021-07-01,2022-06-30,,,Scott Banks,/scott-banks/profil/spieler/596821
2122,Transferred to Liverpool U23,Transfer,2021-07-01,2022-06-30,,,Elijah Dixon-Bonner,/elijah-dixon-bonner/profil/spieler/433180
2122,Transferred to Arsenal U23,Transfer,2021-07-01,2022-06-30,,,Alex Kirk,/alex-kirk/profil/spieler/586980
2122,Transferred to Sheff Wed,Transfer,2021-07-27,2022-05-30,,,Bailey Peacock-Farrell,/bailey-peacock-farrell/profil/spieler/410436
2122,Elbow Injury,injury,2022-03-09,2022-03-31,22,1,Matej Vydra,/matej-vydra/profil/spieler/101500
2122,Groin Surgery,injury,2022-02-03,2022-02-28,25,6,Matej Vydra,/matej-vydra/profil/spieler/101500
2122,Transferred to Paris SG,Transfer,2021-07-01,2021-07-28,,,Alphonse Areola,/alphonse-areola/profil/spieler/120629
2122,Transferred to Paris SG,Transfer,2022-06-30,2022-06-30,,,Alphonse Areola,/alphonse-areola/profil/spieler/120629
2122,Transferred to Man Utd U23,Transfer,2021-07-01,2021-08-21,,,James Garner,/james-garner/profil/spieler/505219
2122,Transferred to Nottm Forest,Transfer,2021-08-22,2022-05-30,,,James Garner,/james-garner/profil/spieler/505219
2122,Transferred to Man Utd U23,Transfer,2022-05-31,2022-06-30,,,James Garner,/james-garner/profil/spieler/505219
2122,Hamstring Injury,injury,2022-04-26,2022-05-24,28,4,Jeremy Sarmiento,/jeremy-sarmiento/profil/spieler/568005
2122,Hamstring Injury,injury,2021-12-02,2022-03-10,98,15,Jeremy Sarmiento,/jeremy-sarmiento/profil/spieler/568005
2122,Transferred to Benfica U19,Transfer,2021-07-01,2021-07-01,,,Jeremy Sarmiento,/jeremy-sarmiento/profil/spieler/568005
2122,Transferred to Unknown,Transfer,2021-07-01,2021-07-05,,,Josh Feeney,/josh-feeney/profil/spieler/875929
2122,Transferred to Aston Villa U23,Transfer,2021-07-06,2022-06-30,,,Josh Feeney,/josh-feeney/profil/spieler/875929
2122,Transferred to Liverpool U23,Transfer,2021-07-01,2022-06-30,,,Owen Beck,/owen-beck/profil/spieler/551001
2122,Back trouble,injury,2022-05-23,2022-06-13,21,,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
2122,Ankle Injury,injury,2022-02-25,2022-03-04,7,2,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
2122,Transferred to Juventus,Transfer,2021-07-01,2022-01-30,,,Rodrigo Bentancur,/rodrigo-bentancur/profil/spieler/354362
2122,Transferred to Fulham,Transfer,2022-01-31,2022-05-30,,,Neco Williams,/neco-williams/profil/spieler/503680
2122,Transferred to Chelsea U23,Transfer,2021-07-01,2022-06-30,,,Harvey Vale,/harvey-vale/profil/spieler/581675
2122,Surgery,injury,2021-12-07,2021-12-15,8,2,Dejan Kulusevski,/dejan-kulusevski/profil/spieler/431755
2122,Transferred to Juventus,Transfer,2021-07-01,2022-01-30,,,Dejan Kulusevski,/dejan-kulusevski/profil/spieler/431755
2122,Bronchitis,injury,2022-05-04,2022-05-19,15,1,Marcus Rashford,/marcus-rashford/profil/spieler/258923
2122,Dead Leg,injury,2022-01-13,2022-01-17,4,1,Marcus Rashford,/marcus-rashford/profil/spieler/258923
2122,Shoulder Injury,injury,2021-07-14,2021-10-15,93,10,Marcus Rashford,/marcus-rashford/profil/spieler/258923
2122,Transferred to Sheff Utd,Transfer,2021-07-01,2021-08-19,,,Aaron Ramsdale,/aaron-ramsdale/profil/spieler/427568
2122,Minor Knock,injury,2022-05-12,2022-05-26,14,2,Reiss Nelson,/reiss-nelson/profil/spieler/340325
2122,Knock,injury,2022-02-15,2022-03-07,20,3,Reiss Nelson,/reiss-nelson/profil/spieler/340325
2122,Corona virus,injury,2022-02-03,2022-02-10,7,1,Reiss Nelson,/reiss-nelson/profil/spieler/340325
2122,Groin Injury,injury,2021-09-09,2021-10-04,25,6,Reiss Nelson,/reiss-nelson/profil/spieler/340325
2122,Transferred to Feyenoord,Transfer,2021-08-31,2022-06-29,,,Reiss Nelson,/reiss-nelson/profil/spieler/340325
2122,Transferred to Brighton U23,Transfer,2021-07-01,2022-06-30,,,James Furlong,/james-furlong/profil/spieler/580030
2122,Eye Injury,injury,2021-11-02,2022-01-02,61,14,Curtis Jones,/curtis-jones/profil/spieler/433188
2122,Unknown Injury,injury,2021-12-03,2021-12-13,10,2,Emerson Royal,/emerson-royal/profil/spieler/476344
2122,Transferred to Barcelona,Transfer,2021-07-01,2021-08-30,,,Emerson Royal,/emerson-royal/profil/spieler/476344
2122,Transferred to Aston Villa U23,Transfer,2021-07-01,2022-06-30,,,Viljami Sinisalo,/viljami-sinisalo/profil/spieler/484838
2122,Transferred to Chelsea U23,Transfer,2021-07-01,2021-07-21,,,Lewis Bate,/lewis-bate/profil/spieler/587003
2122,Transferred to Leeds U21,Transfer,2021-07-22,2022-06-30,,,Lewis Bate,/lewis-bate/profil/spieler/587003
2122,Transferred to Doncaster,Transfer,2021-08-06,2022-01-12,,,Pontus Dahlberg,/pontus-dahlberg/profil/spieler/365544
2122,Transferred to Gillingham FC,Transfer,2022-01-14,2022-05-30,,,Pontus Dahlberg,/pontus-dahlberg/profil/spieler/365544
2122,Transferred to Arsenal U23,Transfer,2021-07-01,2022-06-30,,,Mazeed Ogungbo,/mazeed-ogungbo/profil/spieler/581445
2122,Transferred to LOSC Lille,Transfer,2021-07-01,2021-07-01,,,Boubakary Soumaré,/boubakary-soumare/profil/spieler/344605
2122,Transferred to Flamengo,Transfer,2021-08-20,2022-06-29,,,Andreas Pereira,/andreas-pereira/profil/spieler/203394
2122,Transferred to Sheff Utd,Transfer,2022-01-31,2022-05-30,,,Charlie Goode,/charlie-goode/profil/spieler/376856
2122,Transferred to Man Utd U23,Transfer,2021-07-01,2022-01-30,,,Matej Kovar,/matej-kovar/profil/spieler/550829
2122,Transferred to Burton Albion,Transfer,2022-01-31,2022-05-30,,,Matej Kovar,/matej-kovar/profil/spieler/550829
2122,Transferred to Man Utd U23,Transfer,2022-05-31,2022-06-30,,,Matej Kovar,/matej-kovar/profil/spieler/550829
2122,Transferred to Wolves U18,Transfer,2021-07-01,2022-06-30,,,James Storer,/james-storer/profil/spieler/838367
2122,Cruciate Ligament Rupture,injury,2021-11-08,2022-07-21,255,39,Angelo Ogbonna,/angelo-ogbonna/profil/spieler/48002
2122,Groin Injury,injury,2021-12-05,2021-12-31,26,1,Danny Drinkwater,/danny-drinkwater/profil/spieler/73491
2122,Transferred to Reading,Transfer,2021-08-30,2022-05-30,,,Danny Drinkwater,/danny-drinkwater/profil/spieler/73491
2122,Transferred to West Brom,Transfer,2021-08-25,2022-01-28,,,Jordan Hugill,/jordan-hugill/profil/spieler/291544
2122,Transferred to Cardiff,Transfer,2022-01-30,2022-05-30,,,Jordan Hugill,/jordan-hugill/profil/spieler/291544
2122,Calf Injury,injury,2021-08-25,2021-09-06,12,1,Christos Tzolis,/christos-tzolis/profil/spieler/451677
2122,Transferred to PAOK Salonika,Transfer,2021-07-01,2021-08-11,,,Christos Tzolis,/christos-tzolis/profil/spieler/451677
2122,Transferred to Liverpool U23,Transfer,2021-07-01,2022-01-06,,,Liam Hughes,/liam-hughes/profil/spieler/494284
2122,Transferred to Stalybridge,Transfer,2022-01-07,2022-05-30,,,Liam Hughes,/liam-hughes/profil/spieler/494284
2122,Transferred to Liverpool U23,Transfer,2022-05-31,2022-06-30,,,Liam Hughes,/liam-hughes/profil/spieler/494284
2122,Leg Injury,injury,2021-12-18,2022-02-25,69,10,Willy Boly,/willy-boly/profil/spieler/142310
2122,Unknown Injury,injury,2021-11-30,2021-12-06,6,2,Willy Boly,/willy-boly/profil/spieler/142310
2122,Hamstring Injury,injury,2021-07-25,2021-08-14,20,1,Willy Boly,/willy-boly/profil/spieler/142310
2122,Thigh Problems,injury,2022-02-26,2022-03-06,8,3,Thiago,/thiago/profil/spieler/60444
2122,Hip Injury,injury,2021-12-27,2022-02-02,37,7,Thiago,/thiago/profil/spieler/60444
2122,Corona virus,injury,2021-12-19,2021-12-29,10,3,Thiago,/thiago/profil/spieler/60444
2122,Calf Injury,injury,2021-09-18,2021-10-31,43,10,Thiago,/thiago/profil/spieler/60444
2122,Surgery,injury,2022-02-27,2022-03-03,4,2,Trevoh Chalobah,/trevoh-chalobah/profil/spieler/346314
2122,Hamstring Injury,injury,2022-01-03,2022-01-21,18,5,Trevoh Chalobah,/trevoh-chalobah/profil/spieler/346314
2122,Unknown Injury,injury,2022-05-29,2022-06-16,18,,Moise Kean,/moise-kean/profil/spieler/364135
2122,Muscle Fatigue,injury,2021-10-23,2021-11-09,17,5,Moise Kean,/moise-kean/profil/spieler/364135
2122,Quarantine,injury,2021-08-12,2021-08-19,7,1,Moise Kean,/moise-kean/profil/spieler/364135
2122,Transferred to Juventus,Transfer,2021-08-31,2022-06-30,,,Moise Kean,/moise-kean/profil/spieler/364135
2122,Transferred to Getafe,Transfer,2021-07-01,2021-08-30,,,Marc Cucurella,/marc-cucurella/profil/spieler/284857
2122,Knee Surgery,injury,2022-03-31,2022-07-07,98,10,Kieran Tierney,/kieran-tierney/profil/spieler/300716
2122,Ankle problems,injury,2021-10-21,2021-11-06,16,3,Kieran Tierney,/kieran-tierney/profil/spieler/300716
2122,Transferred to Leicester U21,Transfer,2021-07-01,2022-01-30,,,Jakub Stolarczyk,/jakub-stolarczyk/profil/spieler/486144
2122,Transferred to Dunfermline A.,Transfer,2022-01-31,2022-05-08,,,Jakub Stolarczyk,/jakub-stolarczyk/profil/spieler/486144
2122,Transferred to Leicester U21,Transfer,2022-05-09,2022-06-30,,,Jakub Stolarczyk,/jakub-stolarczyk/profil/spieler/486144
2122,Achilles tendon problems,injury,2022-03-03,2022-10-31,242,32,Jed Steer,/jed-steer/profil/spieler/110867
2122,Transferred to Luton,Transfer,2022-01-31,2022-05-30,,,Jed Steer,/jed-steer/profil/spieler/110867
2122,Hamstring Injury,injury,2022-06-15,2022-09-28,105,,Caoimhín Kelleher,/caoimhin-kelleher/profil/spieler/340918
2122,Ill,injury,2021-10-22,2021-11-01,10,3,Caoimhín Kelleher,/caoimhin-kelleher/profil/spieler/340918
2122,Finger Injury,injury,2022-02-23,2022-05-14,80,16,Karl Hein,/karl-hein/profil/spieler/493513
2122,Transferred to Arsenal U23,Transfer,2021-07-01,2022-01-23,,,Karl Hein,/karl-hein/profil/spieler/493513
2122,Transferred to Reading,Transfer,2022-01-24,2022-03-09,,,Karl Hein,/karl-hein/profil/spieler/493513
2122,Transferred to Arsenal U23,Transfer,2022-03-10,2022-06-30,,,Karl Hein,/karl-hein/profil/spieler/493513
2122,Hamstring Injury,injury,2022-04-16,2022-05-13,27,6,Keinan Davis,/keinan-davis/profil/spieler/412660
2122,Knee Injury,injury,2021-08-14,2021-09-25,42,8,Keinan Davis,/keinan-davis/profil/spieler/412660
2122,Transferred to Nottm Forest,Transfer,2022-01-01,2022-05-30,,,Keinan Davis,/keinan-davis/profil/spieler/412660
2122,Transferred to Arsenal U18,Transfer,2021-07-01,2022-06-30,,,Zach Awe,/zach-awe/profil/spieler/697282
2122,Transferred to Nottm Forest,Transfer,2021-08-07,2022-05-30,,,Philip Zinckernagel,/philip-zinckernagel/profil/spieler/271098
2122,Transferred to Newcastle U23,Transfer,2021-07-01,2022-01-28,,,Joe White,/joe-white/profil/spieler/614811
2122,Transferred to Hartlepool,Transfer,2022-01-29,2022-05-30,,,Joe White,/joe-white/profil/spieler/614811
2122,Transferred to Newcastle U23,Transfer,2022-05-31,2022-06-30,,,Joe White,/joe-white/profil/spieler/614811
2122,Knee Injury,injury,2021-09-19,2021-10-14,25,4,Yves Bissouma,/yves-bissouma/profil/spieler/410425
2122,Knee Injury,injury,2022-02-09,2022-08-23,195,24,Adam Idah,/adam-idah/profil/spieler/434223
2122,Shinbone injury,injury,2021-12-25,2021-12-30,5,2,Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795
2122,Knee Injury,injury,2021-11-18,2021-12-15,27,5,Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795
2122,Quarantine,injury,2021-09-09,2021-09-17,8,2,Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795
2122,Transferred to Villarreal,Transfer,2022-01-31,2022-06-29,,,Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795
2122,Hamstring Injury,injury,2022-03-12,2022-04-01,20,2,Adam Lallana,/adam-lallana/profil/spieler/43530
2122,Hamstring Injury,injury,2022-01-14,2022-01-22,8,2,Adam Lallana,/adam-lallana/profil/spieler/43530
2122,Leg Injury,injury,2021-12-01,2021-12-14,13,2,Adam Lallana,/adam-lallana/profil/spieler/43530
2122,Unknown Injury,injury,2021-09-19,2021-09-23,4,2,Halil Dervisoglu,/halil-dervisoglu/profil/spieler/465606
2122,Transferred to Galatasaray,Transfer,2021-09-01,2022-06-29,,,Halil Dervisoglu,/halil-dervisoglu/profil/spieler/465606
2122,Corona virus,injury,2022-01-07,2022-01-14,7,2,Kyle Walker-Peters,/kyle-walker-peters/profil/spieler/341051
2122,Transferred to QPR,Transfer,2021-08-31,2022-05-30,,,Andre Gray,/andre-gray/profil/spieler/120565
2122,Muscular problems,injury,2022-04-03,2022-04-21,18,3,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Corona virus,injury,2022-03-01,2022-03-09,8,1,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Stomach complaints,injury,2022-02-14,2022-02-18,4,1,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Hamstring Injury,injury,2021-11-02,2021-12-22,50,9,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Groin Injury,injury,2021-10-11,2021-10-26,15,3,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Transferred to Real Madrid,Transfer,2021-07-01,2021-08-13,,,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Ankle problems,injury,2021-07-24,2021-09-10,48,4,Kjell Scherpen,/kjell-scherpen/profil/spieler/463527
2122,Transferred to Ajax,Transfer,2021-07-01,2021-07-15,,,Kjell Scherpen,/kjell-scherpen/profil/spieler/463527
2122,Transferred to KV Oostende,Transfer,2022-01-31,2022-06-29,,,Kjell Scherpen,/kjell-scherpen/profil/spieler/463527
2122,Rest,injury,2022-06-06,2022-06-16,10,,Virgil van Dijk,/virgil-van-dijk/profil/spieler/139208
2122,Knee Problems,injury,2022-05-16,2022-05-19,3,1,Virgil van Dijk,/virgil-van-dijk/profil/spieler/139208
2122,Corona virus,injury,2021-12-16,2021-12-27,11,3,Virgil van Dijk,/virgil-van-dijk/profil/spieler/139208
2122,Medial Collateral Ligament Injury,injury,2021-09-27,2021-12-05,69,9,Granit Xhaka,/granit-xhaka/profil/spieler/111455
2122,Hip Injury,injury,2022-04-28,2022-05-03,5,2,James Maddison,/james-maddison/profil/spieler/294057
2122,Hip Injury,injury,2022-04-04,2022-04-14,10,1,Bryan Gil,/bryan-gil/profil/spieler/537382
2122,Corona virus,injury,2021-12-06,2021-12-23,17,3,Bryan Gil,/bryan-gil/profil/spieler/537382
2122,Hamstring Injury,injury,2021-10-25,2021-11-18,24,4,Bryan Gil,/bryan-gil/profil/spieler/537382
2122,Transferred to Sevilla FC,Transfer,2021-07-01,2021-07-25,,,Bryan Gil,/bryan-gil/profil/spieler/537382
2122,Transferred to Valencia,Transfer,2022-01-31,2022-06-29,,,Bryan Gil,/bryan-gil/profil/spieler/537382
2122,Transferred to West Brom,Transfer,2021-07-01,2021-08-19,,,Andy Lonergan,/andy-lonergan/profil/spieler/14044
2122,Unknown Injury,injury,2021-08-01,2021-08-14,13,,Hugo Bueno,/hugo-bueno/profil/spieler/698678
2122,Transferred to Wolves U21,Transfer,2021-07-01,2022-06-30,,,Hugo Bueno,/hugo-bueno/profil/spieler/698678
2122,Knee Injury,injury,2022-02-04,2022-06-30,146,20,Japhet Tanganga,/japhet-tanganga/profil/spieler/346478
2122,Transferred to Wolves U21,Transfer,2021-07-01,2021-08-30,,,Christian Marques,/christian-marques/profil/spieler/539807
2122,Transferred to B SAD,Transfer,2021-08-31,2022-01-03,,,Christian Marques,/christian-marques/profil/spieler/539807
2122,Transferred to Wolves U21,Transfer,2022-01-04,2022-06-30,,,Christian Marques,/christian-marques/profil/spieler/539807
2122,Transferred to Club Brugge,Transfer,2021-08-28,2021-12-30,,,Wesley Moraes,/wesley-moraes/profil/spieler/381362
2122,Transferred to Internacional,Transfer,2022-01-07,2022-06-30,,,Wesley Moraes,/wesley-moraes/profil/spieler/381362
2122,Transferred to Brentford B,Transfer,2021-07-01,2022-06-30,,,Paris Maghoma,/paris-maghoma/profil/spieler/470596
2122,Transferred to Udinese Calcio,Transfer,2022-01-20,2022-06-29,,,Pablo Marí,/pablo-mari/profil/spieler/210178
2122,Transferred to Brighton U23,Transfer,2021-07-01,2022-06-30,,,Antef Tsoungui,/antef-tsoungui/profil/spieler/503858
2122,Transferred to Stoke City,Transfer,2022-01-15,2022-06-30,,,Lewis Baker,/lewis-baker/profil/spieler/198589
2122,Transferred to Liverpool U23,Transfer,2021-07-01,2022-06-30,,,Conor Bradley,/conor-bradley/profil/spieler/624258
2122,Ankle Injury,injury,2022-06-03,2022-06-30,27,,Romelu Lukaku,/romelu-lukaku/profil/spieler/96341
2122,Corona virus,injury,2021-12-16,2021-12-25,9,3,Romelu Lukaku,/romelu-lukaku/profil/spieler/96341
2122,Sprain,injury,2021-10-21,2021-11-21,31,6,Romelu Lukaku,/romelu-lukaku/profil/spieler/96341
2122,Transferred to Inter,Transfer,2021-07-01,2021-08-11,,,Romelu Lukaku,/romelu-lukaku/profil/spieler/96341
2122,Ill,injury,2021-08-15,2021-09-25,41,7,Przemyslaw Placheta,/przemyslaw-placheta/profil/spieler/383109
2122,Hip Injury,injury,2022-05-09,2022-05-20,11,1,Chris Wood,/chris-wood/profil/spieler/108725
2122,Transferred to Liverpool U18,Transfer,2021-07-01,2022-06-30,,,Harvey Davies,/harvey-davies/profil/spieler/706815
2122,Ankle Injury,injury,2022-02-03,2022-02-16,13,4,Eric Bailly,/eric-bailly/profil/spieler/286384
2122,Ankle Fracture,injury,2021-11-20,2022-04-20,151,27,Ian Poveda,/ian-poveda/profil/spieler/392763
2122,Transferred to Blackburn,Transfer,2021-08-23,2022-05-30,,,Ian Poveda,/ian-poveda/profil/spieler/392763
2122,Transferred to Liverpool U23,Transfer,2021-07-01,2022-06-30,,,Jarell Quansah,/jarell-quansah/profil/spieler/632349
2122,Transferred to Norwich U21,Transfer,2021-07-01,2022-06-30,,,Abu Kamara,/abu-kamara/profil/spieler/696764
2122,Corona virus,injury,2021-12-21,2022-01-01,11,1,Ciaran Clark,/ciaran-clark/profil/spieler/98240
2122,Transferred to Burnley U21,Transfer,2021-07-01,2022-06-30,,,Sam Waller,/sam-waller/profil/spieler/733430
2122,Transferred to Atalanta BC,Transfer,2021-07-01,2021-07-23,,,Pierluigi Gollini,/pierluigi-gollini/profil/spieler/244192
2122,Transferred to Atalanta BC,Transfer,2022-06-30,2022-06-30,,,Pierluigi Gollini,/pierluigi-gollini/profil/spieler/244192
2122,Transferred to Barnet,Transfer,2021-08-31,2022-05-30,,,Aston Oxborough,/aston-oxborough/profil/spieler/288948
2122,Transferred to Man City U23,Transfer,2021-07-01,2022-01-29,,,Finley Burns,/finley-burns/profil/spieler/581681
2122,Transferred to Swansea,Transfer,2022-01-30,2022-05-30,,,Finley Burns,/finley-burns/profil/spieler/581681
2122,Transferred to Man City U23,Transfer,2022-05-31,2022-06-30,,,Finley Burns,/finley-burns/profil/spieler/581681
2122,Transferred to West Brom,Transfer,2021-07-13,2022-05-30,,,Matt Clarke,/matt-clarke/profil/spieler/307497
2122,Corona virus,injury,2022-04-08,2022-04-11,3,1,César Azpilicueta,/cesar-azpilicueta/profil/spieler/57500
2122,Ill,injury,2022-03-10,2022-03-15,5,2,César Azpilicueta,/cesar-azpilicueta/profil/spieler/57500
2122,Knock,injury,2022-02-27,2022-03-06,7,3,César Azpilicueta,/cesar-azpilicueta/profil/spieler/57500
2122,Medial Collateral Ligament Tear,injury,2022-04-10,2022-07-10,91,7,Matt Doherty,/matt-doherty/profil/spieler/171679
2122,Unknown Injury,injury,2021-10-13,2021-10-26,13,3,Matt Doherty,/matt-doherty/profil/spieler/171679
2122,Leg Injury,injury,2022-04-02,2022-05-13,41,8,Luke Shaw,/luke-shaw/profil/spieler/183288
2122,Corona virus,injury,2022-03-02,2022-03-16,14,3,Luke Shaw,/luke-shaw/profil/spieler/183288
2122,Hamstring Injury,injury,2022-01-18,2022-01-31,13,2,Luke Shaw,/luke-shaw/profil/spieler/183288
2122,Head Injury,injury,2021-11-20,2021-12-07,17,5,Luke Shaw,/luke-shaw/profil/spieler/183288
2122,Knee Problems,injury,2022-03-21,2022-04-03,13,1,Naby Keïta,/naby-keita/profil/spieler/302215
2122,Hamstring Injury,injury,2021-10-31,2021-12-05,35,7,Naby Keïta,/naby-keita/profil/spieler/302215
2122,Transferred to Grasshoppers,Transfer,2021-07-01,2022-01-03,,,Toti,/toti/profil/spieler/606718
