season,details,reason,from,until,days,games,player,url
2122,Hamstring Injury,injury,2021-12-02,2022-03-14,102,16,Kalvin Phillips,/kalvin-phillips/profil/spieler/351749
2122,Transferred to Standard Liège,Transfer,2021-08-31,2022-06-29,,,Niels Nkounkou,/niels-nkounkou/profil/spieler/591193
2122,Unknown Injury,injury,2021-12-02,2021-12-25,23,3,Fraser Forster,/fraser-forster/profil/spieler/52570
2122,Knee Injury,injury,2022-05-01,2022-05-25,24,3,Joe Willock,/joe-willock/profil/spieler/340329
2122,Knee Injury,injury,2022-04-04,2022-04-10,6,1,Joe Willock,/joe-willock/profil/spieler/340329
2122,Corona virus,injury,2021-12-21,2021-12-31,10,1,Joe Willock,/joe-willock/profil/spieler/340329
2122,Transferred to Palace U21,Transfer,2021-07-01,2022-06-30,,,Jack Wells-Morrison,/jack-wells-morrison/profil/spieler/814811
2122,Transferred to Leeds U21,Transfer,2021-07-01,2022-06-30,,,Stuart McKinstry,/stuart-mckinstry/profil/spieler/592474
2122,Bruised Ankle,injury,2022-01-07,2022-02-25,49,7,Charlie Taylor,/charlie-taylor/profil/spieler/195633
2122,Groin Injury,injury,2021-12-10,2022-03-18,98,19,Abdallah Sima,/abdallah-sima/profil/spieler/776798
2122,Back Injury,injury,2021-11-02,2021-12-04,32,5,Abdallah Sima,/abdallah-sima/profil/spieler/776798
2122,Ankle Injury,injury,2021-09-24,2021-10-29,35,7,Abdallah Sima,/abdallah-sima/profil/spieler/776798
2122,Fitness,injury,2021-07-12,2021-07-28,16,1,Abdallah Sima,/abdallah-sima/profil/spieler/776798
2122,Transferred to Slavia Prague,Transfer,2021-07-01,2021-08-30,,,Abdallah Sima,/abdallah-sima/profil/spieler/776798
2122,Transferred to Stoke City,Transfer,2021-09-01,2022-05-30,,,Abdallah Sima,/abdallah-sima/profil/spieler/776798
2122,Minor Knock,injury,2022-06-09,2022-06-13,4,,Juraj Kucka,/juraj-kucka/profil/spieler/74943
2122,Leg Injury,injury,2021-08-16,2021-08-26,10,2,Juraj Kucka,/juraj-kucka/profil/spieler/74943
2122,Transferred to Parma,Transfer,2021-07-01,2021-08-05,,,Juraj Kucka,/juraj-kucka/profil/spieler/74943
2122,Transferred to Parma,Transfer,2022-06-30,2022-06-30,,,Juraj Kucka,/juraj-kucka/profil/spieler/74943
2122,Corona virus,injury,2021-12-17,2021-12-24,7,2,Albert Sambi Lokonga,/albert-sambi-lokonga/profil/spieler/381967
2122,Transferred to RSC Anderlecht,Transfer,2021-07-01,2021-07-18,,,Albert Sambi Lokonga,/albert-sambi-lokonga/profil/spieler/381967
2122,Transferred to Burnley U21,Transfer,2021-07-01,2022-06-30,,,Mark Helm,/mark-helm/profil/spieler/596217
2122,Shinbone injury,injury,2022-02-10,2022-02-18,8,2,Nemanja Matic,/nemanja-matic/profil/spieler/74683
2122,Corona virus,injury,2021-12-13,2022-01-06,24,2,Josh Brownhill,/josh-brownhill/profil/spieler/293569
2122,Transferred to Cádiz CF,Transfer,2021-08-23,2022-06-29,,,Florin Andone,/florin-andone/profil/spieler/177065
2122,Hamstring Injury,injury,2021-08-28,2021-09-10,13,1,Solly March,/solly-march/profil/spieler/209212
2122,Ill,injury,2022-04-10,2022-04-19,9,1,Steven Alzate,/steven-alzate/profil/spieler/476237
2122,Ankle Surgery,injury,2021-09-27,2021-12-14,78,11,Steven Alzate,/steven-alzate/profil/spieler/476237
2122,Transferred to Preston,Transfer,2021-07-01,2022-05-30,,,Sepp van den Berg,/sepp-van-den-berg/profil/spieler/541231
2122,Transferred to Leicester U21,Transfer,2021-07-01,2022-06-30,,,Wanya Marçal,/wanya-marcal/profil/spieler/670988
2122,Transferred to Arsenal U18,Transfer,2021-07-01,2021-12-31,,,Marcelo Flores,/marcelo-flores/profil/spieler/668495
2122,Transferred to Arsenal U23,Transfer,2022-01-01,2022-06-30,,,Marcelo Flores,/marcelo-flores/profil/spieler/668495
2122,Transferred to Millwall,Transfer,2021-08-31,2022-05-30,,,Sheyi Ojo,/sheyi-ojo/profil/spieler/236510
2122,Transferred to Birmingham,Transfer,2021-08-30,2022-06-30,,,Troy Deeney,/troy-deeney/profil/spieler/65477
2122,Transferred to Chelsea U23,Transfer,2021-07-01,2021-07-26,,,Dynel Simeu,/dynel-simeu/profil/spieler/503976
2122,Transferred to Southampton B,Transfer,2021-07-27,2022-01-24,,,Dynel Simeu,/dynel-simeu/profil/spieler/503976
2122,Transferred to Carlisle United,Transfer,2022-01-25,2022-05-30,,,Dynel Simeu,/dynel-simeu/profil/spieler/503976
2122,Transferred to Southampton B,Transfer,2022-05-31,2022-06-30,,,Dynel Simeu,/dynel-simeu/profil/spieler/503976
2122,Ankle Surgery,injury,2022-04-05,2022-06-06,62,10,Nathan Patterson,/nathan-patterson/profil/spieler/424015
2122,Quarantine,injury,2021-08-27,2021-09-08,12,1,Nathan Patterson,/nathan-patterson/profil/spieler/424015
2122,Transferred to Rangers,Transfer,2021-07-01,2022-01-03,,,Nathan Patterson,/nathan-patterson/profil/spieler/424015
2122,Transferred to Chelsea U23,Transfer,2021-07-01,2022-06-30,,,Xavier Simons,/xavier-simons/profil/spieler/599739
2122,Hamstring Injury,injury,2022-03-30,2022-05-23,54,9,Ozan Kabak,/ozan-kabak/profil/spieler/361260
2122,Influenza,injury,2021-11-04,2021-11-29,25,3,Ozan Kabak,/ozan-kabak/profil/spieler/361260
2122,Transferred to FC Schalke 04,Transfer,2021-07-01,2021-08-29,,,Ozan Kabak,/ozan-kabak/profil/spieler/361260
2122,Transferred to FC Schalke 04,Transfer,2022-06-30,2022-06-30,,,Ozan Kabak,/ozan-kabak/profil/spieler/361260
2122,Hamstring Injury,injury,2021-12-12,2022-03-31,109,19,Jonny Evans,/jonny-evans/profil/spieler/42412
2122,Foot Injury,injury,2021-08-01,2021-09-10,40,4,Jonny Evans,/jonny-evans/profil/spieler/42412
2122,Corona virus,injury,2022-01-19,2022-01-29,10,1,Yan Couto,/yan-couto/profil/spieler/627228
2122,Transferred to SC Braga,Transfer,2021-08-21,2022-06-29,,,Yan Couto,/yan-couto/profil/spieler/627228
2122,Achilles tendon problems,injury,2022-02-28,2022-05-02,63,15,Callum Hudson-Odoi,/callum-hudson-odoi/profil/spieler/392768
2122,Knock,injury,2021-09-11,2021-09-17,6,2,Rhys Williams,/rhys-williams/profil/spieler/503679
2122,Transferred to Swansea,Transfer,2021-08-31,2022-01-19,,,Rhys Williams,/rhys-williams/profil/spieler/503679
2122,Transferred to Olympique Lyon,Transfer,2022-01-31,2022-06-29,,,Tanguy Ndombélé,/tanguy-ndombele/profil/spieler/450936
2122,Transferred to Brentford B,Transfer,2021-07-01,2022-06-30,,,Max Haygarth,/max-haygarth/profil/spieler/596216
2122,Transferred to West Ham U21,Transfer,2021-07-01,2022-06-30,,,Emmanuel Longelo,/emmanuel-longelo/profil/spieler/504386
2122,Knee Problems,injury,2022-04-26,2022-05-03,7,2,Harry Maguire,/harry-maguire/profil/spieler/177907
2122,Chest injury,injury,2022-01-01,2022-01-14,13,2,Harry Maguire,/harry-maguire/profil/spieler/177907
2122,Calf Injury,injury,2021-09-25,2021-10-15,20,3,Harry Maguire,/harry-maguire/profil/spieler/177907
2122,Transferred to Man Utd U23,Transfer,2021-07-01,2022-06-30,,,Alejandro Garnacho,/alejandro-garnacho/profil/spieler/811779
2122,Transferred to Tottenham U23,Transfer,2021-07-01,2021-08-30,,,J'Neil Bennett,/jneil-bennett/profil/spieler/554174
2122,Transferred to Crewe Alexandra,Transfer,2021-08-31,2021-12-31,,,J'Neil Bennett,/jneil-bennett/profil/spieler/554174
2122,Transferred to Tottenham U23,Transfer,2022-01-01,2022-06-30,,,J'Neil Bennett,/jneil-bennett/profil/spieler/554174
2122,Transferred to Bournemouth,Transfer,2021-07-27,2022-05-30,,,Leif Davis,/leif-davis/profil/spieler/596446
2122,Lumbago,injury,2022-02-03,2022-03-14,39,8,Axel Tuanzebe,/axel-tuanzebe/profil/spieler/342046
2122,Transferred to SSC Napoli,Transfer,2022-01-07,2022-06-29,,,Axel Tuanzebe,/axel-tuanzebe/profil/spieler/342046
2122,Transferred to Liverpool U23,Transfer,2021-07-01,2022-06-30,,,Max Woltman,/max-woltman/profil/spieler/696326
2122,Transferred to Arsenal U23,Transfer,2021-07-01,2021-08-29,,,Miguel Azeez,/miguel-azeez/profil/spieler/547533
2122,Transferred to Portsmouth,Transfer,2021-08-30,2022-01-16,,,Miguel Azeez,/miguel-azeez/profil/spieler/547533
2122,Transferred to Arsenal U23,Transfer,2022-01-17,2022-06-30,,,Miguel Azeez,/miguel-azeez/profil/spieler/547533
2122,Ill,injury,2021-12-19,2021-12-27,8,2,Jordan Henderson,/jordan-henderson/profil/spieler/61651
2122,Corona virus,injury,2021-12-14,2021-12-25,11,1,Neal Maupay,/neal-maupay/profil/spieler/217115
2122,Shoulder Injury,injury,2021-08-21,2021-08-27,6,2,Neal Maupay,/neal-maupay/profil/spieler/217115
2122,Transferred to Tottenham U23,Transfer,2021-07-01,2022-01-17,,,Dilan Markanday,/dilan-markanday/profil/spieler/530807
2122,Transferred to Blackburn,Transfer,2022-01-18,2022-06-30,,,Dilan Markanday,/dilan-markanday/profil/spieler/530807
2122,Transferred to Tottenham U23,Transfer,2021-07-01,2022-01-26,,,Nile John,/nile-john/profil/spieler/581683
2122,Transferred to Charlton,Transfer,2022-01-27,2022-04-10,,,Nile John,/nile-john/profil/spieler/581683
2122,Transferred to Tottenham U23,Transfer,2022-04-11,2022-06-30,,,Nile John,/nile-john/profil/spieler/581683
2122,Knee Problems,injury,2022-05-20,2022-05-29,9,1,Emiliano Martínez,/emiliano-martinez/profil/spieler/111873
2122,Metatarsal Fracture,injury,2021-11-27,2022-03-31,124,16,Daniel Adshead,/daniel-adshead/profil/spieler/532464
2122,Transferred to Gillingham FC,Transfer,2021-08-19,2022-02-11,,,Daniel Adshead,/daniel-adshead/profil/spieler/532464
2122,Transferred to Leeds U21,Transfer,2021-07-01,2022-06-30,,,Jack Jenkins,/jack-jenkins/profil/spieler/734375
2122,Transferred to Brighton U23,Transfer,2021-07-01,2022-06-30,,,Odel Offiah,/odel-offiah/profil/spieler/567597
2122,Bruised Ankle,injury,2022-04-22,2022-05-31,39,6,Max Kilman,/max-kilman/profil/spieler/525247
2122,Ill,injury,2022-01-16,2022-01-25,9,3,Ben Woodburn,/ben-woodburn/profil/spieler/344015
2122,Transferred to Heart of Midl.,Transfer,2021-08-23,2022-05-30,,,Ben Woodburn,/ben-woodburn/profil/spieler/344015
2122,Ill,injury,2022-02-11,2022-02-16,5,1,Jamaal Lascelles,/jamaal-lascelles/profil/spieler/183318
2122,Unknown Injury,injury,2022-05-01,2022-05-08,7,2,Jorginho,/jorginho/profil/spieler/102017
2122,Corona virus,injury,2022-03-01,2022-03-12,11,3,Marcos Alonso,/marcos-alonso/profil/spieler/112515
2122,Transferred to Olympique Lyon,Transfer,2021-07-01,2022-01-29,,,Bruno Guimarães,/bruno-guimaraes/profil/spieler/520624
2122,Transferred to Burnley U21,Transfer,2021-07-01,2022-06-30,,,Lewis Richardson,/lewis-richardson/profil/spieler/657863
2122,Transferred to Southampton B,Transfer,2021-07-01,2021-08-04,,,James Morris,/james-morris/profil/spieler/610621
2122,Transferred to Watford U23,Transfer,2021-08-05,2022-06-30,,,James Morris,/james-morris/profil/spieler/610621
2122,Transferred to QPR,Transfer,2021-07-12,2022-05-30,,,Sam McCallum,/sam-mccallum/profil/spieler/618901
2122,Transferred to Everton U23,Transfer,2021-07-01,2022-06-30,,,Reece Welch,/reece-welch/profil/spieler/655986
2122,Transferred to Norwich U21,Transfer,2021-07-01,2021-12-31,,,Jonathan Rowe,/jonathan-rowe/profil/spieler/672381
2122,Transferred to Fulham,Transfer,2021-08-31,2022-01-30,,,Domingos Quina,/domingos-quina/profil/spieler/391719
2122,Transferred to Barnsley FC,Transfer,2022-01-31,2022-04-25,,,Domingos Quina,/domingos-quina/profil/spieler/391719
2122,Shoulder Injury,injury,2021-09-13,2021-09-27,14,4,Jordan Pickford,/jordan-pickford/profil/spieler/130164
2122,Quarantine,injury,2021-09-09,2021-09-17,8,2,Davinson Sánchez,/davinson-sanchez/profil/spieler/341429
2122,Ankle Injury,injury,2022-04-18,2022-05-02,14,3,Issa Diop,/issa-diop/profil/spieler/272622
2122,Shoulder Injury,injury,2022-01-03,2022-06-01,149,44,Matija Sarkic,/matija-sarkic/profil/spieler/293257
2122,Transferred to Birmingham,Transfer,2021-07-26,2022-01-05,,,Matija Sarkic,/matija-sarkic/profil/spieler/293257
2122,Transferred to Leeds U21,Transfer,2021-07-01,2022-06-30,,,Kris Moore,/kris-moore/profil/spieler/746067
2122,Achilles tendon problems,injury,2022-01-30,2022-10-31,274,33,Nathan Ferguson,/nathan-ferguson/profil/spieler/507254
2122,Transferred to KAS Eupen,Transfer,2021-07-01,2022-01-06,,,Edo Kayembe,/edo-kayembe/profil/spieler/486477
2122,Transferred to Northampton,Transfer,2021-07-01,2021-08-15,,,Caleb Chukwuemeka,/caleb-chukwuemeka/profil/spieler/742746
2122,Transferred to Aston Villa U23,Transfer,2021-08-16,2022-01-11,,,Caleb Chukwuemeka,/caleb-chukwuemeka/profil/spieler/742746
2122,Transferred to Livingston FC,Transfer,2022-01-12,2022-05-19,,,Caleb Chukwuemeka,/caleb-chukwuemeka/profil/spieler/742746
2122,Transferred to Aston Villa U23,Transfer,2022-05-20,2022-06-30,,,Caleb Chukwuemeka,/caleb-chukwuemeka/profil/spieler/742746
2122,Transferred to Arsenal U23,Transfer,2021-07-01,2022-06-30,,,Zak Swanson,/zak-swanson/profil/spieler/540687
2122,Transferred to Birmingham,Transfer,2022-01-04,2022-05-30,,,Teden Mengi,/teden-mengi/profil/spieler/548470
2122,Transferred to Brighton U23,Transfer,2021-07-01,2022-06-30,,,Andy Moran,/andy-moran/profil/spieler/724537
2122,Transferred to SD Huesca,Transfer,2021-07-01,2021-08-16,,,Álvaro Fernández,/alvaro-fernandez/profil/spieler/453704
2122,Transferred to SD Huesca,Transfer,2022-06-30,2022-06-30,,,Álvaro Fernández,/alvaro-fernandez/profil/spieler/453704
2122,Transferred to Aston Villa U23,Transfer,2021-07-01,2022-01-10,,,Aaron Ramsey,/aaron-ramsey/profil/spieler/646658
2122,Transferred to Cheltenham,Transfer,2022-01-11,2022-05-30,,,Aaron Ramsey,/aaron-ramsey/profil/spieler/646658
2122,Transferred to Aston Villa U23,Transfer,2022-05-31,2022-06-30,,,Aaron Ramsey,/aaron-ramsey/profil/spieler/646658
2122,Foot Injury,injury,2021-08-01,2021-09-09,39,4,Phil Foden,/phil-foden/profil/spieler/406635
2122,Knee Injury,injury,2021-12-11,2022-03-31,110,15,Marvelous Nakamba,/marvelous-nakamba/profil/spieler/324882
2122,Transferred to Udinese Calcio,Transfer,2021-07-01,2022-01-05,,,Samir Caetano,/samir-caetano/profil/spieler/255744
2122,Ankle Surgery,injury,2021-07-01,2021-08-02,32,,Jarrad Branthwaite,/jarrad-branthwaite/profil/spieler/661053
2122,Transferred to Wolves U21,Transfer,2021-07-01,2021-07-12,,,Ryan Giles,/ryan-giles/profil/spieler/504581
2122,Transferred to Cardiff,Transfer,2021-07-13,2022-01-02,,,Ryan Giles,/ryan-giles/profil/spieler/504581
2122,Transferred to Wolves U21,Transfer,2022-01-03,2022-01-30,,,Ryan Giles,/ryan-giles/profil/spieler/504581
2122,Transferred to Blackburn,Transfer,2022-01-31,2022-05-30,,,Ryan Giles,/ryan-giles/profil/spieler/504581
2122,Transferred to Wolves U21,Transfer,2022-05-31,2022-06-30,,,Ryan Giles,/ryan-giles/profil/spieler/504581
2122,Transferred to Arsenal U23,Transfer,2021-07-01,2022-06-30,,,Omari Hutchinson,/omari-hutchinson/profil/spieler/741238
2122,Ankle Injury,injury,2022-03-30,2022-07-01,93,9,Josh Sargent,/josh-sargent/profil/spieler/393325
2122,Transferred to Werder Bremen,Transfer,2021-07-01,2021-08-08,,,Josh Sargent,/josh-sargent/profil/spieler/393325
2122,Ankle Injury,injury,2021-12-22,2022-01-05,14,1,Tammy Abraham,/tammy-abraham/profil/spieler/331726
2122,Bruised Ankle,injury,2021-10-12,2021-10-17,5,1,Tammy Abraham,/tammy-abraham/profil/spieler/331726
2122,Transferred to AS Roma,Transfer,2021-08-17,2022-06-30,,,Tammy Abraham,/tammy-abraham/profil/spieler/331726
2122,Transferred to Atlético Madrid,Transfer,2021-07-01,2021-08-30,,,Saúl Ñíguez,/saul-niguez/profil/spieler/148928
2122,Transferred to Atlético Madrid,Transfer,2022-06-30,2022-06-30,,,Saúl Ñíguez,/saul-niguez/profil/spieler/148928
2122,Transferred to Aston Villa U23,Transfer,2021-07-01,2022-06-30,,,Lamare Bogarde,/lamare-bogarde/profil/spieler/645686
2122,Transferred to Aston Villa U23,Transfer,2021-07-01,2022-06-30,,,Hayden Lindley,/hayden-lindley/profil/spieler/698097
2122,Transferred to Leicester U21,Transfer,2021-07-01,2022-01-30,,,Vontae Daley-Campbell,/vontae-daley-campbell/profil/spieler/530732
2122,Transferred to Dundee FC,Transfer,2022-01-31,2022-05-15,,,Vontae Daley-Campbell,/vontae-daley-campbell/profil/spieler/530732
2122,Transferred to Leicester U21,Transfer,2022-05-16,2022-06-30,,,Vontae Daley-Campbell,/vontae-daley-campbell/profil/spieler/530732
2122,Foot surgery,injury,2022-02-12,2022-04-19,66,9,Dennis Praet,/dennis-praet/profil/spieler/129588
2122,Ankle problems,injury,2022-01-10,2022-01-15,5,2,Dennis Praet,/dennis-praet/profil/spieler/129588
2122,Muscular problems,injury,2021-12-19,2021-12-22,3,2,Dennis Praet,/dennis-praet/profil/spieler/129588
2122,Ankle fracture,injury,2021-11-17,2021-11-24,7,1,Dennis Praet,/dennis-praet/profil/spieler/129588
2122,Biceps femoris muscle injury,injury,2021-09-17,2021-10-18,31,5,Dennis Praet,/dennis-praet/profil/spieler/129588
2122,Transferred to Torino,Transfer,2021-08-31,2022-06-29,,,Dennis Praet,/dennis-praet/profil/spieler/129588
2122,Transferred to Leeds U21,Transfer,2021-07-01,2022-06-30,,,Nohan Kenneh,/nohan-kenneh/profil/spieler/581677
2122,Corona virus,injury,2021-12-13,2022-01-07,25,3,Jack Stephens,/jack-stephens/profil/spieler/163744
2122,Knee Injury,injury,2021-09-18,2021-11-30,73,11,Jack Stephens,/jack-stephens/profil/spieler/163744
2122,Transferred to Nordsjaelland,Transfer,2022-01-29,2022-06-30,,,Mads Bidstrup,/mads-bidstrup/profil/spieler/462832
2122,Cruciate Ligament Rupture,injury,2022-04-02,2023-04-14,377,44,Jakub Moder,/jakub-moder/profil/spieler/384461
2122,Pelvis Injury,injury,2021-11-27,2022-02-04,69,11,Mathias Normann,/mathias-normann/profil/spieler/257805
2122,Transferred to Rostov,Transfer,2021-07-01,2021-08-28,,,Mathias Normann,/mathias-normann/profil/spieler/257805
2122,Transferred to Rostov,Transfer,2022-06-30,2022-06-30,,,Mathias Normann,/mathias-normann/profil/spieler/257805
2122,Cruciate Ligament Rupture,injury,2022-04-25,2023-04-13,353,43,Tino Livramento,/tino-livramento/profil/spieler/503981
2122,Knee Problems,injury,2022-01-06,2022-02-03,28,4,Tino Livramento,/tino-livramento/profil/spieler/503981
2122,Transferred to Chelsea U23,Transfer,2021-07-01,2021-08-01,,,Tino Livramento,/tino-livramento/profil/spieler/503981
2122,Transferred to West Ham U21,Transfer,2021-07-01,2022-06-30,,,Aji Alese,/aji-alese/profil/spieler/502065
2122,Transferred to West Ham U21,Transfer,2021-07-01,2022-06-30,,,Sonny Perkins,/sonny-perkins/profil/spieler/670877
2122,Groin Surgery,injury,2021-11-03,2022-02-21,110,18,Tahith Chong,/tahith-chong/profil/spieler/344830
2122,Transferred to Birmingham,Transfer,2021-07-26,2022-05-30,,,Tahith Chong,/tahith-chong/profil/spieler/344830
2122,groin strain,injury,2022-04-30,2022-06-30,61,5,Sergio Reguilón,/sergio-reguilon/profil/spieler/282429
2122,Corona virus,injury,2022-02-15,2022-02-22,7,1,Sergio Reguilón,/sergio-reguilon/profil/spieler/282429
2122,Dead Leg,injury,2022-02-24,2022-03-03,7,2,Lucas Moura,/lucas-moura/profil/spieler/77100
2122,Ankle Injury,injury,2021-09-16,2021-09-23,7,3,Lucas Moura,/lucas-moura/profil/spieler/77100
2122,Transferred to Orlando,Transfer,2021-07-01,2021-07-30,,,Brandon Austin,/brandon-austin/profil/spieler/428016
2122,Transferred to Tottenham U23,Transfer,2021-07-31,2021-07-31,,,Brandon Austin,/brandon-austin/profil/spieler/428016
2122,Knee Surgery,injury,2022-03-10,2022-04-25,46,11,Danny Ward,/danny-ward/profil/spieler/203026
2122,Groin Injury,injury,2021-12-14,2021-12-31,17,2,Rayan Aït-Nouri,/rayan-ait-nouri/profil/spieler/578391
2122,Head Injury,injury,2021-09-22,2021-10-02,10,3,Rayan Aït-Nouri,/rayan-ait-nouri/profil/spieler/578391
2122,Transferred to Angers SCO,Transfer,2021-07-01,2021-07-08,,,Rayan Aït-Nouri,/rayan-ait-nouri/profil/spieler/578391
2122,Ill,injury,2022-01-14,2022-01-23,9,3,Aaron Wan-Bissaka,/aaron-wan-bissaka/profil/spieler/477758
2122,Hand Injury,injury,2021-11-29,2021-12-04,5,1,Aaron Wan-Bissaka,/aaron-wan-bissaka/profil/spieler/477758
2122,Fitness,injury,2021-08-01,2021-08-09,8,,Rob Holding,/rob-holding/profil/spieler/253341
2122,Transferred to Everton U23,Transfer,2021-07-01,2022-06-30,,,Tyler Onyango,/tyler-onyango/profil/spieler/663225
2122,Transferred to Cheltenham,Transfer,2021-08-30,2022-05-30,,,Mattie Pollock,/mattie-pollock/profil/spieler/624948
2122,Metatarsal Fracture,injury,2022-02-13,2022-05-01,77,13,Kieran Trippier,/kieran-trippier/profil/spieler/95810
2122,Shoulder Injury,injury,2021-11-08,2021-12-10,32,5,Kieran Trippier,/kieran-trippier/profil/spieler/95810
2122,Transferred to Atlético Madrid,Transfer,2021-07-01,2022-01-06,,,Kieran Trippier,/kieran-trippier/profil/spieler/95810
2122,Corona virus,injury,2021-11-19,2021-12-03,14,4,Kevin De Bruyne,/kevin-de-bruyne/profil/spieler/88755
2122,Ankle Injury,injury,2021-08-01,2021-09-10,40,4,Kevin De Bruyne,/kevin-de-bruyne/profil/spieler/88755
2122,Calf Injury,injury,2022-01-03,2022-02-02,30,4,Will Smallbone,/will-smallbone/profil/spieler/444211
2122,Transferred to Brighton U23,Transfer,2021-07-01,2022-06-30,,,Tom McGill,/tom-mcgill/profil/spieler/406556
2122,Transferred to Fulham U18,Transfer,2021-07-01,2021-07-29,,,Mika Biereth,/mika-biereth/profil/spieler/565821
2122,Transferred to Arsenal U23,Transfer,2021-07-30,2022-06-30,,,Mika Biereth,/mika-biereth/profil/spieler/565821
2122,Corona virus,injury,2022-03-21,2022-03-28,7,,Robin Koch,/robin-koch/profil/spieler/328784
2122,Ill,injury,2021-11-29,2021-12-17,18,4,Robin Koch,/robin-koch/profil/spieler/328784
2122,Pubis bone contusion,injury,2021-08-19,2021-11-28,101,15,Robin Koch,/robin-koch/profil/spieler/328784
2122,Hamstring Injury,injury,2021-09-22,2022-02-25,156,23,Yerson Mosquera,/yerson-mosquera/profil/spieler/716276
2122,Hamstring Injury,injury,2021-08-01,2021-08-14,13,1,Yerson Mosquera,/yerson-mosquera/profil/spieler/716276
2122,Transferred to Chelsea U23,Transfer,2021-07-01,2022-06-30,,,Lucas Bergström,/lucas-bergstrom/profil/spieler/490606
2122,Transferred to AS Roma,Transfer,2022-01-07,2022-06-29,,,Ainsley Maitland-Niles,/ainsley-maitland-niles/profil/spieler/285845
2122,Knee Injury,injury,2021-12-01,2022-01-22,52,9,Lewis Dunk,/lewis-dunk/profil/spieler/148153
2122,Corona virus,injury,2022-03-19,2022-03-26,7,1,Saman Ghoddos,/saman-ghoddos/profil/spieler/204294
2122,Transferred to Spurs U18,Transfer,2021-07-01,2021-07-31,,,Alfie Devine,/alfie-devine/profil/spieler/728734
2122,Transferred to Tottenham U23,Transfer,2021-08-01,2022-06-30,,,Alfie Devine,/alfie-devine/profil/spieler/728734
2122,Transferred to Derby,Transfer,2021-07-01,2022-01-30,,,Luke Plange,/luke-plange/profil/spieler/586986
2122,Transferred to Derby,Transfer,2022-02-01,2022-05-30,,,Luke Plange,/luke-plange/profil/spieler/586986
2122,Transferred to Watford U23,Transfer,2021-07-01,2022-02-04,,,Kamil Conteh,/kamil-conteh/profil/spieler/733494
2122,Transferred to Braintree,Transfer,2022-02-05,2022-05-30,,,Kamil Conteh,/kamil-conteh/profil/spieler/733494
2122,Transferred to Watford U23,Transfer,2022-05-31,2022-06-30,,,Kamil Conteh,/kamil-conteh/profil/spieler/733494
2122,Ill,injury,2022-03-07,2022-03-12,5,1,Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642
2122,Knock,injury,2022-02-14,2022-03-04,18,2,Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642
2122,Calf Injury,injury,2021-12-28,2022-01-05,8,,Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642
2122,Ruptured cruciate ligament,injury,2021-11-22,2022-05-19,178,43,Ben Chilwell,/ben-chilwell/profil/spieler/316125
2122,Unknown Injury,injury,2021-08-16,2021-09-07,22,4,Joe Rodon,/joe-rodon/profil/spieler/297212
2122,Transferred to Leicester U18,Transfer,2021-07-01,2022-06-30,,,Will Alves,/will-alves/profil/spieler/867711
2122,Transferred to Wolves U21,Transfer,2021-07-01,2022-06-30,,,Chem Campbell,/chem-campbell/profil/spieler/614603
2122,Transferred to Tottenham U23,Transfer,2021-07-01,2022-06-30,,,Harvey White,/harvey-white/profil/spieler/581598
2122,Back Injury,injury,2022-03-07,2022-03-15,8,2,Mahmoud Trezeguet,/mahmoud-trezeguet/profil/spieler/234189
2122,Transferred to Basaksehir,Transfer,2022-02-08,2022-06-29,,,Mahmoud Trezeguet,/mahmoud-trezeguet/profil/spieler/234189
2122,Hamstring Injury,injury,2021-12-06,2022-05-06,151,24,Alex McCarthy,/alex-mccarthy/profil/spieler/95976
2122,Calf Injury,injury,2022-02-22,2022-08-21,180,21,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2122,Appendectomy,injury,2022-01-24,2022-02-21,28,4,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2122,Corona virus,injury,2022-01-04,2022-01-18,14,1,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2122,Unknown Injury,injury,2021-10-04,2021-10-20,16,1,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2122,Transferred to FC Porto B,Transfer,2021-07-03,2022-01-24,,,Sebastian Soto,/sebastian-soto/profil/spieler/605498
2122,Transferred to Livingston FC,Transfer,2022-01-26,2022-06-30,,,Sebastian Soto,/sebastian-soto/profil/spieler/605498
2122,Transferred to Leicester U21,Transfer,2021-07-01,2022-06-30,,,Ben Nelson,/ben-nelson/profil/spieler/714458
2122,Muscular problems,injury,2021-11-09,2021-11-12,3,,Bernardo Silva,/bernardo-silva/profil/spieler/241641
2122,Transferred to Norwich U21,Transfer,2021-07-01,2022-06-30,,,Jon McCracken,/jon-mccracken/profil/spieler/403564
2122,Transferred to Peterborough,Transfer,2021-08-31,2022-01-04,,,Conor Coventry,/conor-coventry/profil/spieler/419025
2122,Transferred to MK Dons,Transfer,2022-01-18,2022-05-30,,,Conor Coventry,/conor-coventry/profil/spieler/419025
2122,Knee Injury,injury,2022-05-07,2022-09-30,146,15,Imrân Louza,/imran-louza/profil/spieler/635336
2122,Foot Injury,injury,2022-01-08,2022-04-11,93,16,Cole Palmer,/cole-palmer/profil/spieler/568177
