season,injury,from,until,days,games,player,url
2122,Corona virus,2021-12-14,2021-12-25,11,1,Neal Maupay,/neal-maupay/profil/spieler/217115
2122,Shoulder Injury,2021-08-21,2021-08-27,6,2,Neal Maupay,/neal-maupay/profil/spieler/217115
2122,Corona virus,2022-02-07,2022-02-16,9,2,Vitaliy Mykolenko,/vitaliy-mykolenko/profil/spieler/404842
2122,Unknown Injury,2021-10-29,2021-11-18,20,3,Vitaliy Mykolenko,/vitaliy-mykolenko/profil/spieler/404842
2122,Pulled hamstring at the adductors,2021-10-03,2021-10-13,10,1,Vitaliy Mykolenko,/vitaliy-mykolenko/profil/spieler/404842
2122,Unknown Injury,2021-09-04,2021-09-10,6,,Vitaliy Mykolenko,/vitaliy-mykolenko/profil/spieler/404842
2122,Fitness,2021-08-01,2021-08-09,8,,Rob Holding,/rob-holding/profil/spieler/253341
2122,Thigh Problems,2021-12-13,2022-02-15,64,8,Federico Fernández,/federico-fernandez/profil/spieler/85475
2122,Leg Injury,2022-04-02,2022-05-13,41,8,Luke Shaw,/luke-shaw/profil/spieler/183288
2122,Corona virus,2022-03-02,2022-03-16,14,3,Luke Shaw,/luke-shaw/profil/spieler/183288
2122,Hamstring Injury,2022-01-18,2022-01-31,13,2,Luke Shaw,/luke-shaw/profil/spieler/183288
2122,Head Injury,2021-11-20,2021-12-07,17,5,Luke Shaw,/luke-shaw/profil/spieler/183288
2122,Calf Injury,2022-04-29,2022-05-03,4,1,Kiernan Dewsbury-Hall,/kiernan-dewsbury-hall/profil/spieler/475188
2122,Corona virus,2021-12-18,2021-12-31,13,1,Fábio Silva,/fabio-silva/profil/spieler/505653
2122,Fibula Fracture,2021-08-04,2022-03-15,223,41,Wesley Fofana,/wesley-fofana/profil/spieler/475411
2122,Ankle Surgery,2022-04-05,,64,10,Nathan Patterson,/nathan-patterson/profil/spieler/424015
2122,Quarantine,2021-08-27,2021-09-08,12,1,Nathan Patterson,/nathan-patterson/profil/spieler/424015
2122,Corona virus,2021-12-21,2022-01-01,11,1,Ciaran Clark,/ciaran-clark/profil/spieler/98240
2122,Corona virus,2021-12-14,2021-12-28,14,2,Jason Steele,/jason-steele/profil/spieler/73564
2122,Ill,2022-02-11,2022-02-16,5,1,Jamaal Lascelles,/jamaal-lascelles/profil/spieler/183318
2122,Muscular problems,2021-11-09,2021-11-12,3,,Bernardo Silva,/bernardo-silva/profil/spieler/241641
2122,Knee Injury,2022-04-21,2022-04-29,8,1,Tariq Lamptey,/tariq-lamptey/profil/spieler/504148
2122,Calf Injury,2021-12-27,2022-01-16,20,5,Steven Bergwijn,/steven-bergwijn/profil/spieler/284165
2122,Ankle Injury,2021-09-16,2021-10-11,25,6,Steven Bergwijn,/steven-bergwijn/profil/spieler/284165
2122,Ankle Injury,2021-09-07,2021-09-14,7,1,Steven Bergwijn,/steven-bergwijn/profil/spieler/284165
2122,Knee Injury,2021-12-11,2022-03-31,110,15,Marvelous Nakamba,/marvelous-nakamba/profil/spieler/324882
2122,Shoulder Injury,2021-09-14,2021-09-24,10,2,Jordan Pickford,/jordan-pickford/profil/spieler/130164
2122,Corona virus,2021-12-21,2022-01-01,11,1,Matt Ritchie,/matt-ritchie/profil/spieler/92469
2122,Corona virus,2021-12-15,2022-01-03,19,6,Timo Werner,/timo-werner/profil/spieler/170527
2122,Strain,2021-10-21,2021-11-15,25,5,Timo Werner,/timo-werner/profil/spieler/170527
2122,Unknown Injury,2021-11-03,2021-11-08,5,2,Andriy Yarmolenko,/andriy-yarmolenko/profil/spieler/69015
2122,Hamstring Injury,2021-09-22,2022-02-25,156,23,Yerson Mosquera,/yerson-mosquera/profil/spieler/716276
2122,Hamstring Injury,2021-08-01,2021-08-14,13,1,Yerson Mosquera,/yerson-mosquera/profil/spieler/716276
2122,Knee Problems,2022-04-26,2022-05-03,7,2,Harry Maguire,/harry-maguire/profil/spieler/177907
2122,Chest injury,2022-01-01,2022-01-14,13,2,Harry Maguire,/harry-maguire/profil/spieler/177907
2122,Calf Injury,2021-09-25,2021-10-15,20,3,Harry Maguire,/harry-maguire/profil/spieler/177907
2122,Leg Injury,2021-08-15,2021-08-25,10,2,Juraj Kucka,/juraj-kucka/profil/spieler/74943
2122,Hamstring Injury,2022-02-27,2022-03-16,17,3,Ismaïla Sarr,/ismaila-sarr/profil/spieler/410225
2122,Bruise,2022-01-07,2022-01-27,20,3,Ismaïla Sarr,/ismaila-sarr/profil/spieler/410225
2122,Ligament Injury,2021-11-21,2022-01-01,41,6,Ismaïla Sarr,/ismaila-sarr/profil/spieler/410225
2122,Hamstring Injury,2022-04-22,2022-04-26,4,1,Reece James,/reece-james/profil/spieler/472423
2122,Muscle Injury,2022-03-06,2022-03-19,13,4,Reece James,/reece-james/profil/spieler/472423
2122,Fitness,2022-02-12,2022-02-24,12,3,Reece James,/reece-james/profil/spieler/472423
2122,Hamstring Injury,2021-12-29,2022-02-12,45,11,Reece James,/reece-james/profil/spieler/472423
2122,Calf Injury,2021-12-03,2022-01-02,30,8,Adrián,/adrian/profil/spieler/71271
2122,Heel pain,2021-12-09,2022-01-14,36,5,Rodrigo,/rodrigo/profil/spieler/131505
2122,Calf Injury,2021-11-07,2021-12-07,30,6,Youri Tielemans,/youri-tielemans/profil/spieler/249565
2122,Knee Injury,2022-05-01,2022-05-25,24,3,Joe Willock,/joe-willock/profil/spieler/340329
2122,Knee Injury,2022-04-04,2022-04-10,6,1,Joe Willock,/joe-willock/profil/spieler/340329
2122,Corona virus,2021-12-21,2021-12-31,10,1,Joe Willock,/joe-willock/profil/spieler/340329
2122,Corona virus,2021-12-13,2022-01-07,25,3,Jack Stephens,/jack-stephens/profil/spieler/163744
2122,Knee Injury,2021-09-18,2021-11-30,73,11,Jack Stephens,/jack-stephens/profil/spieler/163744
2122,Foot Injury,2022-04-06,2022-04-18,12,2,Scott McTominay,/scott-mctominay/profil/spieler/315969
2122,Ill,2022-02-22,2022-03-02,8,2,Scott McTominay,/scott-mctominay/profil/spieler/315969
2122,Groin Injury,2021-08-26,2021-09-16,21,3,Scott McTominay,/scott-mctominay/profil/spieler/315969
2122,Hamstring Injury,2022-01-21,2022-04-05,74,12,Fabian Delph,/fabian-delph/profil/spieler/50362
2122,Shoulder Injury,2021-08-27,2021-10-25,59,8,Fabian Delph,/fabian-delph/profil/spieler/50362
2122,Thigh Problems,2022-04-30,,39,5,Stuart Dallas,/stuart-dallas/profil/spieler/158764
2122,Knee Injury,2021-12-01,2022-01-22,52,9,Lewis Dunk,/lewis-dunk/profil/spieler/148153
2122,Calf Injury,2022-02-22,,106,16,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2122,Appendectomy,2022-01-24,2022-02-21,28,4,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2122,Corona virus,2022-01-04,2022-01-18,14,1,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2122,Unknown Injury,2021-10-04,2021-10-20,16,1,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2122,Muscular problems,2021-12-15,2022-02-15,62,13,Divock Origi,/divock-origi/profil/spieler/148368
2122,Dead Leg,2021-06-30,2021-07-05,5,,Bukayo Saka,/bukayo-saka/profil/spieler/433177
2122,Hamstring Injury,2022-03-07,2022-04-07,31,5,Ryan Sessegnon,/ryan-sessegnon/profil/spieler/392775
2122,Muscle Injury,2021-12-21,2022-01-07,17,5,Ryan Sessegnon,/ryan-sessegnon/profil/spieler/392775
2122,Knock,2021-09-01,2021-11-14,74,14,Ryan Sessegnon,/ryan-sessegnon/profil/spieler/392775
2122,Thigh Problems,2021-07-01,2021-08-15,45,1,Ryan Sessegnon,/ryan-sessegnon/profil/spieler/392775
2122,Knee Injury,2021-10-25,2022-02-04,102,17,David Raya,/david-raya/profil/spieler/262749
2122,Problems with the hip flexor,2022-03-04,2022-03-08,4,1,Cristiano Ronaldo,/cristiano-ronaldo/profil/spieler/8198
2122,Problems with the hip flexor,2022-01-09,2022-01-18,9,2,Cristiano Ronaldo,/cristiano-ronaldo/profil/spieler/8198
2122,Arm Injury,2021-08-25,2021-08-30,5,1,Cristiano Ronaldo,/cristiano-ronaldo/profil/spieler/8198
2122,Groin Injury,2022-04-30,2022-05-21,21,3,Enock Mwepu,/enock-mwepu/profil/spieler/490307
2122,Hamstring Injury,2022-01-08,2022-03-11,62,10,Enock Mwepu,/enock-mwepu/profil/spieler/490307
2122,Unknown Injury,2021-09-22,2021-10-14,22,3,Enock Mwepu,/enock-mwepu/profil/spieler/490307
2122,Knock,2021-08-24,2021-08-27,3,1,Enock Mwepu,/enock-mwepu/profil/spieler/490307
2122,Metatarsal Fracture,2022-02-13,2022-05-01,77,13,Kieran Trippier,/kieran-trippier/profil/spieler/95810
2122,Shoulder Injury,2021-11-08,2021-12-10,32,5,Kieran Trippier,/kieran-trippier/profil/spieler/95810
2122,Ankle Injury,2022-01-08,2022-02-05,28,5,Billy Gilmour,/billy-gilmour/profil/spieler/423744
2122,Elbow Injury,2022-03-09,2022-03-31,22,1,Matej Vydra,/matej-vydra/profil/spieler/101500
2122,Groin Surgery,2022-02-03,2022-02-28,25,6,Matej Vydra,/matej-vydra/profil/spieler/101500
2122,Thigh Problems,2022-05-12,2022-05-25,13,3,Fabinho,/fabinho/profil/spieler/225693
2122,Corona virus,2021-09-01,2021-09-19,18,2,Shane Long,/shane-long/profil/spieler/37304
2122,Bruised Ankle,2022-01-07,2022-02-25,49,7,Charlie Taylor,/charlie-taylor/profil/spieler/195633
2122,Corona virus,2021-12-13,2022-01-06,24,2,Josh Brownhill,/josh-brownhill/profil/spieler/293569
2122,Metatarsal Fracture,2021-11-27,2022-03-31,124,16,Daniel Adshead,/daniel-adshead/profil/spieler/532464
2122,Corona virus,2022-03-21,2022-03-28,7,,Robin Koch,/robin-koch/profil/spieler/328784
2122,Ill,2021-11-29,2021-12-17,18,4,Robin Koch,/robin-koch/profil/spieler/328784
2122,Pubis bone contusion,2021-08-19,2021-11-28,101,15,Robin Koch,/robin-koch/profil/spieler/328784
2122,Shoulder Injury,2021-12-26,2021-12-28,2,1,Dan Burn,/dan-burn/profil/spieler/134270
2122,Knee Injury,2021-10-27,2021-11-19,23,3,Dan Burn,/dan-burn/profil/spieler/134270
2122,Torn Knee Ligament,2021-07-31,2021-09-18,49,5,Dan Burn,/dan-burn/profil/spieler/134270
2122,Knee Injury,2022-03-19,2022-04-25,37,3,Rúben Neves,/ruben-neves/profil/spieler/225161
2122,Hamstring Injury,2022-02-08,,120,20,Yerry Mina,/yerry-mina/profil/spieler/289446
2122,Thigh Problems,2021-10-22,2021-11-30,39,5,Yerry Mina,/yerry-mina/profil/spieler/289446
2122,Groin Injury,2021-12-10,2022-03-18,98,19,Abdallah Sima,/abdallah-sima/profil/spieler/776798
2122,Back Injury,2021-11-02,2021-12-04,32,5,Abdallah Sima,/abdallah-sima/profil/spieler/776798
2122,Ankle Injury,2021-09-24,2021-10-29,35,7,Abdallah Sima,/abdallah-sima/profil/spieler/776798
2122,Fitness,2021-07-12,2021-07-28,16,1,Abdallah Sima,/abdallah-sima/profil/spieler/776798
2122,Ill,2022-03-04,2022-03-07,3,1,Joel Matip,/joel-matip/profil/spieler/82105
2122,Corona virus,2021-12-30,2022-01-06,7,1,Joel Matip,/joel-matip/profil/spieler/82105
2122,Hamstring Injury,2021-12-22,2022-01-14,23,4,Caglar Söyüncü,/caglar-soyuncu/profil/spieler/320141
2122,Quarantine,2021-09-10,2021-09-17,7,1,Samuel Kalu,/samuel-kalu/profil/spieler/424051
2122,Groin Injury,2022-04-17,2022-04-26,9,3,Antonio Rüdiger,/antonio-rudiger/profil/spieler/86202
2122,Corona virus,2021-12-17,2021-12-24,7,2,Albert Sambi Lokonga,/albert-sambi-lokonga/profil/spieler/381967
2122,Ankle Injury,2021-12-15,2021-12-28,13,2,Joël Veltman,/joel-veltman/profil/spieler/111195
2122,Corona virus,2021-08-14,2021-08-27,13,3,Joël Veltman,/joel-veltman/profil/spieler/111195
2122,Ill,2021-08-02,2021-09-02,31,3,Dean Henderson,/dean-henderson/profil/spieler/258919
2122,Knee Problems,2022-03-21,2022-04-03,13,1,Naby Keïta,/naby-keita/profil/spieler/302215
2122,Hamstring Injury,2021-10-31,2021-12-05,35,7,Naby Keïta,/naby-keita/profil/spieler/302215
2122,Corona virus,2022-01-10,2022-01-16,6,2,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
2122,Shinbone injury,2022-02-10,2022-02-18,8,2,Nemanja Matić,/nemanja-mati%C4%87/profil/spieler/74683
2122,Hamstring Injury,2021-08-28,2021-09-10,13,1,Solly March,/solly-march/profil/spieler/209212
2122,Ankle Fracture,2021-11-20,2022-04-20,151,27,Ian Poveda,/ian-poveda/profil/spieler/392763
2122,Ankle Injury,2022-04-18,2022-05-02,14,3,Issa Diop,/issa-diop/profil/spieler/272622
2122,Knee Injury,2022-03-07,2022-04-25,49,11,Jamie Vardy,/jamie-vardy/profil/spieler/197838
2122,Hamstring Injury,2021-12-27,2022-02-24,59,10,Jamie Vardy,/jamie-vardy/profil/spieler/197838
2122,Thigh Problems,2021-09-04,2021-09-13,9,1,Takumi Minamino,/takumi-minamino/profil/spieler/165793
2122,Hamstring Injury,2021-09-19,2021-10-12,23,4,Ilkay Gündogan,/ilkay-gundogan/profil/spieler/53622
2122,Unknown Injury,2022-05-24,,15,,José Sá,/jose-sa/profil/spieler/249994
2122,Corona virus,2021-12-30,2022-01-13,14,3,Philippe Coutinho,/philippe-coutinho/profil/spieler/80444
2122,Fitness,2021-08-08,2021-08-25,17,2,Philippe Coutinho,/philippe-coutinho/profil/spieler/80444
2122,Groin Surgery,2022-03-01,2022-05-01,61,10,Jamal Lewis,/jamal-lewis/profil/spieler/346018
2122,Hamstring Injury,2021-12-17,2022-01-14,28,3,Jamal Lewis,/jamal-lewis/profil/spieler/346018
2122,Muscular problems,2022-04-03,2022-04-21,18,3,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Corona virus,2022-03-01,2022-03-09,8,1,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Stomach complaints,2022-02-14,2022-02-18,4,1,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Hamstring Injury,2021-11-02,2021-12-22,50,9,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Groin Injury,2021-10-11,2021-10-26,15,3,Raphaël Varane,/raphael-varane/profil/spieler/164770
2122,Corona virus,2021-12-23,2022-01-03,11,3,Ruben Loftus-Cheek,/ruben-loftus-cheek/profil/spieler/202886
2122,Unknown Injury,2021-12-17,2022-01-03,17,5,Ruben Loftus-Cheek,/ruben-loftus-cheek/profil/spieler/202886
2122,Rest,2022-06-07,2022-06-15,8,,Virgil van Dijk,/virgil-van-dijk/profil/spieler/139208
2122,Knee Problems,2022-05-15,2022-05-19,4,1,Virgil van Dijk,/virgil-van-dijk/profil/spieler/139208
2122,Corona virus,2021-12-16,2021-12-28,12,4,Virgil van Dijk,/virgil-van-dijk/profil/spieler/139208
2122,Corona virus,2021-11-19,2021-12-03,14,4,Kevin De Bruyne,/kevin-de-bruyne/profil/spieler/88755
2122,Ankle Injury,2021-08-01,2021-09-10,40,4,Kevin De Bruyne,/kevin-de-bruyne/profil/spieler/88755
2122,Knock,2022-03-03,2022-04-11,39,7,Rúben Dias,/ruben-dias/profil/spieler/258004
2122,Corona virus,2022-04-14,2022-04-19,5,1,Alexandre Lacazette,/alexandre-lacazette/profil/spieler/93720
2122,Ill,2021-08-01,2021-08-24,23,2,Alexandre Lacazette,/alexandre-lacazette/profil/spieler/93720
2122,Corona virus,2022-01-05,2022-01-11,6,2,Thiago Silva,/thiago-silva/profil/spieler/29241
2122,Knee Problems,2021-12-26,2021-12-31,5,2,Thiago Silva,/thiago-silva/profil/spieler/29241
2122,Stress response of the bone,2021-10-17,2021-11-28,42,6,Abdoulaye Doucouré,/abdoulaye-doucoure/profil/spieler/127187
2122,Foot Injury,2021-08-01,2021-09-09,39,4,Phil Foden,/phil-foden/profil/spieler/406635
2122,Ill,2022-04-01,2022-04-06,5,1,Moisés Caicedo,/moises-caicedo/profil/spieler/687626
2122,Ankle Injury,2022-06-03,,5,,Romelu Lukaku,/romelu-lukaku/profil/spieler/96341
2122,Corona virus,2021-12-16,2021-12-25,9,3,Romelu Lukaku,/romelu-lukaku/profil/spieler/96341
2122,Sprain,2021-10-21,2021-11-21,31,6,Romelu Lukaku,/romelu-lukaku/profil/spieler/96341
2122,Ill,2022-03-06,2022-03-13,7,2,Christian Pulisic,/christian-pulisic/profil/spieler/315779
2122,Ankle Injury,2021-09-09,2021-10-31,52,12,Christian Pulisic,/christian-pulisic/profil/spieler/315779
2122,Corona virus,2021-08-18,2021-08-30,12,2,Christian Pulisic,/christian-pulisic/profil/spieler/315779
2122,Hairline crack in calfbone,2022-03-01,,99,14,Ben Mee,/ben-mee/profil/spieler/74810
2122,Corona virus,2022-01-06,2022-01-08,2,,Hannibal Mejbri,/hannibal-mejbri/profil/spieler/607224
2122,Knee Problems,2022-05-20,2022-05-29,9,1,Emiliano Martínez,/emiliano-martinez/profil/spieler/111873
2122,Knee Surgery,2022-03-31,2022-05-31,61,10,Kieran Tierney,/kieran-tierney/profil/spieler/300716
2122,Ankle problems,2021-10-21,2021-11-06,16,3,Kieran Tierney,/kieran-tierney/profil/spieler/300716
