season,injury,from,until,days,games,player,url
1617,Hamstring Injury,2017-03-22,2017-04-14,23,3,Fraizer Campbell,/fraizer-campbell/profil/spieler/42411
1617,Hamstring Injury,2016-07-27,2016-09-19,54,6,Fraizer Campbell,/fraizer-campbell/profil/spieler/42411
1617,Knee Injury,2017-01-09,2017-01-30,21,6,Sofiane Boufal,/sofiane-boufal/profil/spieler/232271
1617,Knee Injury,2016-09-05,2016-10-03,28,7,Sofiane Boufal,/sofiane-boufal/profil/spieler/232271
1617,Unknown Injury,2017-01-30,2017-02-02,3,2,Marvin Emnes,/marvin-emnes/profil/spieler/37787
1617,Unknown Injury,2017-01-06,2017-01-08,2,1,Marvin Emnes,/marvin-emnes/profil/spieler/37787
1617,Unknown Injury,2016-11-06,2016-11-21,15,1,Marvin Emnes,/marvin-emnes/profil/spieler/37787
1617,Foot Injury,2016-10-10,2016-11-14,35,4,Brad Smith,/brad-smith/profil/spieler/175745
1617,Muscle Injury,2017-01-19,2017-01-27,8,,Robert Snodgrass,/robert-snodgrass/profil/spieler/22614
1617,Ankle Injury,2016-10-22,2016-11-10,19,4,Robert Snodgrass,/robert-snodgrass/profil/spieler/22614
1617,Unknown Injury,2016-12-12,2016-12-26,14,2,Kenneth Omeruo,/kenneth-omeruo/profil/spieler/131708
1617,Unknown Injury,2016-11-12,2016-11-20,8,1,Kenneth Omeruo,/kenneth-omeruo/profil/spieler/131708
1617,Achilles tendon problems,2016-10-14,2016-10-21,7,2,Andrea Ranocchia,/andrea-ranocchia/profil/spieler/44327
1617,Torn Muscle Fibre,2017-05-01,2017-09-20,142,5,Jefferson Montero,/jefferson-montero/profil/spieler/77932
1617,Hamstring Injury,2016-12-27,2017-02-28,63,9,Jefferson Montero,/jefferson-montero/profil/spieler/77932
1617,Fractured Hand,2016-11-07,2016-11-25,18,1,Jefferson Montero,/jefferson-montero/profil/spieler/77932
1617,Hamstring Injury,2016-09-30,2016-11-04,35,4,Jefferson Montero,/jefferson-montero/profil/spieler/77932
1617,Hip Injury,2016-10-24,2017-11-16,388,57,Erik Lamela,/erik-lamela/profil/spieler/111630
1617,Muscular problems,2017-05-04,2017-08-20,108,10,Ashley Young,/ashley-young/profil/spieler/14086
1617,Knock,2017-04-03,2017-04-13,10,3,Ashley Young,/ashley-young/profil/spieler/14086
1617,Knee Injury,2016-12-26,2017-01-16,21,5,Kieran Gibbs,/kieran-gibbs/profil/spieler/44792
1617,Hamstring Injury,2016-10-03,2016-11-04,32,3,Glen Johnson,/glen-johnson/profil/spieler/3881
1617,Thigh Muscle Strain,2016-07-27,2016-09-18,53,6,Glen Johnson,/glen-johnson/profil/spieler/3881
1617,Surgery,2017-05-12,2017-06-30,49,2,Mark Noble,/mark-noble/profil/spieler/31835
1617,Groin Strain,2016-08-22,2016-10-13,52,7,Darron Gibson,/darron-gibson/profil/spieler/42413
1617,Head Injury,2017-01-10,2017-06-30,171,25,Ben Hamer,/ben-hamer/profil/spieler/67283
1617,Knee Injury,2016-12-01,2017-01-22,52,10,Adrian Mariappa,/adrian-mariappa/profil/spieler/38145
1617,Leg Injury,2016-12-02,2017-01-01,30,5,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
1617,Foot Injury,2016-11-07,2016-11-16,9,,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
1617,Muscle Injury,2016-10-09,2016-10-30,21,4,Branislav Ivanovic,/branislav-ivanovic/profil/spieler/36827
1617,Ankle Injury,2017-03-09,2017-08-17,161,15,Nampalys Mendy,/nampalys-mendy/profil/spieler/111051
1617,Ankle Injury,2016-08-20,2016-12-03,105,19,Nampalys Mendy,/nampalys-mendy/profil/spieler/111051
1617,Thigh Muscle Strain,2016-08-14,2016-09-10,27,4,Alex Iwobi,/alex-iwobi/profil/spieler/242631
1617,Metatarsal Fracture,2017-05-13,2017-06-30,48,3,Shane Long,/shane-long/profil/spieler/37304
1617,Hamstring Injury,2016-10-20,2016-11-18,29,6,Shane Long,/shane-long/profil/spieler/37304
1617,Thigh Muscle Strain,2017-01-07,2017-02-05,29,6,Leonardo Ulloa,/leonardo-ulloa/profil/spieler/54890
1617,Cruciate Ligament Rupture,2016-12-15,2017-08-13,241,31,Ilkay Gündogan,/ilkay-gundogan/profil/spieler/53622
1617,Back Injury,2016-09-28,2017-01-07,101,22,Chuba Akpom,/chuba-akpom/profil/spieler/197642
1617,Cruciate Ligament Rupture,2016-02-29,2016-10-24,238,21,Chris Brunt,/chris-brunt/profil/spieler/36814
1617,Ankle Injury,2017-01-30,2017-04-19,79,11,Ovie Ejaria,/ovie-ejaria/profil/spieler/337284
1617,Ill,2016-12-09,2016-12-18,9,3,Cédric Soares,/cedric-soares/profil/spieler/112988
1617,Foot Injury,2016-10-02,2016-11-19,48,9,Cédric Soares,/cedric-soares/profil/spieler/112988
1617,Thigh Problems,2016-10-27,2016-11-07,11,3,Nacho Monreal,/nacho-monreal/profil/spieler/43003
1617,Knee Injury,2017-01-07,2017-02-11,35,7,Gastón Ramírez,/gaston-ramirez/profil/spieler/123742
1617,Cruciate Ligament Rupture,2017-02-25,2017-09-23,210,20,Mauro Zárate,/mauro-zarate/profil/spieler/26456
1617,Knee Injury,2017-03-23,2017-05-01,39,9,Chris Smalling,/chris-smalling/profil/spieler/103427
1617,Thigh Problems,2017-02-16,2017-03-02,14,1,Laurent Koscielny,/laurent-koscielny/profil/spieler/76277
1617,Fractured Hand,2016-07-28,2016-09-08,42,4,Loris Karius,/loris-karius/profil/spieler/85864
1617,Bruise,2017-01-17,2017-02-04,18,3,Brendan Galloway,/brendan-galloway/profil/spieler/208244
1617,Infected wound,2017-05-23,2017-05-28,5,1,Guillermo Varela,/guillermo-varela/profil/spieler/188862
1617,Ankle problems,2017-03-27,2017-04-13,17,3,Guillermo Varela,/guillermo-varela/profil/spieler/188862
1617,Screws/nails removal,2017-03-09,2017-03-23,14,2,Guillermo Varela,/guillermo-varela/profil/spieler/188862
1617,Ankle problems,2017-03-02,2017-03-09,7,1,Guillermo Varela,/guillermo-varela/profil/spieler/188862
1617,Fitness,2017-01-16,2017-02-23,38,6,Guillermo Varela,/guillermo-varela/profil/spieler/188862
1617,Torn Ankle Ligament,2016-09-12,2017-01-16,126,15,Guillermo Varela,/guillermo-varela/profil/spieler/188862
1617,Cruciate Ligament Injury,2016-11-06,2018-01-19,439,62,Will Keane,/will-keane/profil/spieler/118535
1617,Knee Injury,2016-07-10,2016-10-13,95,10,Florin Gardos,/florin-gardos/profil/spieler/57423
1617,Muscle Injury,2016-09-01,2017-01-05,126,25,Fabian Delph,/fabian-delph/profil/spieler/50362
1617,Knee Injury,2017-06-14,2017-10-06,114,9,Sung-yueng Ki,/sung-yueng-ki/profil/spieler/81796
1617,Knee Injury,2017-01-31,2017-03-04,32,5,Sung-yueng Ki,/sung-yueng-ki/profil/spieler/81796
1617,Fractured Toe,2016-11-19,2016-12-17,28,6,Sung-yueng Ki,/sung-yueng-ki/profil/spieler/81796
1617,Hamstring Injury,2017-05-10,2017-05-27,17,5,Alex Oxlade-Chamberlain,/alex-oxlade-chamberlain/profil/spieler/143424
1617,Cheekbone Fracture,2017-01-11,2017-02-04,24,3,Neil Taylor,/neil-taylor/profil/spieler/67416
1617,Groin Strain,2016-12-20,2016-12-31,11,2,Neil Taylor,/neil-taylor/profil/spieler/67416
1617,Back trouble,2017-05-09,2017-05-11,2,,Andreas Christensen,/andreas-christensen/profil/spieler/196948
1617,Foot Injury,2017-01-02,2017-02-02,31,6,Nordin Amrabat,/nordin-amrabat/profil/spieler/55619
1617,Hamstring Injury,2017-02-24,2017-03-09,13,2,Obbi Oulare,/obbi-oulare/profil/spieler/314959
1617,Foot Injury,2016-09-03,2016-09-26,23,4,Obbi Oulare,/obbi-oulare/profil/spieler/314959
1617,Ankle Injury,2017-04-23,2017-06-23,61,5,Franck Tabanou,/franck-tabanou/profil/spieler/66413
1617,Achilles Irritation,2016-09-24,2016-11-17,54,6,Franck Tabanou,/franck-tabanou/profil/spieler/66413
1617,Hamstring Injury,2016-07-30,2016-09-20,52,6,Billy Jones,/billy-jones/profil/spieler/36866
1617,Knee Surgery,2016-10-26,2017-08-10,288,35,Danny Ings,/danny-ings/profil/spieler/134294
1617,Knee Injury,2017-01-21,2017-04-04,73,9,Victor Anichebe,/victor-anichebe/profil/spieler/39532
1617,Calf Strain,2017-01-26,2017-02-02,7,2,Mohamed Elneny,/mohamed-elneny/profil/spieler/160438
1617,Ruptured knee ligament,2016-11-02,2017-12-31,424,,Doneil Henry,/doneil-henry/profil/spieler/157907
1617,Knee Injury,2016-07-13,2016-09-22,71,7,Doneil Henry,/doneil-henry/profil/spieler/157907
1617,Toe Injury,2017-04-17,2017-04-20,3,1,Danny Welbeck,/danny-welbeck/profil/spieler/67063
1617,Ill,2016-12-08,2016-12-17,9,3,Oscar,/oscar/profil/spieler/85314
1617,Groin Strain,2016-12-09,2016-12-31,22,4,James Tomkins,/james-tomkins/profil/spieler/61592
1617,Cruciate Ligament Injury,2016-11-19,2017-11-09,355,48,Paddy McNair,/paddy-mcnair/profil/spieler/167268
1617,Ankle Injury,2017-03-13,2017-04-06,24,3,Harry Kane,/harry-kane/profil/spieler/132098
1617,Ankle Injury,2016-09-19,2016-11-07,49,11,Harry Kane,/harry-kane/profil/spieler/132098
1617,Calf Strain,2016-12-23,2017-01-27,35,6,Theo Walcott,/theo-walcott/profil/spieler/33713
1617,Hamstring Injury,2016-10-25,2016-11-06,12,4,Theo Walcott,/theo-walcott/profil/spieler/33713
1617,Hamstring Injury,2016-11-27,2017-01-27,61,13,Mathieu Debuchy,/mathieu-debuchy/profil/spieler/27306
1617,Cruciate Ligament Rupture,2017-01-22,2017-12-25,337,40,Dean Marney,/dean-marney/profil/spieler/4055
1617,Calf Injury,2017-06-07,2017-06-24,17,4,Anton Walkes,/anton-walkes/profil/spieler/307763
1617,Shoulder Injury,2017-04-27,2017-05-20,23,7,Timothy Fosu-Mensah,/timothy-fosu-mensah/profil/spieler/315131
1617,Hamstring Injury,2017-01-28,2017-02-04,7,3,Jeffrey Schlupp,/jeffrey-schlupp/profil/spieler/157506
1617,Strain,2016-08-18,2016-09-17,30,5,Jeffrey Schlupp,/jeffrey-schlupp/profil/spieler/157506
1617,Fitness,2016-09-05,2016-10-17,42,7,Omar Elabdellaoui,/omar-elabdellaoui/profil/spieler/121404
1617,Hamstring Injury,2016-12-26,2017-01-06,11,3,Jason Denayer,/jason-denayer/profil/spieler/277114
1617,Adductors avulsion,2016-10-08,2016-11-04,27,4,Jason Denayer,/jason-denayer/profil/spieler/277114
1617,Ankle Injury,2016-12-12,2017-01-09,28,6,Joel Matip,/joel-matip/profil/spieler/82105
1617,Ankle Injury,2016-11-28,2016-12-05,7,2,Joel Matip,/joel-matip/profil/spieler/82105
1617,Knock,2016-10-15,2016-10-19,4,1,Morgan Schneiderlin,/morgan-schneiderlin/profil/spieler/56818
1617,Groin Strain,2017-03-19,2017-06-30,103,12,Bacary Sagna,/bacary-sagna/profil/spieler/26764
1617,Hamstring Injury,2016-10-12,2016-11-18,37,7,Bacary Sagna,/bacary-sagna/profil/spieler/26764
1617,Muscular problems,2016-08-17,2016-09-09,23,3,Bacary Sagna,/bacary-sagna/profil/spieler/26764
1617,Ankle Injury,2017-04-03,2017-06-01,59,10,Harry Winks,/harry-winks/profil/spieler/249126
1617,Leg Injury,2016-12-19,2017-01-13,25,5,Maarten Stekelenburg,/maarten-stekelenburg/profil/spieler/4311
1617,Foot Injury,2016-10-28,2016-11-02,5,1,Maarten Stekelenburg,/maarten-stekelenburg/profil/spieler/4311
1617,Calf Injury,2016-11-25,2016-12-13,18,3,Ryan Shawcross,/ryan-shawcross/profil/spieler/45861
1617,Calf Injury,2017-05-22,2017-06-05,14,,Divock Origi,/divock-origi/profil/spieler/148368
1617,Cruciate Ligament Injury,2016-08-03,2017-03-18,227,32,Muhamed Besic,/muhamed-besic/profil/spieler/93905
1617,Foot Injury,2017-05-02,2017-05-31,29,5,Emerson Hyndman,/emerson-hyndman/profil/spieler/223047
1617,groin strain,2016-08-30,2016-09-09,10,,James McArthur,/james-mcarthur/profil/spieler/41416
1617,Hamstring Injury,2017-04-25,2017-06-30,66,5,Matt Phillips,/matt-phillips/profil/spieler/77274
1617,Hamstring Injury,2017-02-11,2017-04-04,52,7,Matt Phillips,/matt-phillips/profil/spieler/77274
1617,Thigh Problems,2017-06-10,2017-09-10,92,5,Gareth McAuley,/gareth-mcauley/profil/spieler/40567
1617,Cruciate Ligament Rupture,2016-12-05,2017-12-10,370,53,Yannick Bolasie,/yannick-bolasie/profil/spieler/75471
1617,Hamstring Injury,2016-07-30,2017-01-07,161,23,Matthew Pennington,/matthew-pennington/profil/spieler/220755
1617,Ankle problems,2017-06-24,2017-06-24,0,,Emre Can,/emre-can/profil/spieler/119296
1617,Knee Injury,2016-12-09,2016-12-19,10,3,Emre Can,/emre-can/profil/spieler/119296
1617,Tear in a joint capsule,2016-08-22,2016-09-20,29,5,Emre Can,/emre-can/profil/spieler/119296
1617,Ankle Injury,2017-01-13,2017-02-06,24,4,Havard Nordtveit,/havard-nordtveit/profil/spieler/42234
1617,Knee Injury,2016-12-08,2016-12-15,7,2,Danny Drinkwater,/danny-drinkwater/profil/spieler/73491
1617,Groin Injury,2016-08-31,2016-09-16,16,1,Yohan Cabaye,/yohan-cabaye/profil/spieler/29434
1617,Groin Injury,2017-04-13,2017-04-28,15,3,Islam Slimani,/islam-slimani/profil/spieler/174915
1617,Groin Injury,2017-01-23,2017-03-13,49,9,Islam Slimani,/islam-slimani/profil/spieler/174915
1617,Minor Knock,2016-10-27,2016-11-03,7,2,Islam Slimani,/islam-slimani/profil/spieler/174915
1617,Metatarsal Fracture,2017-03-11,2017-06-01,82,11,Ángel Rangel,/angel-rangel/profil/spieler/66550
1617,Hamstring Injury,2016-10-08,2016-10-28,20,4,Ryan Bertrand,/ryan-bertrand/profil/spieler/40611
1617,Knee Injury,2016-08-01,2016-08-27,26,3,Ryan Bertrand,/ryan-bertrand/profil/spieler/40611
1617,Hip Injury,2017-02-28,2017-04-07,38,4,Christian Kabasele,/christian-kabasele/profil/spieler/81512
1617,Hamstring Injury,2017-01-21,2017-02-04,14,4,Christian Kabasele,/christian-kabasele/profil/spieler/81512
1617,Hamstring Injury,2016-07-20,2016-08-23,34,3,Lucas Leiva,/lucas-leiva/profil/spieler/41414
1617,Hamstring Injury,2016-10-11,2016-10-21,10,1,Georginio Wijnaldum,/georginio-wijnaldum/profil/spieler/49499
1617,Knee Injury,2016-09-17,2016-09-23,6,1,Georginio Wijnaldum,/georginio-wijnaldum/profil/spieler/49499
1617,Calf Strain,2017-03-18,2017-04-17,30,5,Petr Cech,/petr-cech/profil/spieler/5658
1617,Hamstring Injury,2017-04-09,2017-05-13,34,6,Bryan Oviedo,/bryan-oviedo/profil/spieler/124983
1617,Fractured Toe,2016-12-01,2016-12-25,24,4,Federico Fernández,/federico-fernandez/profil/spieler/85475
1617,Hamstring Injury,2017-01-27,2017-02-13,17,3,Charlie Daniels,/charlie-daniels/profil/spieler/61819
1617,Ankle Injury,2016-10-06,2017-01-06,92,13,Lewis Cook,/lewis-cook/profil/spieler/249089
1617,Shoulder Injury,2016-11-01,2017-03-01,120,21,Tommie Hoban,/tommie-hoban/profil/spieler/183161
1617,Ankle Injury,2016-10-15,2017-01-31,108,8,Marcus Edwards,/marcus-edwards/profil/spieler/314367
1617,Groin Injury,2016-08-27,2016-12-09,104,14,Fabio Borini,/fabio-borini/profil/spieler/96754
1617,Toe Injury,2016-08-18,2016-08-26,8,2,Fabio Borini,/fabio-borini/profil/spieler/96754
1617,Thigh muscle rupture,2017-02-25,2017-05-25,89,17,Stephy Mavididi,/stephy-mavididi/profil/spieler/340328
1617,Calf Strain,2017-02-04,2017-04-01,56,7,Michael Dawson,/michael-dawson/profil/spieler/9988
1617,Knee Injury,2016-07-20,2016-10-20,92,10,Michael Dawson,/michael-dawson/profil/spieler/9988
1617,Knee Injury,2017-04-01,2017-05-20,49,8,Andrew Surman,/andrew-surman/profil/spieler/29975
1617,Hamstring Injury,2016-10-29,2016-12-25,57,8,Andrew Surman,/andrew-surman/profil/spieler/29975
1617,Hamstring Injury,2016-09-05,2016-10-03,28,7,Danny Rose,/danny-rose/profil/spieler/50174
1617,Knee Injury,2016-11-19,2016-12-27,38,7,Phil Bardsley,/phil-bardsley/profil/spieler/15773
1617,Nose surgery,2017-05-23,2017-07-02,40,,Leroy Sané,/leroy-sane/profil/spieler/192565
1617,Muscle Injury,2016-12-18,2017-01-13,26,5,Leroy Sané,/leroy-sane/profil/spieler/192565
1617,Hamstring Injury,2016-08-04,2016-09-04,31,5,Leroy Sané,/leroy-sane/profil/spieler/192565
1617,Ankle Injury,2017-06-08,2017-06-08,0,,Nabil Bentaleb,/nabil-bentaleb/profil/spieler/245537
1617,Abdominal Influenza,2017-02-13,2017-02-16,3,1,Nabil Bentaleb,/nabil-bentaleb/profil/spieler/245537
1617,Influenza,2016-12-08,2016-12-08,0,1,Nabil Bentaleb,/nabil-bentaleb/profil/spieler/245537
1617,Unknown Injury,2016-09-18,2016-10-02,14,5,Eric Dier,/eric-dier/profil/spieler/175722
1617,Hip problems,2016-08-21,2016-09-09,19,3,John O'Shea,/john-oshea/profil/spieler/3540
1617,Groin Strain,2016-11-30,2016-12-11,11,3,Aaron Cresswell,/aaron-cresswell/profil/spieler/92571
1617,Knee Injury,2016-07-23,2016-10-15,84,13,Aaron Cresswell,/aaron-cresswell/profil/spieler/92571
1617,Foot Injury,2017-05-10,2017-05-31,21,2,Abel Hernández,/abel-hernandez/profil/spieler/76608
1617,Hamstring Injury,2017-02-04,2017-02-25,21,3,Abel Hernández,/abel-hernandez/profil/spieler/76608
1617,Tear in the abductor muscle,2016-11-07,2017-01-02,56,10,Abel Hernández,/abel-hernandez/profil/spieler/76608
1617,Knee Injury,2016-12-17,2017-01-21,35,7,Viktor Fischer,/viktor-fischer/profil/spieler/95755
1617,Calf Strain,2017-03-18,2017-04-07,20,3,Victor Moses,/victor-moses/profil/spieler/59866
1617,Calf Strain,2017-03-05,2017-04-17,43,6,George Friend,/george-friend/profil/spieler/77544
1617,Calf Injury,2017-01-28,2017-03-03,34,6,George Friend,/george-friend/profil/spieler/77544
1617,Knee Injury,2016-11-17,2016-12-14,27,5,George Friend,/george-friend/profil/spieler/77544
1617,Ankle Surgery,2016-10-20,2018-06-30,618,103,Santi Cazorla,/santi-cazorla/profil/spieler/15799
1617,Knee Injury,2016-10-17,2016-12-01,45,9,Toby Alderweireld,/toby-alderweireld/profil/spieler/42710
1617,Ankle Injury,2016-10-14,2017-02-19,128,12,Jake Hesketh,/jake-hesketh/profil/spieler/315185
1617,Leg Injury,2016-12-03,2017-07-01,210,,Álvaro Arbeloa,/alvaro-arbeloa/profil/spieler/28260
1617,Foot Injury,2017-01-29,2017-02-25,27,5,Costel Pantilimon,/costel-pantilimon/profil/spieler/47659
1617,Calf Strain,2017-01-02,2017-02-11,40,7,Jonny Evans,/jonny-evans/profil/spieler/42412
1617,Ankle Injury,2017-04-13,2017-04-20,7,1,Thibaut Courtois,/thibaut-courtois/profil/spieler/108390
1617,Hip Injury,2017-04-22,2017-04-26,4,1,Daniel Sturridge,/daniel-sturridge/profil/spieler/47082
1617,Hip problems,2017-03-02,2017-03-29,27,3,Daniel Sturridge,/daniel-sturridge/profil/spieler/47082
1617,Ill,2017-02-17,2017-03-01,12,1,Daniel Sturridge,/daniel-sturridge/profil/spieler/47082
1617,Hamstring Injury,2016-11-26,2016-11-04,22,,Luciano Narsingh,/luciano-narsingh/profil/spieler/72462
1617,Leg Injury,2016-10-09,2016-10-14,5,,Luciano Narsingh,/luciano-narsingh/profil/spieler/72462
1617,Hamstring Injury,2016-10-01,2017-01-08,99,17,Sam Byram,/sam-byram/profil/spieler/236953
1617,Knee Injury,2016-10-22,2017-02-25,126,18,Geoff Cameron,/geoff-cameron/profil/spieler/31642
1617,Nose Injury,2016-11-12,2016-12-07,25,5,Dusan Tadić,/dusan-tadi%C4%87/profil/spieler/36139
1617,Hairline crack in calfbone,2017-04-16,2017-08-06,112,1,Jack Wilshere,/jack-wilshere/profil/spieler/74223
1617,Knee Injury,2016-07-31,2016-08-11,11,,Jack Wilshere,/jack-wilshere/profil/spieler/74223
1617,Knee Injury,2017-02-06,2017-03-02,24,4,Patrick Roberts,/patrick-roberts/profil/spieler/225452
1617,Knee Injury,2016-08-04,2016-08-25,21,5,Patrick Roberts,/patrick-roberts/profil/spieler/225452
1617,Fractured Skull,2017-01-22,2018-02-13,387,,Ryan Mason,/ryan-mason/profil/spieler/61834
1617,Ankle Injury,2017-04-08,2017-04-29,21,3,Jack Cork,/jack-cork/profil/spieler/40613
1617,Ankle Injury,2017-03-06,2017-04-13,38,4,Patrick van Aanholt,/patrick-van-aanholt/profil/spieler/52119
1617,Muscle Injury,2016-08-17,2016-09-18,32,5,Borja Bastón,/borja-baston/profil/spieler/85324
1617,Ankle Injury,2016-08-07,2016-09-09,33,4,Jesse Lingard,/jesse-lingard/profil/spieler/141660
1617,Calf Strain,2017-02-11,2017-04-08,56,6,Steven Pienaar,/steven-pienaar/profil/spieler/4321
1617,Hamstring Injury,2016-09-24,2016-10-15,21,3,Steven Pienaar,/steven-pienaar/profil/spieler/4321
1617,Hand fracture,2017-06-15,2017-08-12,58,,Heung-min Son,/heung-min-son/profil/spieler/91845
1617,Achilles tendon surgery,2016-07-11,2017-02-01,205,1,Alex Bruce,/alex-bruce/profil/spieler/37957
1617,Bruise,2017-01-26,2017-02-06,11,2,Oliver McBurnie,/oliver-mcburnie/profil/spieler/298477
1617,Knock,2016-11-02,2016-11-04,2,,Fernandinho,/fernandinho/profil/spieler/26267
1617,Knee Injury,2017-01-01,2017-01-19,18,1,Nathan,/nathan/profil/spieler/294798
1617,Foot Injury,2016-08-07,2016-08-19,12,1,James Milner,/james-milner/profil/spieler/3333
1617,Knee Injury,2016-07-21,2017-01-27,190,32,Per Mertesacker,/per-mertesacker/profil/spieler/6710
1617,Back trouble,2016-12-12,2016-12-15,3,1,Kamil Grosicki,/kamil-grosicki/profil/spieler/37920
1617,Cold,2016-11-21,2016-11-28,7,1,Kamil Grosicki,/kamil-grosicki/profil/spieler/37920
1617,Muscular problems,2016-08-21,2016-09-19,29,3,Kamil Grosicki,/kamil-grosicki/profil/spieler/37920
1617,Hamstring Injury,2017-01-31,2017-03-04,32,6,Antonio Barragán,/antonio-barragan/profil/spieler/32522
