name,full_name,season,team_id
ARS,Arsenal,2223,1
AVL,Aston Villa,2223,2
BOU,Bournemouth,2223,3
BRE,Brentford,2223,4
BHA,Brighton,2223,5
CHE,Chelsea,2223,6
CRY,Crystal Palace,2223,7
EVE,Everton,2223,8
FUL,Fulham,2223,9
LEI,Leicester,2223,10
LEE,Leeds,2223,11
LIV,Liverpool,2223,12
MCI,Man City,2223,13
MUN,Man Utd,2223,14
NEW,Newcastle,2223,15
NFO,Nott'm Forest,2223,16
SOU,Southampton,2223,17
TOT,Spurs,2223,18
WHU,West Ham,2223,19
WOL,Wolves,2223,20
