season,injury,from,until,days,games,player,url
2021,Malaria,2021-04-09,2021-04-25,16,4,Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864
2021,Knock,2021-01-19,2021-02-01,13,3,Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864
2021,Calf Injury,2020-12-18,2020-12-25,7,2,Pierre-Emerick Aubameyang,/pierre-emerick-aubameyang/profil/spieler/58864
2021,Thigh Muscle Strain,2021-01-12,2021-01-30,18,4,José Izquierdo,/jose-izquierdo/profil/spieler/147094
2021,Muscle Injury,2020-11-16,2020-12-26,40,9,Xherdan Shaqiri,/xherdan-shaqiri/profil/spieler/86792
2021,Shoulder Injury,2020-09-27,2020-11-25,59,8,Matt Ritchie,/matt-ritchie/profil/spieler/92469
2021,Ill,2020-12-23,2020-12-29,6,1,Jeff Hendrick,/jeff-hendrick/profil/spieler/148262
2021,Knock,2020-12-30,2021-01-20,21,3,Bailey Peacock-Farrell,/bailey-peacock-farrell/profil/spieler/410436
2021,Hip Injury,2020-10-13,2020-10-25,12,1,Bailey Peacock-Farrell,/bailey-peacock-farrell/profil/spieler/410436
2021,Virus Infection,2021-01-05,2021-01-18,13,2,Sam Johnstone,/sam-johnstone/profil/spieler/110864
2021,Thigh Muscle Strain,2021-01-13,2021-02-16,34,7,Federico Fernández,/federico-fernandez/profil/spieler/85475
2021,Knock,2020-12-21,2020-12-25,4,1,Federico Fernández,/federico-fernandez/profil/spieler/85475
2021,Corona virus,2020-12-01,2020-12-14,13,1,Federico Fernández,/federico-fernandez/profil/spieler/85475
2021,Ankle Injury,2020-09-18,2020-11-06,49,8,Mason Holgate,/mason-holgate/profil/spieler/348623
2021,Quarantine,2020-11-20,2020-12-04,14,5,Joshua King,/joshua-king/profil/spieler/91059
2021,Back Injury,2020-11-11,2020-12-13,32,7,Joshua King,/joshua-king/profil/spieler/91059
2021,Thigh Problems,2020-10-20,2020-10-23,3,1,Joshua King,/joshua-king/profil/spieler/91059
2021,Thigh Problems,2020-10-01,2020-10-12,11,1,Joshua King,/joshua-king/profil/spieler/91059
2021,Thigh Problems,2020-09-10,2020-09-25,15,4,Joshua King,/joshua-king/profil/spieler/91059
2021,Groin Strain,2021-02-18,2021-03-04,14,3,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2021,Thigh Muscle Strain,2020-11-29,2021-01-11,43,7,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2021,Thigh Muscle Strain,2020-10-28,2020-11-05,8,1,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2021,Groin Strain,2020-10-13,2020-10-18,5,,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2021,Knee Injury,2020-09-18,2020-10-02,14,4,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2021,Thigh Muscle Strain,2020-02-23,2020-07-04,132,5,Jóhann Berg Gudmundsson,/johann-berg-gudmundsson/profil/spieler/89231
2021,Quarantine,2021-06-22,2021-06-28,6,,Ben Chilwell,/ben-chilwell/profil/spieler/316125
2021,Foot Injury,2020-07-06,2020-09-21,77,4,Ben Chilwell,/ben-chilwell/profil/spieler/316125
2021,Back Injury,2020-10-02,2021-01-31,121,17,Örjan Nyland,/orjan-nyland/profil/spieler/73517
2021,Ankle Injury,2020-09-11,2020-09-25,14,3,Christian Benteke,/christian-benteke/profil/spieler/50201
2021,Knee Injury,2021-04-03,2021-05-05,32,8,Kieran Tierney,/kieran-tierney/profil/spieler/300716
2021,Knee Injury,2021-01-19,2021-02-16,28,6,Kieran Tierney,/kieran-tierney/profil/spieler/300716
2021,Virus Infection,2020-10-07,2020-10-16,9,,Kieran Tierney,/kieran-tierney/profil/spieler/300716
2021,Groin Injury,2020-09-13,2020-09-27,14,2,Kieran Tierney,/kieran-tierney/profil/spieler/300716
2021,Ruptured cruciate ligament,2021-02-10,2021-06-01,111,34,Alfie Mawson,/alfie-mawson/profil/spieler/287431
2021,Knee Surgery,2020-10-21,2021-01-14,85,17,Alfie Mawson,/alfie-mawson/profil/spieler/287431
2021,Knee Surgery,2021-05-12,2021-06-30,49,3,Nick Pope,/nick-pope/profil/spieler/192080
2021,Head Injury,2020-11-27,2020-12-04,7,1,Nick Pope,/nick-pope/profil/spieler/192080
2021,Muscular problems,2020-11-08,2020-11-21,13,2,Rúben Vinagre,/ruben-vinagre/profil/spieler/357158
2021,Knock,2021-01-12,2021-02-09,28,7,Jason Steele,/jason-steele/profil/spieler/73564
2021,Knee Injury,2020-11-30,2020-12-01,1,,David de Gea,/david-de-gea/profil/spieler/59377
2021,Shoulder Injury,2020-11-08,2020-11-20,12,,Marcus Rashford,/marcus-rashford/profil/spieler/258923
2021,Calf Injury,2020-10-20,2020-11-22,33,3,Erik Pieters,/erik-pieters/profil/spieler/43763
2021,Knock,2021-02-14,2021-02-18,4,1,Dale Stephens,/dale-stephens/profil/spieler/49755
2021,Hamstring Injury,2020-11-19,2020-12-13,24,4,Dale Stephens,/dale-stephens/profil/spieler/49755
2021,Knock,2020-09-18,2020-09-25,7,,Dale Stephens,/dale-stephens/profil/spieler/49755
2021,Hip Injury,2020-10-01,2020-10-02,1,,Emil Krafth,/emil-krafth/profil/spieler/184528
2021,Ankle Injury,2020-07-21,2020-09-11,52,1,Emil Krafth,/emil-krafth/profil/spieler/184528
2021,Knock,2021-01-10,2021-02-01,22,6,Brandon Williams,/brandon-williams/profil/spieler/507700
2021,Arm Injury,2020-11-30,2021-01-15,46,8,Hal Robson-Kanu,/hal-robson-kanu/profil/spieler/65976
2021,Fractured Arm,2020-10-06,2020-11-20,45,4,Hal Robson-Kanu,/hal-robson-kanu/profil/spieler/65976
2021,Knock,2020-09-23,2020-09-26,3,1,Hal Robson-Kanu,/hal-robson-kanu/profil/spieler/65976
2021,Groin Surgery,2021-02-26,2021-05-19,82,15,Jordan Henderson,/jordan-henderson/profil/spieler/61651
2021,Knock,2020-11-16,2020-11-27,11,2,Jordan Henderson,/jordan-henderson/profil/spieler/61651
2021,Hip problems,2020-10-02,2020-10-03,1,,Jordan Henderson,/jordan-henderson/profil/spieler/61651
2021,Hamstring Injury,2020-10-16,2020-10-30,14,4,Rob Holding,/rob-holding/profil/spieler/253341
2021,Thigh Muscle Strain,2021-02-01,2021-02-03,2,1,James Milner,/james-milner/profil/spieler/3333
2021,Hamstring Injury,2020-11-28,2020-12-26,28,7,James Milner,/james-milner/profil/spieler/3333
2021,Calf Injury,2020-09-21,2020-09-27,6,1,James Milner,/james-milner/profil/spieler/3333
2021,Thigh Muscle Strain,2020-07-09,2020-07-21,12,2,James Milner,/james-milner/profil/spieler/3333
2021,Knock,2020-07-03,2020-07-07,4,1,James Milner,/james-milner/profil/spieler/3333
2021,Hamstring Injury,2020-06-22,2020-07-01,9,1,James Milner,/james-milner/profil/spieler/3333
2021,Muscle Injury,2020-10-25,2020-11-01,7,2,Harry Wilson,/harry-wilson/profil/spieler/279455
2021,Achilles tendon problems,2021-05-19,2021-10-28,162,12,Eberechi Eze,/eberechi-eze/profil/spieler/479999
2021,Knock,2020-11-19,2020-11-22,3,,Eberechi Eze,/eberechi-eze/profil/spieler/479999
2021,Groin Injury,2020-09-10,2020-09-11,1,,Eberechi Eze,/eberechi-eze/profil/spieler/479999
2021,Corona virus,2021-04-02,2021-04-15,13,2,Caglar Söyüncü,/caglar-soyuncu/profil/spieler/320141
2021,Tear in the abductor muscle,2020-10-06,2020-12-27,82,17,Caglar Söyüncü,/caglar-soyuncu/profil/spieler/320141
2021,Ankle Injury,2020-12-30,2021-01-25,26,4,Karlan Grant,/karlan-grant/profil/spieler/314183
2021,Torn ankle ligament,2021-01-16,2021-03-23,66,16,James Olayinka,/james-olayinka/profil/spieler/506965
2021,Muscular problems,2021-02-19,2021-02-24,5,1,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
2021,Quarantine,2021-02-01,2021-02-05,4,1,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
2021,Muscle Injury,2020-07-19,2020-10-24,97,12,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
2021,Hamstring Injury,2021-02-11,2021-02-19,8,2,Dominic Calvert-Lewin,/dominic-calvert-lewin/profil/spieler/306024
2021,Muscle Injury,2021-01-02,2021-01-26,24,3,Dominic Calvert-Lewin,/dominic-calvert-lewin/profil/spieler/306024
2021,Knock,2021-02-02,2021-02-05,3,1,Joël Veltman,/joel-veltman/profil/spieler/111195
2021,Knee Injury,2020-10-01,2020-10-25,24,2,Matthew Lowton,/matthew-lowton/profil/spieler/102258
2021,Ill,2021-02-02,2021-02-12,10,3,Aboubakar Kamara,/aboubakar-kamara/profil/spieler/290951
2021,Knee Injury,2021-01-02,2021-04-24,112,17,Wesley,/wesley/profil/spieler/381362
2021,Bruise,2020-12-30,2021-01-11,12,1,Ashley Westwood,/ashley-westwood/profil/spieler/91317
2021,Hamstring Injury,2021-05-08,2021-05-25,17,3,Callum Wilson,/callum-wilson/profil/spieler/123682
2021,Hamstring Injury,2021-02-07,2021-04-04,56,7,Callum Wilson,/callum-wilson/profil/spieler/123682
2021,Hamstring Injury,2021-01-04,2021-01-11,7,1,Callum Wilson,/callum-wilson/profil/spieler/123682
2021,Thigh Muscle Strain,2020-11-07,2020-11-26,19,1,Callum Wilson,/callum-wilson/profil/spieler/123682
2021,Ruptured ankle ligament,2020-10-15,2020-11-01,17,2,Joachim Andersen,/joachim-andersen/profil/spieler/260827
2021,Groin Injury,2021-01-31,2021-03-05,33,7,Rodrigo,/rodrigo/profil/spieler/131505
2021,Virus Infection,2020-11-02,2020-11-21,19,2,Rodrigo,/rodrigo/profil/spieler/131505
2021,Ill,2021-04-03,2021-04-07,4,1,Alex Telles,/alex-telles/profil/spieler/255755
2021,Corona virus,2020-10-27,2020-11-17,21,4,Alex Telles,/alex-telles/profil/spieler/255755
2021,Unknown Injury,2021-04-30,2021-05-21,21,5,Daniel James,/daniel-james/profil/spieler/319301
2021,Knock,2021-04-09,2021-04-14,5,1,Daniel James,/daniel-james/profil/spieler/319301
2021,Knock,2020-12-27,2020-12-28,1,,Daniel James,/daniel-james/profil/spieler/319301
2021,Calf Injury,2021-02-09,2021-03-05,24,4,Kalvin Phillips,/kalvin-phillips/profil/spieler/351749
2021,Shoulder Injury,2020-10-22,2020-11-20,29,3,Kalvin Phillips,/kalvin-phillips/profil/spieler/351749
2021,Muscle Injury,2020-11-03,2020-11-27,24,4,Christian Pulisic,/christian-pulisic/profil/spieler/315779
2021,Quarantine,2020-10-31,2020-11-03,3,1,Christian Pulisic,/christian-pulisic/profil/spieler/315779
2021,Hamstring Injury,2020-08-02,2020-10-04,63,7,Christian Pulisic,/christian-pulisic/profil/spieler/315779
2021,Calf Strain,2020-08-01,2020-08-22,21,2,Christian Pulisic,/christian-pulisic/profil/spieler/315779
2021,Head Injury,2021-02-11,2021-02-15,4,1,Issa Diop,/issa-diop/profil/spieler/272622
2021,Bruise,2021-01-04,2021-01-14,10,1,Issa Diop,/issa-diop/profil/spieler/272622
2021,Corona virus,2020-09-21,2020-10-15,24,4,Issa Diop,/issa-diop/profil/spieler/272622
2021,Virus Infection,2020-12-30,2021-01-15,16,1,Alex McCarthy,/alex-mccarthy/profil/spieler/95976
2021,Ankle Injury,2020-09-16,2020-11-01,46,9,Jarrad Branthwaite,/jarrad-branthwaite/profil/spieler/661053
2021,Bone Bruise,2021-06-08,2021-07-08,30,,Zack Steffen,/zack-steffen/profil/spieler/221624
2021,Corona virus,2020-09-09,2020-09-29,20,4,Willian José,/willian-jose/profil/spieler/122155
2021,Chest injury,2020-10-02,2020-12-11,70,7,Frédéric Guilbert,/frederic-guilbert/profil/spieler/354352
2021,Hamstring Injury,2021-03-20,2021-04-02,13,2,Conor Hourihane,/conor-hourihane/profil/spieler/61653
2021,Virus Infection,2020-11-21,2020-12-11,20,3,Jake Livermore,/jake-livermore/profil/spieler/61832
2021,Hip Injury,2020-12-07,2021-01-02,26,6,Hakim Ziyech,/hakim-ziyech/profil/spieler/217111
2021,Knee Injury,2020-08-30,2020-10-16,47,6,Hakim Ziyech,/hakim-ziyech/profil/spieler/217111
2021,Knee Surgery,2021-04-10,2021-12-04,238,25,Trezeguet,/trezeguet/profil/spieler/234189
2021,Head Injury,2020-12-01,2021-01-21,51,8,Trezeguet,/trezeguet/profil/spieler/234189
2021,Torn ankle ligament,2021-04-10,2021-04-29,19,5,DeAndre Yedlin,/deandre-yedlin/profil/spieler/255916
2021,Knock,2020-09-29,2020-10-24,25,3,DeAndre Yedlin,/deandre-yedlin/profil/spieler/255916
2021,Surgery,2020-12-18,2021-03-21,93,20,Sander Berge,/sander-berge/profil/spieler/333014
2021,Bruise,2020-11-08,2020-11-21,13,,Sander Berge,/sander-berge/profil/spieler/333014
2021,Fitness,2020-12-28,2021-01-03,6,1,Mbaye Diagne,/mbaye-diagne/profil/spieler/271966
2021,Quarantine,2020-12-25,2020-12-28,3,1,Mbaye Diagne,/mbaye-diagne/profil/spieler/271966
2021,Ruptured knee ligament,2021-03-29,2021-08-02,126,14,Anthony Martial,/anthony-martial/profil/spieler/182877
2021,Hip Injury,2021-03-11,2021-03-20,9,3,Anthony Martial,/anthony-martial/profil/spieler/182877
2021,Knock,2021-03-02,2021-03-06,4,1,Anthony Martial,/anthony-martial/profil/spieler/182877
2021,Thigh Muscle Strain,2020-12-06,2020-12-10,4,1,Anthony Martial,/anthony-martial/profil/spieler/182877
2021,Ill,2020-11-28,2020-11-30,2,1,Anthony Martial,/anthony-martial/profil/spieler/182877
2021,Knock,2021-03-05,2021-03-21,16,5,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2021,Muscle Injury,2021-02-15,2021-03-01,14,4,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2021,Knock,2020-12-06,2020-12-18,12,3,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2021,Corona virus,2020-09-01,2020-10-23,52,4,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2021,Muscle Injury,2021-04-01,2021-04-30,29,5,Matt Doherty,/matt-doherty/profil/spieler/171679
2021,Unknown Injury,2021-01-16,2021-01-26,10,2,Matt Doherty,/matt-doherty/profil/spieler/171679
2021,Corona virus,2020-11-16,2020-11-25,9,1,Matt Doherty,/matt-doherty/profil/spieler/171679
2021,Bruised Rib,2020-11-02,2020-11-20,18,1,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
2021,Ill,2020-09-14,2020-09-19,5,,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
2021,Thigh Muscle Strain,2020-10-16,2021-02-15,122,21,Wayne Hennessey,/wayne-hennessey/profil/spieler/45494
2021,Muscle Injury,2021-04-11,2021-05-14,33,9,Mateo Kovacic,/mateo-kovacic/profil/spieler/51471
2021,Hamstring Injury,2021-02-10,2021-02-18,8,2,Matej Vydra,/matej-vydra/profil/spieler/101500
2021,Back Injury,2020-12-18,2021-01-11,24,4,Matej Vydra,/matej-vydra/profil/spieler/101500
2021,Knee Injury,2020-09-26,2021-01-01,97,23,Matija Sarkic,/matija-sarkic/profil/spieler/293257
2021,Corona virus,2020-12-23,2021-01-04,12,2,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
2021,Knock,2020-12-16,2020-12-20,4,1,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
2021,Knock,2020-09-22,2020-11-02,41,9,Gabriel Jesus,/gabriel-jesus/profil/spieler/363205
2021,Ankle Injury,2020-12-18,2020-12-21,3,1,Aaron Cresswell,/aaron-cresswell/profil/spieler/92571
2021,Groin Injury,2020-11-01,2020-11-07,6,1,Aaron Cresswell,/aaron-cresswell/profil/spieler/92571
2021,Shinbone injury,2021-03-22,2021-05-29,68,10,Ben Davies,/ben-davies/profil/spieler/192765
2021,Quarantine,2020-11-09,2020-11-27,18,1,Conor Coady,/conor-coady/profil/spieler/128901
2021,Fitness,2020-09-11,2020-10-03,22,6,Ola Aina,/ola-aina/profil/spieler/236490
2021,Knee Injury,2020-10-17,2020-12-28,72,17,Thiago,/thiago/profil/spieler/60444
2021,Corona virus,2020-09-23,2020-10-16,23,4,Thiago,/thiago/profil/spieler/60444
2021,Calf Injury,2020-12-04,2021-01-25,52,10,Martin Kelly,/martin-kelly/profil/spieler/78959
2021,Back Injury,2020-12-28,2020-12-28,0,,Oliver Burke,/oliver-burke/profil/spieler/341317
2021,Knock,2020-10-08,2020-10-17,9,,Oliver Burke,/oliver-burke/profil/spieler/341317
2021,Hamstring Injury,2021-02-01,2021-03-25,52,11,Theo Walcott,/theo-walcott/profil/spieler/33713
2021,Hamstring Injury,2020-11-07,2020-11-22,15,,Theo Walcott,/theo-walcott/profil/spieler/33713
2021,Hamstring Injury,2020-10-10,2020-11-06,27,3,James McCarthy,/james-mccarthy/profil/spieler/45333
2021,Knock,2020-07-31,2020-09-13,44,2,Ruben Loftus-Cheek,/ruben-loftus-cheek/profil/spieler/202886
2021,Ill,2021-02-01,2021-02-05,4,1,Alisson,/alisson/profil/spieler/105470
2021,Hip Injury,2020-11-29,2020-12-12,13,3,Alisson,/alisson/profil/spieler/105470
2021,Shoulder Injury,2020-10-03,2020-10-23,20,3,Alisson,/alisson/profil/spieler/105470
2021,Ill,2020-09-21,2020-09-27,6,1,Alisson,/alisson/profil/spieler/105470
2021,Quarantine,2021-06-01,2021-06-04,3,,Ché Adams,/che-adams/profil/spieler/346779
2021,Head Injury,2020-12-30,2021-01-15,16,1,Ché Adams,/che-adams/profil/spieler/346779
