name,full_name,season,team_id
ARS,Arsenal,2122,1
AVL,Aston Villa,2122,2
BRE,Brentford,2122,3
BHA,Brighton,2122,4
BUR,Burnley,2122,5
CHE,Chelsea,2122,6
CRY,Crystal Palace,2122,7
EVE,Everton,2122,8
LEI,Leicester,2122,9
LEE,Leeds,2122,10
LIV,Liverpool,2122,11
MCI,Man City,2122,12
MUN,Man Utd,2122,13
NEW,Newcastle,2122,14
NOR,Norwich,2122,15
SOU,Southampton,2122,16
TOT,Spurs,2122,17
WAT,Watford,2122,18
WHU,West Ham,2122,19
WOL,Wolves,2122,20
