season,details,from,until,days,games,reason,player,url
1617,Red card suspension,2016-09-17,2016-10-03,16,3,suspension,Nolito,/nolito/profil/spieler/70934
1617,Transferred to Morecambe FC,2016-08-31,2017-01-02,,,Transfer,Ntumba Massanka,/ntumba-massanka/profil/spieler/385922
1617,Transferred to Wrexham,2017-01-12,2017-05-30,,,Transfer,Ntumba Massanka,/ntumba-massanka/profil/spieler/385922
1617,Transferred to Newcastle,2016-07-01,2016-07-17,,,Transfer,Mark Birighitti,/mark-birighitti/profil/spieler/80702
1617,Ankle Injury,2017-04-30,2017-05-10,10,3,injury,Granit Xhaka,/granit-xhaka/profil/spieler/111455
1617,Hamstring Injury,2017-04-25,2017-06-30,66,5,injury,Matt Phillips,/matt-phillips/profil/spieler/77274
1617,Hamstring Injury,2017-02-11,2017-04-04,52,7,injury,Matt Phillips,/matt-phillips/profil/spieler/77274
1617,Transferred to QPR,2016-07-01,2016-07-05,,,Transfer,Matt Phillips,/matt-phillips/profil/spieler/77274
1617,Transferred to Unknown,2016-07-01,2017-01-12,,,Transfer,Jordan Lee,/jordan-lee/profil/spieler/416621
1617,Transferred to Torquay,2017-01-13,2017-05-30,,,Transfer,Jordan Lee,/jordan-lee/profil/spieler/416621
1617,Cruciate Ligament Rupture,2017-02-25,2017-09-23,210,20,injury,Mauro Zárate,/mauro-zarate/profil/spieler/26456
1617,Transferred to Fiorentina,2016-07-01,2017-01-24,,,Transfer,Mauro Zárate,/mauro-zarate/profil/spieler/26456
1617,Ankle Injury,2017-01-30,2017-04-19,79,11,injury,Ovie Ejaria,/ovie-ejaria/profil/spieler/337284
1617,Transferred to Cheltenham,2017-01-12,2017-05-30,,,Transfer,Alex Pike,/alex-pike/profil/spieler/345960
1617,Thigh Muscle Strain,2016-10-07,2016-10-14,7,,injury,Phil Jagielka,/phil-jagielka/profil/spieler/13520
1617,Indirect card suspension,2016-12-14,2016-12-20,6,1,suspension,Phil Jagielka,/phil-jagielka/profil/spieler/13520
