season,details,from,until,days,games,reason,player,url
2223,Leg Injury,2022-09-18,2022-11-14,57,9,injury,Chris Richards,/chris-richards/profil/spieler/578539
2223,Transferred to Bayern Munich,2022-07-01,2022-07-26,,,Transfer,Chris Richards,/chris-richards/profil/spieler/578539
2223,Thigh Problems,2022-09-29,2022-11-05,37,10,injury,Dejan Kulusevski,/dejan-kulusevski/profil/spieler/431755
2223,Transferred to Juventus,2023-06-30,2023-06-30,,,Transfer,Dejan Kulusevski,/dejan-kulusevski/profil/spieler/431755
2223,Knee Injury,2023-01-13,2023-02-06,24,3,injury,Dominic Solanke,/dominic-solanke/profil/spieler/258889
2223,Transferred to Degerfors,2022-07-01,2022-12-30,,,Transfer,Alfie Whiteman,/alfie-whiteman/profil/spieler/282823
2223,Transferred to Blackpool,2022-08-27,2023-05-30,,,Transfer,Ian Poveda,/ian-poveda/profil/spieler/392763
2223,Hamstring Injury,2023-05-18,2023-06-05,18,3,injury,Joe Willock,/joe-willock/profil/spieler/340329
2223,Knee Problems,2022-09-12,2023-04-20,220,27,injury,Andy Lonergan,/andy-lonergan/profil/spieler/14044
2223,Transferred to Watford,2022-08-13,2023-05-30,,,Transfer,Keinan Davis,/keinan-davis/profil/spieler/412660
2223,Transferred to Middlesbrough,2022-07-01,2022-07-31,,,Transfer,Marcus Tavernier,/marcus-tavernier/profil/spieler/399434
2223,Hamstring Injury,2023-01-27,2023-03-01,33,8,injury,John Stones,/john-stones/profil/spieler/186590
2223,Hamstring Injury,2022-09-26,2022-10-20,24,5,injury,John Stones,/john-stones/profil/spieler/186590
2223,Achilles tendon rupture,2022-11-01,2023-04-21,171,22,injury,Neeskens Kebano,/neeskens-kebano/profil/spieler/111422
2223,Minor Knock,2022-08-18,2022-08-29,11,3,injury,Neeskens Kebano,/neeskens-kebano/profil/spieler/111422
2223,Unknown Injury,2023-04-15,,51,,injury,Adnan Kanuric,/adnan-kanuric/profil/spieler/354017
2223,Transferred to FK Sarajevo,2022-07-01,2022-09-19,,,Transfer,Adnan Kanuric,/adnan-kanuric/profil/spieler/354017
2223,Transferred to Oxford City,2023-02-04,2023-05-30,,,Transfer,Adnan Kanuric,/adnan-kanuric/profil/spieler/354017
2223,Rest,2022-11-10,2022-11-14,4,1,injury,Keylor Navas,/keylor-navas/profil/spieler/79422
2223,Back Injury,2022-10-31,2022-11-10,10,2,injury,Keylor Navas,/keylor-navas/profil/spieler/79422
2223,Minor Knock,2022-09-12,2022-09-15,3,1,injury,Keylor Navas,/keylor-navas/profil/spieler/79422
2223,Lumbar vertebrae problems,2022-08-20,2022-08-22,2,1,injury,Keylor Navas,/keylor-navas/profil/spieler/79422
2223,Transferred to Paris SG,2022-07-01,2023-01-30,,,Transfer,Keylor Navas,/keylor-navas/profil/spieler/79422
2223,Transferred to Paris SG,2023-06-30,2023-06-30,,,Transfer,Keylor Navas,/keylor-navas/profil/spieler/79422
2223,Called up to national team,2023-05-19,2023-05-31,12,2,absence,Matthew Cox,/matthew-cox/profil/spieler/741236
2223,Called up to national team,2023-03-17,2023-04-16,30,5,absence,Matthew Cox,/matthew-cox/profil/spieler/741236
2223,Called up to national team,2023-01-01,2023-01-23,22,3,absence,Matthew Cox,/matthew-cox/profil/spieler/741236
2223,Shoulder Injury,2022-11-04,2022-11-12,8,3,injury,Matheus Nunes,/matheus-nunes/profil/spieler/601883
2223,Transferred to Sporting CP,2022-07-01,2022-08-17,,,Transfer,Matheus Nunes,/matheus-nunes/profil/spieler/601883
2223,Ankle Injury,2023-03-13,2023-05-02,50,11,injury,Alejandro Garnacho,/alejandro-garnacho/profil/spieler/811779
2223,Hamstring Injury,2022-12-09,2023-01-13,35,4,injury,Richarlison,/richarlison/profil/spieler/378710
2223,Calf Injury,2022-10-15,2022-11-08,24,7,injury,Richarlison,/richarlison/profil/spieler/378710
2223,Transferred to Crawley Town,2022-07-30,2023-01-16,,,Transfer,Ellery Balcombe,/ellery-balcombe/profil/spieler/456292
2223,Transferred to Bristol Rovers,2023-01-19,2023-05-30,,,Transfer,Ellery Balcombe,/ellery-balcombe/profil/spieler/456292
2223,Transferred to PSV Eindhoven,2022-07-01,2023-01-24,,,Transfer,Ki-Jana Hoever,/ki-jana-hoever/profil/spieler/485583
2223,Transferred to Stoke City,2023-01-27,2023-05-30,,,Transfer,Ki-Jana Hoever,/ki-jana-hoever/profil/spieler/485583
2223,Hamstring Injury,2022-08-30,2022-10-24,55,8,injury,Roméo Lavia,/romeo-lavia/profil/spieler/628451
2223,Transferred to Reading,2022-08-31,2023-05-30,,,Transfer,Abdul-Rahman Baba,/abdul-rahman-baba/profil/spieler/224884
2223,Thigh Problems,2023-01-22,2023-04-14,82,12,injury,Adam Lallana,/adam-lallana/profil/spieler/43530
2223,Calf Injury,2022-08-26,2022-09-28,33,3,injury,Adam Lallana,/adam-lallana/profil/spieler/43530
2223,Transferred to Feyenoord,2022-07-01,2022-08-07,,,Transfer,Marcos Senesi,/marcos-senesi/profil/spieler/469781
2223,Ankle Injury,2022-08-06,2022-10-31,86,14,injury,Yerry Mina,/yerry-mina/profil/spieler/289446
2223,Transferred to Solihull Moors,2022-07-01,2023-01-01,,,Transfer,Louie Moulden,/louie-moulden/profil/spieler/444641
2223,Hamstring Injury,2023-05-07,2023-06-07,31,7,injury,Nathan Aké,/nathan-ake/profil/spieler/177476
2223,Biceps femoris muscle injury,2023-04-19,2023-05-01,12,4,injury,Nathan Aké,/nathan-ake/profil/spieler/177476
2223,Concussion,2023-01-22,2023-01-30,8,2,injury,James Hill,/james-hill/profil/spieler/611793
2223,Transferred to Heart of Midl.,2023-01-09,2023-05-30,,,Transfer,James Hill,/james-hill/profil/spieler/611793
2223,Hamstring Injury,2023-01-27,2023-03-04,36,7,injury,Kurt Zouma,/kurt-zouma/profil/spieler/157509
2223,Knee Injury,2022-11-12,2023-01-09,58,5,injury,Kurt Zouma,/kurt-zouma/profil/spieler/157509
2223,Knee Surgery,2023-02-16,2023-05-31,104,19,injury,Calvin Ramsay,/calvin-ramsay/profil/spieler/633652
2223,Knee Surgery,2023-06-01,,4,1,injury,Zack Steffen,/zack-steffen/profil/spieler/221624
2223,Knee Problems,2022-08-26,2022-09-18,23,5,injury,Zack Steffen,/zack-steffen/profil/spieler/221624
2223,Transferred to Middlesbrough,2022-07-19,2023-05-30,,,Transfer,Zack Steffen,/zack-steffen/profil/spieler/221624
2223,Transferred to TSG Hoffenheim,2022-07-01,2023-01-13,,,Transfer,Georginio Rutter,/georginio-rutter/profil/spieler/538977
2223,Tear in the abductor muscle,2023-03-13,2023-05-31,79,13,injury,Stefan Bajcetic,/stefan-bajcetic/profil/spieler/864799
2223,Transferred to Marseille,2022-07-01,2022-08-31,,,Transfer,Duje Caleta-Car,/duje-caleta-car/profil/spieler/238266
2223,Knee Injury,2022-12-23,2023-01-16,24,6,injury,James Maddison,/james-maddison/profil/spieler/294057
2223,Knee Injury,2022-11-19,2022-11-27,8,,injury,James Maddison,/james-maddison/profil/spieler/294057
2223,Fitness,2022-12-19,2023-01-13,25,5,injury,Neto,/neto/profil/spieler/111819
2223,Hamstring Injury,2022-10-24,2022-12-18,55,5,injury,Neto,/neto/profil/spieler/111819
2223,Transferred to Barcelona,2022-07-01,2022-08-06,,,Transfer,Neto,/neto/profil/spieler/111819
2223,Transferred to Swansea,2022-09-01,2022-12-31,,,Transfer,Fin Stevens,/fin-stevens/profil/spieler/587019
2223,Ankle Injury,2022-10-01,2023-02-05,127,19,injury,Pedro Neto,/pedro-neto/profil/spieler/487465
2223,Ankle Injury,2022-09-30,2023-01-01,93,11,injury,Thomas Strakosha,/thomas-strakosha/profil/spieler/222209
2223,Transferred to Lazio,2022-07-01,2022-07-13,,,Transfer,Thomas Strakosha,/thomas-strakosha/profil/spieler/222209
2223,Knee Injury,2023-04-01,2023-05-31,60,16,injury,Gianluca Scamacca,/gianluca-scamacca/profil/spieler/315867
2223,Knee Injury,2023-01-20,2023-02-19,30,5,injury,Gianluca Scamacca,/gianluca-scamacca/profil/spieler/315867
2223,Transferred to Sassuolo,2022-07-01,2022-07-25,,,Transfer,Gianluca Scamacca,/gianluca-scamacca/profil/spieler/315867
2223,Transferred to Molde,2022-07-01,2022-12-31,,,Transfer,David Datro Fofana,/david-datro-fofana/profil/spieler/787232
2223,Transferred to Bristol City,2022-07-01,2023-01-24,,,Transfer,Daniel Bentley,/daniel-bentley/profil/spieler/136401
2223,Stress response of the bone,2022-09-01,2022-10-13,42,7,injury,Curtis Jones,/curtis-jones/profil/spieler/433188
2223,Hamstring Injury,2022-08-15,2023-03-17,214,32,injury,Moussa Niakhaté,/moussa-niakhate/profil/spieler/291200
2223,Transferred to 1.FSV Mainz 05,2022-07-01,2022-07-05,,,Transfer,Moussa Niakhaté,/moussa-niakhate/profil/spieler/291200
2223,Hamstring Injury,2023-05-07,2023-05-21,14,3,injury,Daniel James,/daniel-james/profil/spieler/319301
2223,Knee Injury,2023-03-05,2023-05-02,58,11,injury,Keane Lewis-Potter,/keane-lewis-potter/profil/spieler/644401
2223,Fitness,2022-10-11,2022-10-31,20,4,injury,Keane Lewis-Potter,/keane-lewis-potter/profil/spieler/644401
2223,Ligament Injury,2022-09-05,2022-10-10,35,3,injury,Keane Lewis-Potter,/keane-lewis-potter/profil/spieler/644401
2223,Transferred to Hull City,2022-07-01,2022-07-11,,,Transfer,Keane Lewis-Potter,/keane-lewis-potter/profil/spieler/644401
2223,Facial Fracture,2022-11-02,2022-11-20,18,3,injury,Heung-min Son,/heung-min-son/profil/spieler/91845
2223,Knee Injury,2022-12-28,2023-02-15,49,3,injury,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
2223,Transferred to Basaksehir,2022-08-22,2023-01-30,,,Transfer,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
2223,Knee Injury,2022-11-03,2023-08-07,277,31,injury,Giulian Biancone,/giulian-biancone/profil/spieler/536507
2223,Transferred to Troyes,2022-07-01,2022-07-02,,,Transfer,Giulian Biancone,/giulian-biancone/profil/spieler/536507
2223,Bruised Rib,2023-03-27,2023-03-31,4,,injury,Konstantinos Tsimikas,/konstantinos-tsimikas/profil/spieler/338070
2223,Ankle Injury,2023-01-29,2023-04-06,67,16,injury,Christian Eriksen,/christian-eriksen/profil/spieler/69633
2223,Hamstring Injury,2022-04-30,2022-08-12,104,6,injury,Nélson Semedo,/nelson-semedo/profil/spieler/231572
2223,Transferred to Without Club,2022-07-01,2022-09-11,,,Transfer,Diego Costa,/diego-costa/profil/spieler/44779
2223,Muscle Injury,2023-01-30,2023-02-27,28,5,injury,Ibrahima Konaté,/ibrahima-konate/profil/spieler/357119
2223,Knee Injury,2022-08-01,2022-09-25,55,8,injury,Ibrahima Konaté,/ibrahima-konate/profil/spieler/357119
2223,Thigh Problems,2023-03-15,2023-04-15,31,5,injury,Miguel Almirón,/miguel-almiron/profil/spieler/272999
2223,Transferred to Charlton,2022-07-05,2023-05-30,,,Transfer,Steven Sessegnon,/steven-sessegnon/profil/spieler/406558
2223,Yellow card suspension,2022-10-02,2022-10-15,13,1,suspension,Rúben Neves,/ruben-neves/profil/spieler/225161
2223,Transferred to Birmingham,2022-08-29,2023-05-30,,,Transfer,Hannibal,/hannibal/profil/spieler/607224
2223,Minor Knock,2022-10-27,2022-10-31,4,2,injury,Nayef Aguerd,/nayef-aguerd/profil/spieler/361914
2223,Ankle Injury,2022-07-18,2022-10-24,98,18,injury,Nayef Aguerd,/nayef-aguerd/profil/spieler/361914
2223,Fractured Arm,2023-04-30,2023-05-29,29,6,injury,Tim Ream,/tim-ream/profil/spieler/145466
2223,Fractured Finger,2022-07-19,2022-11-13,117,16,injury,Jack Butland,/jack-butland/profil/spieler/128899
2223,Pubis bone contusion,2022-07-01,2022-08-03,33,2,injury,Sergio Gómez,/sergio-gomez/profil/spieler/366930
2223,Transferred to RSC Anderlecht,2022-07-01,2022-08-15,,,Transfer,Sergio Gómez,/sergio-gomez/profil/spieler/366930
2223,Shoulder Injury,2023-03-17,2023-05-08,52,9,injury,Ryan Yates,/ryan-yates/profil/spieler/425902
2223,Ill,2023-01-21,2023-02-24,34,6,injury,Ryan Yates,/ryan-yates/profil/spieler/425902
2223,Knock,2022-09-22,2022-09-30,8,,injury,Thomas Partey,/thomas-partey/profil/spieler/230784
2223,Thigh Problems,2022-08-25,2022-09-15,21,4,injury,Thomas Partey,/thomas-partey/profil/spieler/230784
2223,Metatarsal Fracture,2023-04-14,2023-06-30,77,12,injury,Lisandro Martínez,/lisandro-martinez/profil/spieler/480762
2223,Transferred to Ajax,2022-07-01,2022-07-26,,,Transfer,Lisandro Martínez,/lisandro-martinez/profil/spieler/480762
2223,Corona virus,2022-11-01,2022-11-11,10,2,injury,Callum Wilson,/callum-wilson/profil/spieler/123682
2223,Hamstring Injury,2022-08-21,2022-09-25,35,6,injury,Callum Wilson,/callum-wilson/profil/spieler/123682
2223,Transferred to Atalanta BC,2022-07-01,2022-08-13,,,Transfer,Remo Freuler,/remo-freuler/profil/spieler/148252
2223,Hamstring Injury,2022-12-22,2023-01-15,24,7,injury,Rúben Dias,/ruben-dias/profil/spieler/258004
2223,Transferred to Burnley,2022-07-01,2022-07-27,,,Transfer,Dwight McNeil,/dwight-mcneil/profil/spieler/584769
2223,Achilles tendon rupture,2022-11-08,2023-05-31,204,30,injury,James Justin,/james-justin/profil/spieler/413220
2223,Transferred to FC Copenhagen,2022-07-01,2023-01-19,,,Transfer,Victor Kristiansen,/victor-kristiansen/profil/spieler/564529
2223,Transferred to SC Freiburg,2022-07-01,2023-01-03,,,Transfer,Kevin Schade,/kevin-schade/profil/spieler/473050
2223,Transferred to SC Freiburg,2023-06-30,2023-06-30,,,Transfer,Kevin Schade,/kevin-schade/profil/spieler/473050
2223,Hamstring Injury,2022-10-28,2022-11-19,22,5,injury,Cristian Romero,/cristian-romero/profil/spieler/355915
2223,Adductor problems,2022-08-18,2022-09-02,15,3,injury,Cristian Romero,/cristian-romero/profil/spieler/355915
2223,Transferred to Atalanta BC,2022-08-29,2022-08-29,,,Transfer,Cristian Romero,/cristian-romero/profil/spieler/355915
2223,Virus Infection,2023-03-23,2023-03-30,7,,injury,Sven Botman,/sven-botman/profil/spieler/361093
2223,Cervical spine injury,2023-01-22,2023-02-01,10,1,injury,Facundo Buonanotte,/facundo-buonanotte/profil/spieler/983989
2223,Transferred to Rosario Central,2022-07-01,2022-12-31,,,Transfer,Facundo Buonanotte,/facundo-buonanotte/profil/spieler/983989
2223,Ankle Injury,2022-07-30,2022-08-31,32,4,injury,Facundo Pellistri,/facundo-pellistri/profil/spieler/676318
2223,Toe Injury,2023-05-12,2023-05-29,17,3,injury,Darwin Núñez,/darwin-nunez/profil/spieler/546543
2223,Ankle Injury,2023-03-16,2023-03-30,14,,injury,Darwin Núñez,/darwin-nunez/profil/spieler/546543
2223,Shoulder Injury,2023-02-22,2023-02-27,5,1,injury,Darwin Núñez,/darwin-nunez/profil/spieler/546543
2223,Shoulder Injury,2023-02-18,2023-02-20,2,1,injury,Darwin Núñez,/darwin-nunez/profil/spieler/546543
2223,Dead Leg,2023-01-12,2023-01-19,7,2,injury,Darwin Núñez,/darwin-nunez/profil/spieler/546543
2223,Muscular problems,2022-10-20,2022-10-24,4,1,injury,Darwin Núñez,/darwin-nunez/profil/spieler/546543
2223,Red card suspension,2022-08-16,2022-09-01,16,3,suspension,Darwin Núñez,/darwin-nunez/profil/spieler/546543
2223,Back Injury,2023-03-16,,81,,injury,William Saliba,/william-saliba/profil/spieler/495666
2223,Cruciate Ligament Rupture,2022-09-04,2023-06-05,274,37,injury,Sasa Kalajdzic,/sasa-kalajdzic/profil/spieler/369567
2223,Ankle problems,2022-07-18,2022-08-01,14,1,injury,Sasa Kalajdzic,/sasa-kalajdzic/profil/spieler/369567
2223,Transferred to VfB Stuttgart,2022-07-01,2022-08-30,,,Transfer,Sasa Kalajdzic,/sasa-kalajdzic/profil/spieler/369567
2223,Transferred to Racing Club,2022-07-01,2023-01-10,,,Transfer,Carlos Alcaraz,/carlos-alcaraz/profil/spieler/748319
2223,Transferred to QPR,2022-09-01,2023-05-30,,,Transfer,Tim Iroegbunam,/tim-iroegbunam/profil/spieler/696589
2223,Transferred to Coventry,2022-07-13,2023-05-30,,,Transfer,Jonathan Panzo,/jonathan-panzo/profil/spieler/392777
2223,Transferred to Atlético Madrid,2022-07-01,2023-01-30,,,Transfer,Felipe,/felipe/profil/spieler/156501
2223,Ankle Injury,2023-03-02,2023-04-13,42,7,injury,Eddie Nketiah,/eddie-nketiah/profil/spieler/340324
2223,Unknown Injury,2022-07-13,2023-01-23,194,30,injury,Axel Tuanzebe,/axel-tuanzebe/profil/spieler/342046
2223,Transferred to Stoke City,2023-01-31,2023-05-30,,,Transfer,Axel Tuanzebe,/axel-tuanzebe/profil/spieler/342046
2223,Concussion,2023-02-27,2023-03-05,6,1,injury,Fabian Schär,/fabian-schar/profil/spieler/135343
2223,Transferred to Slough,2023-01-20,2023-05-30,,,Transfer,Will Dennis,/will-dennis/profil/spieler/582078
2223,Transferred to Olympique Lyon,2022-07-01,2022-08-28,,,Transfer,Lucas Paquetá,/lucas-paqueta/profil/spieler/444523
2223,Transferred to Real Betis,2022-07-01,2022-08-08,,,Transfer,Joel Robles,/joel-robles/profil/spieler/101118
2223,Hamstring Injury,2022-08-31,2022-09-25,25,4,injury,Jordan Henderson,/jordan-henderson/profil/spieler/61651
2223,Achilles tendon rupture,2022-08-05,2023-02-05,184,27,injury,Ricardo Pereira,/ricardo-pereira/profil/spieler/215876
2223,Ill,2022-10-17,2022-10-22,5,1,injury,Rayan Aït-Nouri,/rayan-ait-nouri/profil/spieler/578391
2223,Transferred to Sampdoria,2022-07-01,2022-08-09,,,Transfer,Mikkel Damsgaard,/mikkel-damsgaard/profil/spieler/540941
2223,Cruciate Ligament Injury,2022-07-09,,331,44,injury,Chiquinho,/chiquinho/profil/spieler/695454
2223,Unknown Injury,2022-07-08,2022-12-04,149,21,injury,Brandon Williams,/brandon-williams/profil/spieler/507700
2223,Transferred to Cardiff,2022-07-26,2023-05-30,,,Transfer,Jaden Philogene,/jaden-philogene/profil/spieler/665390
2223,Hamstring Injury,2022-08-25,2022-09-16,22,3,injury,Bruno Guimarães,/bruno-guimaraes/profil/spieler/520624
2223,Hamstring Injury,2023-04-25,2023-05-31,36,7,injury,Reece James,/reece-james/profil/spieler/472423
2223,Thigh Problems,2023-03-26,2023-03-31,5,,injury,Reece James,/reece-james/profil/spieler/472423
2223,Ill,2023-03-09,2023-03-15,6,1,injury,Reece James,/reece-james/profil/spieler/472423
2223,Hamstring Injury,2023-03-01,2023-03-05,4,1,injury,Reece James,/reece-james/profil/spieler/472423
2223,Knee Injury,2022-12-27,2023-01-31,35,7,injury,Reece James,/reece-james/profil/spieler/472423
2223,Knee Injury,2022-10-13,2022-12-12,60,9,injury,Reece James,/reece-james/profil/spieler/472423
2223,Cruciate Ligament Rupture,2022-08-24,2023-05-31,280,43,injury,Emil Krafth,/emil-krafth/profil/spieler/184528
2223,Ankle Fracture,2023-02-10,2023-05-01,80,15,injury,Yves Bissouma,/yves-bissouma/profil/spieler/410425
2223,Muscle Injury,2022-11-05,2022-12-25,50,4,injury,Naby Keïta,/naby-keita/profil/spieler/302215
2223,Hamstring Injury,2022-08-01,2022-11-01,92,18,injury,Naby Keïta,/naby-keita/profil/spieler/302215
2223,Hamstring Injury,2022-07-16,2022-10-17,93,14,injury,Alex Oxlade-Chamberlain,/alex-oxlade-chamberlain/profil/spieler/143424
2223,Ankle Injury,2022-09-15,2022-12-26,102,11,injury,Lloyd Kelly,/lloyd-kelly/profil/spieler/480116
2223,Transferred to Burnley,2022-07-01,2022-07-21,,,Transfer,Ben Mee,/ben-mee/profil/spieler/74810
2223,Muscle Injury,2023-04-08,2023-04-19,11,3,injury,Marcus Rashford,/marcus-rashford/profil/spieler/258923
2223,Unknown Injury,2023-03-19,2023-03-31,12,1,injury,Marcus Rashford,/marcus-rashford/profil/spieler/258923
2223,Muscle Injury,2022-09-04,2022-09-19,15,3,injury,Marcus Rashford,/marcus-rashford/profil/spieler/258923
2223,Transferred to Stade Reims,2022-07-01,2022-08-31,,,Transfer,Wout Faes,/wout-faes/profil/spieler/292808
2223,Hip problems,2022-09-30,2022-11-14,45,9,injury,Raúl Jiménez,/raul-jimenez/profil/spieler/206040
2223,Knee Injury,2022-07-23,2022-08-17,25,2,injury,Raúl Jiménez,/raul-jimenez/profil/spieler/206040
2223,Thigh Problems,2023-01-14,2023-05-31,137,,injury,Dean Henderson,/dean-henderson/profil/spieler/258919
2223,Pelvis Injury,2023-04-25,2023-05-31,36,7,injury,Mason Mount,/mason-mount/profil/spieler/346483
2223,bruised pelvis,2023-02-28,2023-04-03,34,5,injury,Mason Mount,/mason-mount/profil/spieler/346483
2223,Knock,2023-01-05,2023-01-07,2,1,injury,Mason Mount,/mason-mount/profil/spieler/346483
2223,Facial Fracture,2023-04-26,2023-06-30,65,6,injury,Neco Williams,/neco-williams/profil/spieler/503680
2223,Unknown Injury,2022-12-26,2023-01-11,16,5,injury,Dennis Praet,/dennis-praet/profil/spieler/129588
2223,Muscle Injury,2022-09-02,2022-09-09,7,2,injury,Matheus Cunha,/matheus-cunha/profil/spieler/517894
2223,Transferred to Atlético Madrid,2022-07-01,2022-12-31,,,Transfer,Matheus Cunha,/matheus-cunha/profil/spieler/517894
2223,Transferred to Atlético Madrid,2023-06-30,2023-06-30,,,Transfer,Matheus Cunha,/matheus-cunha/profil/spieler/517894
2223,Knee Injury,2023-01-03,2023-04-08,95,15,injury,Isaac Hayden,/isaac-hayden/profil/spieler/206225
2223,Knee Problems,2022-07-25,2022-10-10,77,15,injury,Isaac Hayden,/isaac-hayden/profil/spieler/206225
2223,Transferred to Norwich,2022-07-01,2023-05-30,,,Transfer,Isaac Hayden,/isaac-hayden/profil/spieler/206225
2223,Hip Injury,2022-11-05,2022-11-07,2,1,injury,Remi Matthews,/remi-matthews/profil/spieler/196722
2223,Transferred to St. Johnstone,2022-07-27,2023-05-30,,,Transfer,Remi Matthews,/remi-matthews/profil/spieler/196722
2223,Knock,2022-11-04,2022-11-06,2,1,injury,Patrick Bamford,/patrick-bamford/profil/spieler/183334
2223,Transferred to Luton,2023-01-31,2023-05-30,,,Transfer,Marvelous Nakamba,/marvelous-nakamba/profil/spieler/324882
2223,Shoulder Injury,2023-03-19,2023-04-07,19,1,injury,Armel Bella-Kotchap,/armel-bella-kotchap/profil/spieler/467563
2223,Knee Problems,2023-01-04,2023-02-12,39,10,injury,Armel Bella-Kotchap,/armel-bella-kotchap/profil/spieler/467563
2223,Shoulder Injury,2022-10-16,2022-11-01,16,4,injury,Armel Bella-Kotchap,/armel-bella-kotchap/profil/spieler/467563
2223,Calf Strain,2022-12-20,2023-01-27,38,9,injury,Theo Walcott,/theo-walcott/profil/spieler/33713
2223,Transferred to Al-Sadd SC,2022-07-01,2023-02-01,,,Transfer,André Ayew,/andre-ayew/profil/spieler/45403
2223,Transferred to Norwich,2023-01-31,2023-05-30,,,Transfer,Marquinhos,/marquinhos/profil/spieler/668268
2223,Yellow card suspension,2023-02-25,2023-03-13,16,2,suspension,João Palhinha,/joao-palhinha/profil/spieler/257455
2223,Yellow card suspension,2022-09-17,2022-10-02,15,1,suspension,João Palhinha,/joao-palhinha/profil/spieler/257455
2223,Transferred to Sporting CP,2022-07-01,2022-07-03,,,Transfer,João Palhinha,/joao-palhinha/profil/spieler/257455
2223,Transferred to RB Leipzig,2022-07-01,2022-07-05,,,Transfer,Tyler Adams,/tyler-adams/profil/spieler/332705
2223,Knee Injury,2023-02-06,2023-03-22,44,9,injury,Hugo Lloris,/hugo-lloris/profil/spieler/17965
2223,Ankle Injury,2022-08-09,2022-08-29,20,6,injury,Álvaro Fernandez,/alvaro-fernandez/profil/spieler/811778
2223,Transferred to Preston,2022-07-26,2023-05-30,,,Transfer,Álvaro Fernandez,/alvaro-fernandez/profil/spieler/811778
2223,Knee Injury,2023-01-21,2023-01-21,0,1,injury,Danny Ings,/danny-ings/profil/spieler/134294
2223,Hamstring Injury,2023-04-06,2023-05-05,29,5,injury,Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642
2223,Ill,2023-01-06,2023-01-09,3,1,injury,Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642
2223,Muscle Injury,2022-10-14,2022-10-26,12,3,injury,Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642
2223,Hamstring Injury,2022-08-29,2022-10-05,37,4,injury,Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642
2223,Calf Injury,2023-02-18,2023-03-05,15,3,injury,Serge Aurier,/serge-aurier/profil/spieler/127032
2223,Transferred to Without Club,2022-07-01,2022-09-06,,,Transfer,Serge Aurier,/serge-aurier/profil/spieler/127032
2223,Unknown Injury,2023-04-09,2023-05-16,37,9,injury,Scott McTominay,/scott-mctominay/profil/spieler/315969
2223,Unknown Injury,2023-01-27,2023-02-18,22,6,injury,Scott McTominay,/scott-mctominay/profil/spieler/315969
