name,full_name,season,team_id
ARS,Arsenal,2526,1
AVL,Aston Villa,2526,2
BUR,Burnley,2526,3
BOU,Bournemouth,2526,4
BRE,Brentford,2526,5
BHA,Brighton,2526,6
CHE,Chelsea,2526,7
CRY,Crystal Palace,2526,8
EVE,Everton,2526,9
FUL,Fulham,2526,10
LEE,Leeds,2526,11
LIV,Liverpool,2526,12
MCI,Man City,2526,13
MUN,Man Utd,2526,14
NEW,Newcastle,2526,15
NFO,Nott'm Forest,2526,16
SUN,Sunderland,2526,17
TOT,Spurs,2526,18
WHU,West Ham,2526,19
WOL,Wolves,2526,20
