season,details,from,until,days,games,reason,player,url
2021,Transferred to Real Madrid,2021-06-30,2021-06-30,,,Transfer,Dani Ceballos,/dani-ceballos/profil/spieler/319745
2021,Knock,2020-12-30,2021-05-31,152,27,injury,Michael Obafemi,/michael-obafemi/profil/spieler/444208
2021,Quarantine,2021-06-08,2021-06-11,3,,injury,Diego Llorente,/diego-llorente/profil/spieler/246291
2021,Hamstring Injury,2021-01-26,2021-02-22,27,6,injury,Diego Llorente,/diego-llorente/profil/spieler/246291
2021,Groin Injury,2020-12-06,2021-01-15,40,7,injury,Diego Llorente,/diego-llorente/profil/spieler/246291
2021,Groin Injury,2020-10-11,2020-12-04,54,6,injury,Diego Llorente,/diego-llorente/profil/spieler/246291
2021,Transferred to Real Sociedad,2020-08-01,2020-09-23,,,Transfer,Diego Llorente,/diego-llorente/profil/spieler/246291
2021,Transferred to Sheff Wed,2020-08-20,2021-05-30,,,Transfer,Izzy Brown,/izzy-brown/profil/spieler/245805
2021,Ankle Injury,2020-12-30,2021-01-25,26,4,injury,Karlan Grant,/karlan-grant/profil/spieler/314183
2021,Transferred to Huddersfield,2020-08-01,2020-10-14,,,Transfer,Karlan Grant,/karlan-grant/profil/spieler/314183
2021,Virus Infection,2020-10-10,2020-10-17,7,,injury,John Egan,/john-egan/profil/spieler/121324
2021,Ankle Injury,2021-02-01,2021-03-05,32,6,injury,Ian Poveda,/ian-poveda/profil/spieler/392763
2021,Muscle Injury,2020-09-08,2020-09-30,22,4,injury,Bernardo Silva,/bernardo-silva/profil/spieler/241641
2021,Ankle Injury,2020-11-09,2020-12-16,37,3,injury,Keinan Davis,/keinan-davis/profil/spieler/412660
2021,Transferred to Without Club,2020-08-01,2020-12-01,,,Transfer,Andy Lonergan,/andy-lonergan/profil/spieler/14044
2021,Transferred to Stoke City,2020-12-02,2021-01-08,,,Transfer,Andy Lonergan,/andy-lonergan/profil/spieler/14044
2021,Rest,2021-01-22,2021-01-24,2,1,injury,John Stones,/john-stones/profil/spieler/186590
2021,Knock,2020-09-22,2020-10-02,10,3,injury,John Stones,/john-stones/profil/spieler/186590
2021,Ankle Injury,2020-06-19,2020-06-27,8,2,injury,John Stones,/john-stones/profil/spieler/186590
2021,Muscle Injury,2020-10-19,2020-11-09,21,3,injury,Neeskens Kebano,/neeskens-kebano/profil/spieler/111422
2021,Transferred to Middlesbrough,2021-02-01,2021-05-30,,,Transfer,Neeskens Kebano,/neeskens-kebano/profil/spieler/111422
2021,Knock,2020-11-03,2020-12-10,37,4,injury,Pablo Hernández,/pablo-hernandez/profil/spieler/46220
2021,Groin Injury,2020-09-25,2020-10-18,23,2,injury,Pablo Hernández,/pablo-hernandez/profil/spieler/46220
2021,Ankle Injury,2021-02-05,2021-05-31,115,12,injury,Alex Cochrane,/alex-cochrane/profil/spieler/392773
2021,Transferred to Union SG,2020-10-05,2021-06-29,,,Transfer,Alex Cochrane,/alex-cochrane/profil/spieler/392773
2021,Knock,2020-10-23,2020-11-05,13,2,injury,Yan Valery,/yan-valery/profil/spieler/406008
2021,Transferred to Birmingham,2021-02-01,2021-05-30,,,Transfer,Yan Valery,/yan-valery/profil/spieler/406008
2021,Bruise,2020-12-30,2021-01-11,12,1,injury,Ashley Westwood,/ashley-westwood/profil/spieler/91317
2021,Transferred to Barrow,2021-02-01,2021-05-30,,,Transfer,Mace Goodridge,/mace-goodridge/profil/spieler/382552
2021,Transferred to Hull City,2020-09-30,2021-05-30,,,Transfer,Regan Slater,/regan-slater/profil/spieler/473080
2021,Virus Infection,2021-01-06,2021-01-25,19,2,injury,Cole Palmer,/cole-palmer/profil/spieler/568177
2021,Stomach complaints,2021-03-26,2021-04-01,6,,injury,Martin Dúbravka,/martin-dubravka/profil/spieler/74960
2021,Heel Bone Injury,2020-08-25,2020-12-21,118,16,injury,Martin Dúbravka,/martin-dubravka/profil/spieler/74960
2021,Ankle Injury,2020-08-31,2020-11-05,66,10,injury,Christian Walton,/christian-walton/profil/spieler/208379
2021,Suspended,2020-09-12,2020-10-05,23,4,suspension,Matty James,/matty-james/profil/spieler/73522
2021,Transferred to Barnsley FC,2020-10-16,2021-01-04,,,Transfer,Matty James,/matty-james/profil/spieler/73522
2021,Transferred to Coventry,2021-01-06,2021-05-30,,,Transfer,Matty James,/matty-james/profil/spieler/73522
2021,Bruise,2021-01-02,2021-01-11,9,1,injury,Richarlison,/richarlison/profil/spieler/378710
2021,Head Injury,2020-12-25,2020-12-31,6,1,injury,Richarlison,/richarlison/profil/spieler/378710
2021,Red card suspension,2020-10-19,2020-11-08,20,3,suspension,Richarlison,/richarlison/profil/spieler/378710
2021,Transferred to Al-Ittihad Club,2020-10-25,2021-06-29,,,Transfer,Ahmed Hegazy,/ahmed-hegazy/profil/spieler/111524
2021,Transferred to RSC Anderlecht,2020-10-05,2021-06-30,,,Transfer,Josh Cullen,/josh-cullen/profil/spieler/242606
2021,Knock,2020-09-11,2021-03-01,171,28,injury,Connor Wickham,/connor-wickham/profil/spieler/95435
2021,Calf Injury,2020-12-07,2020-12-28,21,4,injury,Kean Bryan,/kean-bryan/profil/spieler/214928
2021,Calf Strain,2020-08-30,2020-09-30,31,4,injury,Cédric Soares,/cedric-soares/profil/spieler/112988
2021,Groin Strain,2021-01-03,2021-01-26,23,4,injury,Adam Lallana,/adam-lallana/profil/spieler/43530
2021,Groin Strain,2020-12-28,2021-01-01,4,1,injury,Adam Lallana,/adam-lallana/profil/spieler/43530
2021,Groin Strain,2020-11-29,2020-12-15,16,2,injury,Adam Lallana,/adam-lallana/profil/spieler/43530
2021,Groin Strain,2020-11-22,2020-11-27,5,,injury,Adam Lallana,/adam-lallana/profil/spieler/43530
2021,Transferred to Elche CF,2021-02-01,2021-06-29,,,Transfer,Paulo Gazzaniga,/paulo-gazzaniga/profil/spieler/195488
2021,Muscle Injury,2020-11-26,2020-12-15,19,4,injury,Percy Tau,/percy-tau/profil/spieler/312239
2021,Transferred to RSC Anderlecht,2020-08-05,2021-01-06,,,Transfer,Percy Tau,/percy-tau/profil/spieler/312239
2021,Transferred to Aris Saloniki,2020-10-05,2021-06-29,,,Transfer,Xande Silva,/xande-silva/profil/spieler/258011
2021,Transferred to Cambridge Utd.,2021-02-01,2021-05-30,,,Transfer,Aji Alese,/aji-alese/profil/spieler/502065
2021,Knock,2021-02-08,2021-02-16,8,2,injury,Fernandinho,/fernandinho/profil/spieler/26267
2021,Knock,2020-10-22,2020-11-24,33,6,injury,Fernandinho,/fernandinho/profil/spieler/26267
2021,Calf Injury,2021-02-18,2021-03-12,22,4,injury,Yerry Mina,/yerry-mina/profil/spieler/289446
2021,Muscle Injury,2020-07-13,2020-09-12,61,3,injury,Yerry Mina,/yerry-mina/profil/spieler/289446
2021,Hamstring Injury,2020-11-21,2021-01-19,59,9,injury,Ross Barkley,/ross-barkley/profil/spieler/131978
2021,Ill,2020-07-15,2020-07-23,8,2,injury,Ross Barkley,/ross-barkley/profil/spieler/131978
2021,Hamstring Injury,2020-12-27,2021-03-14,77,21,injury,Nathan Aké,/nathan-ake/profil/spieler/177476
2021,Hamstring Injury,2020-11-11,2020-11-30,19,3,injury,Nathan Aké,/nathan-ake/profil/spieler/177476
2021,Groin Strain,2020-10-21,2020-10-30,9,3,injury,Nathan Aké,/nathan-ake/profil/spieler/177476
2021,Groin Injury,2020-07-13,2020-07-25,12,2,injury,Nathan Aké,/nathan-ake/profil/spieler/177476
2021,Transferred to Bournemouth,2020-08-01,2020-08-04,,,Transfer,Nathan Aké,/nathan-ake/profil/spieler/177476
2021,Hamstring Injury,2020-12-30,2021-02-05,37,7,injury,Mohammed Salisu,/mohammed-salisu/profil/spieler/563963
2021,Knock,2020-09-11,2020-09-25,14,3,injury,Mohammed Salisu,/mohammed-salisu/profil/spieler/563963
2021,Hamstring Injury,2020-07-07,2020-07-27,20,4,injury,Mohammed Salisu,/mohammed-salisu/profil/spieler/563963
2021,Transferred to Real Valladolid,2020-08-01,2020-08-11,,,Transfer,Mohammed Salisu,/mohammed-salisu/profil/spieler/563963
2021,Knock,2021-02-01,2021-02-04,3,1,injury,Kurt Zouma,/kurt-zouma/profil/spieler/157509
2021,Rest,2020-12-28,2020-12-31,3,1,injury,Kurt Zouma,/kurt-zouma/profil/spieler/157509
2021,Ankle Surgery,2020-09-05,2021-04-04,211,47,injury,Philippe Sandler,/philippe-sandler/profil/spieler/340460
2021,Bone Bruise,2021-06-08,2021-07-08,30,,injury,Zack Steffen,/zack-steffen/profil/spieler/221624
2021,Knock,2021-01-12,2021-02-09,28,7,injury,Jason Steele,/jason-steele/profil/spieler/73564
2021,Ill,2020-12-28,2021-01-15,18,4,injury,Steven Alzate,/steven-alzate/profil/spieler/476237
2021,Hip Injury,2021-02-21,2021-04-12,50,9,injury,James Maddison,/james-maddison/profil/spieler/294057
2021,Knee Injury,2021-01-04,2021-01-15,11,1,injury,James Maddison,/james-maddison/profil/spieler/294057
2021,Knee Injury,2020-12-27,2021-01-02,6,1,injury,James Maddison,/james-maddison/profil/spieler/294057
2021,Knee Injury,2020-12-07,2020-12-12,5,1,injury,James Maddison,/james-maddison/profil/spieler/294057
2021,Hamstring Injury,2020-11-06,2020-11-07,1,,injury,James Maddison,/james-maddison/profil/spieler/294057
2021,Hip Injury,2020-07-02,2020-09-12,72,6,injury,James Maddison,/james-maddison/profil/spieler/294057
2021,Knee Injury,2020-10-22,2021-01-15,85,13,injury,Sam Field,/sam-field/profil/spieler/387331
2021,Transferred to QPR,2021-02-01,2021-05-30,,,Transfer,Sam Field,/sam-field/profil/spieler/387331
2021,Quarantine,2020-11-09,2020-11-27,18,1,injury,Conor Coady,/conor-coady/profil/spieler/128901
2021,Transferred to Orlando,2021-01-22,2021-06-30,,,Transfer,Brandon Austin,/brandon-austin/profil/spieler/428016
2021,Knee Injury,2021-04-12,2022-02-03,297,31,injury,Pedro Neto,/pedro-neto/profil/spieler/487465
2021,Transferred to Bristol City,2021-01-29,2021-06-30,,,Transfer,Henri Lansbury,/henri-lansbury/profil/spieler/44794
2021,Unknown Injury,2021-04-30,2021-05-21,21,5,injury,Daniel James,/daniel-james/profil/spieler/319301
2021,Knock,2021-04-09,2021-04-14,5,1,injury,Daniel James,/daniel-james/profil/spieler/319301
2021,Knock,2020-12-27,2020-12-28,1,,injury,Daniel James,/daniel-james/profil/spieler/319301
2021,Muscle Injury,2021-02-11,2021-03-01,18,4,injury,Fabinho,/fabinho/profil/spieler/225693
2021,Muscular problems,2021-01-26,2021-02-06,11,3,injury,Fabinho,/fabinho/profil/spieler/225693
2021,Hamstring Injury,2020-10-27,2020-11-21,25,4,injury,Fabinho,/fabinho/profil/spieler/225693
2021,Hamstring Injury,2021-03-15,2021-04-05,21,3,injury,Heung-min Son,/heung-min-son/profil/spieler/91845
2021,Hamstring Injury,2020-09-28,2020-10-05,7,3,injury,Heung-min Son,/heung-min-son/profil/spieler/91845
2021,Bruised Rib,2020-11-02,2020-11-20,18,1,injury,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
2021,Ill,2020-09-14,2020-09-19,5,,injury,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
2021,Transferred to Olympique Lyon,2020-08-01,2020-09-18,,,Transfer,Bertrand Traoré,/bertrand-traore/profil/spieler/131996
2021,Thigh Muscle Strain,2021-01-03,2021-02-15,43,8,injury,Grady Diangana,/grady-diangana/profil/spieler/342048
2021,Transferred to Wycombe,2020-10-05,2021-05-30,,,Transfer,Josh Knight,/josh-knight/profil/spieler/425026
2021,Suspended,2020-09-20,2020-10-04,14,3,suspension,Patrick Roberts,/patrick-roberts/profil/spieler/225452
2021,Transferred to Middlesbrough,2020-10-12,2021-01-30,,,Transfer,Patrick Roberts,/patrick-roberts/profil/spieler/225452
2021,Transferred to Derby,2021-02-01,2021-05-30,,,Transfer,Patrick Roberts,/patrick-roberts/profil/spieler/225452
2021,No eligibility,2020-10-20,2021-01-02,74,12,absence,Jean Michaël Seri,/jean-michael-seri/profil/spieler/178614
2021,Transferred to G. Bordeaux,2021-01-30,2021-06-29,,,Transfer,Jean Michaël Seri,/jean-michael-seri/profil/spieler/178614
2021,Knee Injury,2020-12-10,2021-01-20,41,8,injury,Konstantinos Tsimikas,/konstantinos-tsimikas/profil/spieler/338070
2021,Thigh Problems,2020-09-25,2020-11-03,39,9,injury,Konstantinos Tsimikas,/konstantinos-tsimikas/profil/spieler/338070
2021,Quarantine,2020-09-04,2020-09-19,15,1,injury,Konstantinos Tsimikas,/konstantinos-tsimikas/profil/spieler/338070
2021,Fever,2020-09-02,2020-09-04,2,,injury,Konstantinos Tsimikas,/konstantinos-tsimikas/profil/spieler/338070
2021,Transferred to Olympiacos,2020-08-01,2020-08-09,,,Transfer,Konstantinos Tsimikas,/konstantinos-tsimikas/profil/spieler/338070
2021,Virus Infection,2020-11-21,2020-12-11,20,3,injury,Jake Livermore,/jake-livermore/profil/spieler/61832
2021,Transferred to Barcelona,2020-08-01,2020-09-22,,,Transfer,Nélson Semedo,/nelson-semedo/profil/spieler/231572
2021,Transferred to Weymouth FC,2021-01-15,2021-04-09,,,Transfer,Dominic Revan,/dominic-revan/profil/spieler/503750
2021,Muscle Injury,2021-02-25,2021-04-03,37,8,injury,Juan Mata,/juan-mata/profil/spieler/44068
2021,Knock,2021-02-11,2021-02-12,1,,injury,Rodri,/rodri/profil/spieler/357565
2021,Transferred to Doncaster,2020-10-16,2021-01-15,,,Transfer,Josh Sims,/josh-sims/profil/spieler/286919
2021,Transferred to Doncaster,2021-01-27,2021-05-30,,,Transfer,Josh Sims,/josh-sims/profil/spieler/286919
2021,Knee Injury,2020-12-28,2021-01-11,14,2,injury,Jay Rodríguez,/jay-rodriguez/profil/spieler/53360
2021,Ankle Injury,2020-09-23,2020-10-18,25,4,injury,Jay Rodríguez,/jay-rodriguez/profil/spieler/53360
2021,Hand Injury,2019-12-08,2019-12-13,5,,injury,Jay Rodríguez,/jay-rodriguez/profil/spieler/53360
2021,Knock,2020-12-05,2020-12-17,12,4,injury,Sead Kolasinac,/sead-kolasinac/profil/spieler/94005
2021,Corona virus,2020-11-18,2020-12-01,13,3,injury,Sead Kolasinac,/sead-kolasinac/profil/spieler/94005
2021,Transferred to FC Schalke 04,2021-01-04,2021-06-29,,,Transfer,Sead Kolasinac,/sead-kolasinac/profil/spieler/94005
2021,Transferred to FC Midtjylland,2021-02-01,2021-06-30,,,Transfer,Jonas Lössl,/jonas-lossl/profil/spieler/48870
2021,Knee Injury,2021-02-28,2021-03-15,15,2,injury,Miguel Almirón,/miguel-almiron/profil/spieler/272999
2021,Knock,2020-11-14,2020-11-20,6,,injury,Miguel Almirón,/miguel-almiron/profil/spieler/272999
2021,Hamstring Injury,2020-10-25,2021-01-24,91,19,injury,Steven Sessegnon,/steven-sessegnon/profil/spieler/406558
2021,Transferred to Bristol City,2020-09-07,2021-05-30,,,Transfer,Steven Sessegnon,/steven-sessegnon/profil/spieler/406558
2021,Corona virus,2021-04-12,2021-04-22,10,1,injury,Rúben Neves,/ruben-neves/profil/spieler/225161
2021,Unknown Injury,2021-02-08,2021-02-12,4,1,injury,Gareth Bale,/gareth-bale/profil/spieler/39381
2021,Calf Problems,2020-12-23,2021-01-12,20,5,injury,Gareth Bale,/gareth-bale/profil/spieler/39381
2021,Knock,2020-12-12,2020-12-19,7,2,injury,Gareth Bale,/gareth-bale/profil/spieler/39381
2021,Knee Problems,2020-09-09,2020-10-16,37,10,injury,Gareth Bale,/gareth-bale/profil/spieler/39381
2021,Transferred to Real Madrid,2020-08-01,2020-09-18,,,Transfer,Gareth Bale,/gareth-bale/profil/spieler/39381
2021,Transferred to Real Madrid,2021-06-30,2021-06-30,,,Transfer,Gareth Bale,/gareth-bale/profil/spieler/39381
2021,Transferred to Watford,2020-08-01,2020-10-11,,,Transfer,Craig Dawson,/craig-dawson/profil/spieler/121477
2021,Transferred to Watford,2021-05-31,2021-06-30,,,Transfer,Craig Dawson,/craig-dawson/profil/spieler/121477
2021,Virus Infection,2020-10-23,2020-11-06,14,2,injury,Jack Butland,/jack-butland/profil/spieler/128899
2021,Transferred to Stoke City,2020-08-01,2020-10-15,,,Transfer,Jack Butland,/jack-butland/profil/spieler/128899
2021,Transferred to Unknown,2020-08-01,2020-08-18,,,Transfer,Ben Chrisene,/ben-chrisene/profil/spieler/670846
2021,Corona virus,2021-06-01,2021-06-15,14,,injury,John Fleck,/john-fleck/profil/spieler/54383
2021,Back Injury,2020-10-11,2020-11-21,41,4,injury,John Fleck,/john-fleck/profil/spieler/54383
2021,Groin Injury,2020-07-01,2020-07-15,14,4,injury,John Fleck,/john-fleck/profil/spieler/54383
2021,Corona virus,2021-01-07,2021-02-12,36,10,injury,Sergio Agüero,/sergio-aguero/profil/spieler/26399
2021,Knock,2020-12-17,2020-12-18,1,,injury,Sergio Agüero,/sergio-aguero/profil/spieler/26399
2021,Knee Injury,2020-11-26,2020-12-08,12,3,injury,Sergio Agüero,/sergio-aguero/profil/spieler/26399
2021,Hamstring Injury,2020-10-25,2020-11-20,26,4,injury,Sergio Agüero,/sergio-aguero/profil/spieler/26399
2021,Hamstring Injury,2021-02-04,2021-02-22,18,4,injury,Thomas Partey,/thomas-partey/profil/spieler/230784
2021,Hip Injury,2020-12-03,2021-01-11,39,11,injury,Thomas Partey,/thomas-partey/profil/spieler/230784
2021,Muscle Injury,2020-11-09,2020-12-03,24,4,injury,Thomas Partey,/thomas-partey/profil/spieler/230784
2021,Transferred to Atlético Madrid,2020-08-01,2020-10-04,,,Transfer,Thomas Partey,/thomas-partey/profil/spieler/230784
2021,Hamstring Injury,2021-05-08,2021-05-25,17,3,injury,Callum Wilson,/callum-wilson/profil/spieler/123682
2021,Hamstring Injury,2021-02-07,2021-04-04,56,7,injury,Callum Wilson,/callum-wilson/profil/spieler/123682
2021,Hamstring Injury,2021-01-04,2021-01-11,7,1,injury,Callum Wilson,/callum-wilson/profil/spieler/123682
2021,Thigh Muscle Strain,2020-11-07,2020-11-26,19,1,injury,Callum Wilson,/callum-wilson/profil/spieler/123682
2021,Transferred to Bournemouth,2020-08-01,2020-09-06,,,Transfer,Callum Wilson,/callum-wilson/profil/spieler/123682
2021,Transferred to Nottm Forest,2020-08-28,2021-05-30,,,Transfer,Luke Freeman,/luke-freeman/profil/spieler/66923
2021,Transferred to Benfica,2020-08-01,2020-09-28,,,Transfer,Rúben Dias,/ruben-dias/profil/spieler/258004
2021,Knee Injury,2020-12-05,2021-03-09,94,18,injury,Robin Koch,/robin-koch/profil/spieler/328784
2021,Transferred to SC Freiburg,2020-08-01,2020-08-28,,,Transfer,Robin Koch,/robin-koch/profil/spieler/328784
2021,Hip problems,2021-05-06,2021-05-09,3,1,injury,Ally Samatta,/ally-samatta/profil/spieler/182201
2021,Hip problems,2021-02-24,2021-02-27,3,,injury,Ally Samatta,/ally-samatta/profil/spieler/182201
2021,Twisted knee,2020-11-24,2020-12-28,34,7,injury,Ally Samatta,/ally-samatta/profil/spieler/182201
2021,Transferred to Fenerbahce,2020-09-25,2021-06-29,,,Transfer,Ally Samatta,/ally-samatta/profil/spieler/182201
2021,Fitness,2020-12-28,2021-01-03,6,1,injury,Mbaye Diagne,/mbaye-diagne/profil/spieler/271966
2021,Quarantine,2020-12-25,2020-12-28,3,1,injury,Mbaye Diagne,/mbaye-diagne/profil/spieler/271966
2021,Transferred to Galatasaray,2020-08-01,2021-01-28,,,Transfer,Mbaye Diagne,/mbaye-diagne/profil/spieler/271966
2021,Transferred to Galatasaray,2021-06-30,2021-06-30,,,Transfer,Mbaye Diagne,/mbaye-diagne/profil/spieler/271966
2021,Groin Injury,2020-12-22,2021-01-11,20,3,injury,Dwight McNeil,/dwight-mcneil/profil/spieler/584769
2021,Cruciate Ligament Rupture,2021-02-10,2022-01-07,331,49,injury,James Justin,/james-justin/profil/spieler/413220
2021,Hamstring Injury,2020-11-08,2020-11-22,14,,injury,James Ward-Prowse,/james-ward-prowse/profil/spieler/181579
2021,Ruptured ankle ligament,2020-10-15,2020-11-01,17,2,injury,Joachim Andersen,/joachim-andersen/profil/spieler/260827
2021,Transferred to Olympique Lyon,2020-08-01,2020-10-04,,,Transfer,Joachim Andersen,/joachim-andersen/profil/spieler/260827
2021,Transferred to Olympique Lyon,2021-06-30,2021-06-30,,,Transfer,Joachim Andersen,/joachim-andersen/profil/spieler/260827
2021,Muscular problems,2021-04-22,2021-05-06,14,2,injury,Facundo Pellistri,/facundo-pellistri/profil/spieler/676318
2021,Muscle Injury,2021-04-07,2021-04-14,7,1,injury,Facundo Pellistri,/facundo-pellistri/profil/spieler/676318
2021,Corona virus,2021-01-07,2021-01-25,18,5,injury,Facundo Pellistri,/facundo-pellistri/profil/spieler/676318
2021,Muscle Injury,2020-08-21,2020-08-26,5,1,injury,Facundo Pellistri,/facundo-pellistri/profil/spieler/676318
2021,Transferred to Peñarol,2020-08-01,2020-10-04,,,Transfer,Facundo Pellistri,/facundo-pellistri/profil/spieler/676318
2021,Transferred to Alavés,2021-01-31,2021-06-29,,,Transfer,Facundo Pellistri,/facundo-pellistri/profil/spieler/676318
2021,Transferred to OGC Nice,2021-01-04,2021-06-29,,,Transfer,William Saliba,/william-saliba/profil/spieler/495666
2021,Hamstring Injury,2020-10-10,2020-11-06,27,3,injury,James McCarthy,/james-mccarthy/profil/spieler/45333
2021,Head Injury,2021-03-16,2021-04-01,16,,injury,Rui Patrício,/rui-patricio/profil/spieler/45026
2021,Virus Infection,2021-01-01,2021-01-16,15,,injury,Tommy Doyle,/tommy-doyle/profil/spieler/433183
2021,Knock,2020-12-20,2021-01-13,24,4,injury,Gary Cahill,/gary-cahill/profil/spieler/27511
2021,Calf Injury,2020-10-23,2020-11-06,14,2,injury,Gary Cahill,/gary-cahill/profil/spieler/27511
2021,Hamstring Injury,2020-07-08,2020-10-17,101,9,injury,Gary Cahill,/gary-cahill/profil/spieler/27511
2021,Transferred to Stoke City,2021-01-14,2021-05-30,,,Transfer,Jack Clarke,/jack-clarke/profil/spieler/559794
2021,Achilles tendon problems,2021-05-19,2021-10-28,162,12,injury,Eberechi Eze,/eberechi-eze/profil/spieler/479999
2021,Knock,2020-11-19,2020-11-22,3,,injury,Eberechi Eze,/eberechi-eze/profil/spieler/479999
2021,Groin Injury,2020-09-10,2020-09-11,1,,injury,Eberechi Eze,/eberechi-eze/profil/spieler/479999
2021,Transferred to QPR,2020-08-01,2020-08-27,,,Transfer,Eberechi Eze,/eberechi-eze/profil/spieler/479999
2021,Corona virus,2021-06-21,2021-07-01,10,,injury,Billy Gilmour,/billy-gilmour/profil/spieler/423744
2021,Knee Injury,2020-07-09,2020-11-17,131,20,injury,Billy Gilmour,/billy-gilmour/profil/spieler/423744
2021,Bruise,2020-10-28,2020-11-04,7,1,injury,Tom Davies,/tom-davies/profil/spieler/314210
2021,Knock,2020-09-23,2020-10-03,10,1,injury,Branislav Ivanovic,/branislav-ivanovic/profil/spieler/36827
2021,Transferred to Zenit S-Pb,2020-08-01,2020-09-14,,,Transfer,Branislav Ivanovic,/branislav-ivanovic/profil/spieler/36827
